"institution","period","euro","doi","backlist_oa","publisher","book_title","isbn","isbn_print","isbn_electronic","license_ref","indexed_in_crossref","doab"
"Stockholm University",2025,8450.09,"10.1163/9789004708433",FALSE,"Brill","Treated Like a Child","978-90-04-70843-3","978-90-04-70842-6","978-90-04-70843-3",NA,TRUE,FALSE
"Stockholm University",2025,2639.75,"10.21832/ahlgre1625",FALSE,"Multilingual Matters","Languages We Live By","978-1-83668-161-8","978-1-83668-161-8",NA,NA,TRUE,FALSE
"",,,"","","","","","","","","",""
"Stockholm University",2025,9754.41,"10.1007/978-3-031-99481-4",FALSE,"Springer International Publishing","Fashion Communication in the Digital Age","978-3-031-99480-7","978-3-031-99480-7","978-3-031-99481-4","https://creativecommons.org/licenses/by/4.0",TRUE,FALSE
"Stockholm University",2025,5584.73,"10.16993/bcs",FALSE,"Stockholm University Press","Passages francophones du Maghreb et transfert culturel","978-91-7635-263-2","978-91-7635-263-2",NA,"https://creativecommons.org/licenses/by/4.0/",TRUE,FALSE
"Stockholm University",2025,7496.78,"10.16993/bcu",FALSE,"Stockholm University Press","Indo-European Ecologies: Cattle and Milk - Snakes and Water","978-91-7635-271-7","978-91-7635-271-7",NA,"https://creativecommons.org/licenses/by/4.0/",TRUE,FALSE
"Stockholm University",2025,10424.54,"10.16993/bcv",FALSE,"Stockholm University Press","Peter Artedi: Reformer of 18th Century Zoology, Vol. II. Peter Artedi, Ichthyologia, Leiden 1738","978-91-7635-276-2","978-91-7635-276-2",NA,NA,TRUE,FALSE
"",,,"","","","","","","","","",""
"Stockholm University",2025,6398.93,"10.16993/bcw",FALSE,"Stockholm University Press","Indo-European Afterlives: Interdisciplinary Perspectives on Life beyond Death","978-91-7635-283-0","978-91-7635-283-0",NA,"https://creativecommons.org/licenses/by/4.0/",TRUE,FALSE
"",,,"","","","","","","","","",""
"",,,"","","","","","","","","",""
"Stockholm University",2025,12166.46,"10.1017/9781009640817",FALSE,"Cambridge University Press","Negotiating Imperialism","978-1-009-64081-7","978-1-009-64080-0","978-1-009-64081-7","https://www.cambridge.org/core/terms",TRUE,FALSE
