"institution","period","euro","doi","backlist_oa","publisher","book_title","isbn","isbn_print","isbn_electronic","license_ref","indexed_in_crossref","doab"
"Stockholm University",2023,16239.69,"10.4324/9780367422080",FALSE,"Routledge","Routledge Handbook of Civil and Uncivil Society in Southeast Asia","978-0-367-42208-0",NA,"978-0-367-42208-0","https://creativecommons.org/licenses/by-nc-nd/4.0/",TRUE,TRUE
"Stockholm University",2023,2613,"10.1515/9783111198750",FALSE,"De Gruyter","The Demise of Norse Religion","978-3-11-119875-0",NA,"978-3-11-119875-0","http://creativecommons.org/licenses/by-nc-nd/4.0",TRUE,FALSE
"Stockholm University",2023,1911.96,"10.5040/9781509941629",TRUE,"Hart Publishing","Rule of Law in the EU","978-1-5099-4159-9","978-1-5099-4159-9","978-1-5099-4160-5",NA,TRUE,TRUE
"Stockholm University",2023,5002.67,"10.16993/bbs",FALSE,"Stockholm University Press","Basic Numerical Methods in Meteorology and Oceanography","978-91-7635-172-7","978-91-7635-172-7",NA,NA,TRUE,FALSE
"Stockholm University",2023,4476.33,"10.16993/bcd",FALSE,"Stockholm University Press","Negatives and Meaning: Social Setting and Pragmatic Effects. Using Negatives in Political Discourse, Social Media and Oral Interaction","978-91-7635-202-1","978-91-7635-202-1",NA,NA,TRUE,TRUE
"Stockholm University",2023,7899.81,"10.1163/9789004511163",FALSE,"Brill","The Rights of the Child","978-90-04-51115-6","978-90-04-51115-6","978-90-04-51116-3",NA,TRUE,FALSE
"Stockholm University",2023,4393.05,NA,FALSE,"Cambridge University Press","Othering and Stratification in a Diachronic News Corpus","978-1-009-02906-3",NA,NA,NA,FALSE,FALSE
"Stockholm University",2023,2060.3,"10.16993/bce",FALSE,"Stockholm University Press","Performing the Eighteenth Century: Theatrical Discourses, Practices, and Artefacts","978-91-7635-210-6","978-91-7635-210-6",NA,NA,TRUE,TRUE
"Stockholm University",2023,8449.94,"10.1515/9783110799330",FALSE,"De Gruyter","Body, Gender, Senses","978-3-11-079933-0",NA,"978-3-11-079933-0","http://creativecommons.org/licenses/by-nc-nd/4.0",TRUE,FALSE
"Stockholm University",2023,8838.27,"10.1108/9781801173742",FALSE,"Emerald Publishing Limited","Obsessive Measurement Disorder or Pragmatic Bureaucracy?","978-1-80117-377-3","978-1-80117-377-3","978-1-80117-374-2",NA,TRUE,FALSE
"Stockholm University",2023,4494.84,"10.16993/bcg",FALSE,"Stockholm University Press","Le transfert des littératures francophones en(tre) périphérie. Pratiques de sélection, de médiation et de lecture","978-91-7635-206-9","978-91-7635-206-9",NA,NA,TRUE,FALSE
