"institution","period","euro","doi","backlist_oa","publisher","book_title","isbn","isbn_print","isbn_electronic","license_ref","indexed_in_crossref","doab"
"Frankfurt U",2024,5999.98,"10.1017/9781009443869",FALSE,"Cambridge University Press","Insurgent Cultures","978-1-009-44386-9","978-1-009-44383-8","978-1-009-44386-9","https://www.cambridge.org/core/terms",TRUE,TRUE
"Frankfurt U",2024,10609.84,"10.1093/oso/9780192855503.001.0001",FALSE,"Oxford University PressOxford","A Century of Anarchy?",NA,NA,"978-0-19-194566-3","https://creativecommons.org/licenses/by-nc-nd/4.0/",TRUE,FALSE
"Frankfurt U",2023,3361.34,"10.1163/9789004538016",FALSE,"Brill","Early Modern &lt;i&gt;Litterae Indipetae&lt;/i&gt; for the East Indies","978-90-04-53801-6","978-90-04-53800-9","978-90-04-53801-6","CC BY-NC-ND",TRUE,TRUE
"Frankfurt U",2025,2380,"10.1163/9789004710894",FALSE,"Brill","Le Labyrinthe littéraire de Mohamed Mbougar Sarr","978-90-04-71089-4","978-90-04-71088-7","978-90-04-71089-4","CC BY",TRUE,TRUE
"Frankfurt U",2023,4165,"10.12907/978-3-593-44902-9",FALSE,"Campus Verlag","Living in the Plastic Age","978-3-593-44902-9",NA,"978-3-593-44902-9","https://creativecommons.org/licenses/by-sa/4.0/legalcode",TRUE,FALSE
"Frankfurt U",2024,1190,"10.12907/978-3-593-44951-7",FALSE,"Campus Verlag","Biokapital","978-3-593-44951-7",NA,"978-3-593-44951-7","https://creativecommons.org/licenses/by-nd/4.0/legalcode",TRUE,FALSE
"Frankfurt U",2023,5950,"10.12907/978-3-593-45575-4",FALSE,"Campus Verlag","Relationalität der Menschenwürde","978-3-593-45575-4",NA,"978-3-593-45575-4","https://creativecommons.org/licenses/by-sa/4.0/legalcode",TRUE,FALSE
"Frankfurt U",2024,4760,"10.12907/978-3-593-45973-8",FALSE,"Campus Verlag","Der neue sozial-ökologische Klassenkonflikt","978-3-593-45973-8",NA,"978-3-593-45973-8","https://creativecommons.org/licenses/by-nc-nd/4.0/legalcode",TRUE,FALSE
"Frankfurt U",2023,2759,"10.14361/9783839461600",FALSE,"transcript Verlag","Wissenskrisen - Krisenwissen","978-3-8376-6160-6","978-3-8376-6160-6","978-3-8394-6160-0","https://creativecommons.org/licenses/by-nc-nd/4.0/",TRUE,TRUE
"Frankfurt U",2023,4641,"10.14361/9783839463468",FALSE,"transcript Verlag","Reading Race Relationally","978-3-8376-6346-4","978-3-8376-6346-4","978-3-8394-6346-8","https://creativecommons.org/licenses/by-sa/4.0",TRUE,TRUE
"Frankfurt U",2023,5000,"10.14361/9783839463994",FALSE,"transcript Verlag","Writing Together","978-3-8376-6399-0","978-3-8376-6399-0","978-3-8394-6399-4","https://creativecommons.org/licenses/by/4.0/",TRUE,FALSE
"Frankfurt U",2023,6000,"10.14361/9783839467077",FALSE,"transcript Verlag","Performing Technocapitalism","978-3-8376-6707-3","978-3-8376-6707-3","978-3-8394-6707-7","https://creativecommons.org/licenses/by/4.0/",TRUE,TRUE
"Frankfurt U",2023,7140,"10.14361/9783839467831",FALSE,"transcript Verlag","Ritual seks - Sex als ritueller Akt der Heiligenverehrung","978-3-8376-6783-7","978-3-8376-6783-7","978-3-8394-6783-1","https://creativecommons.org/licenses/by/4.0/",TRUE,TRUE
"Frankfurt U",2023,6000,"10.14361/9783839467954",FALSE,"transcript Verlag","Die Kommentatoren des Post-Cinema","978-3-8376-6795-0","978-3-8376-6795-0","978-3-8394-6795-4","https://creativecommons.org/licenses/by-sa/4.0/",TRUE,FALSE
"Frankfurt U",2023,6000,"10.14361/9783839467985",FALSE,"transcript Verlag","Die Praxis des Nudging","978-3-8376-6798-1","978-3-8376-6798-1","978-3-8394-6798-5","https://creativecommons.org/licenses/by/4.0/",TRUE,TRUE
"Frankfurt U",2024,7348.25,"10.14361/9783839469514",FALSE,"transcript Verlag","Dialog als Denkfigur","978-3-8376-6951-0","978-3-8376-6951-0","978-3-8394-6951-4","https://creativecommons.org/licenses/by/4.0/",TRUE,TRUE
"Frankfurt U",2024,6000,"10.14361/9783839469927",FALSE,"transcript Verlag","Städte auf dem Weg zur Nachhaltigkeit","978-3-8376-6992-3","978-3-8376-6992-3","978-3-8394-6992-7","https://creativecommons.org/licenses/by/4.0/",TRUE,TRUE
"Frankfurt U",2024,6991.25,"10.14361/9783839471081",FALSE,"transcript Verlag","Inklusion und Grenzen","978-3-8376-7108-7","978-3-8376-7108-7","978-3-8394-7108-1","https://creativecommons.org/licenses/by-nc-nd/4.0/",TRUE,TRUE
"Frankfurt U",2024,6498.6,"10.14361/9783839471579",FALSE,"transcript Verlag","Narrativity and Violence","978-3-8376-7157-5","978-3-8376-7157-5","978-3-8394-7157-9","https://creativecommons.org/licenses/by-sa/4.0",TRUE,TRUE
"Frankfurt U",2024,6000,"10.14361/9783839472965",FALSE,"transcript Verlag","Innere Erfahrung und Ritual","978-3-8376-7296-1","978-3-8376-7296-1","978-3-8394-7296-5","https://creativecommons.org/licenses/by/4.0/",TRUE,FALSE
"Frankfurt U",2024,5000,"10.14619/0733",FALSE,"Meson Press","Platforms and the Moving Image","978-3-95796-074-0","978-3-95796-073-3","978-3-95796-074-0","https://creativecommons.org/licenses/by-sa/4.0/",FALSE,FALSE
"Frankfurt U",2024,11090.87,"10.1515/9781399515870",FALSE,"Edinburgh University Press","Islamists and the Global Order","978-1-3995-1587-0",NA,"978-1-3995-1587-0","http://creativecommons.org/licenses/by/4.0",TRUE,FALSE
"Frankfurt U",2023,950,"10.1515/9783110758061",FALSE,"De Gruyter","Capricci luterani?","978-3-11-075806-1",NA,"978-3-11-075806-1","http://creativecommons.org/licenses/by-nc-nd/4.0",TRUE,TRUE
"Frankfurt U",2024,8428.77,"10.1515/9783111439273",FALSE,"De Gruyter","Dynamics, Mediation, Mobilization","978-3-11-143927-3",NA,"978-3-11-143927-3","http://creativecommons.org/licenses/by/4.0",TRUE,TRUE
"Frankfurt U",2023,11553.28,"10.1628/978-3-16-161689-1",FALSE,"Mohr Siebeck","Das Recht der öffentlichen Gesundheit","978-3-16-161689-1",NA,"978-3-16-161689-1","CC BY-NC-ND",TRUE,FALSE
"Frankfurt U",2024,5998,"10.1628/978-3-16-162818-4",FALSE,"Mohr Siebeck","Zwischenmenschliche Vergebung","978-3-16-162818-4",NA,"978-3-16-162818-4","https://creativecommons.org/licenses/by-sa/4.0/",TRUE,FALSE
"Frankfurt U",2024,12000,"10.1628/978-3-16-163275-4",FALSE,"Mohr Siebeck","Mehrpersonenverhältnisse im Schiedsverfahren","978-3-16-163275-4",NA,"978-3-16-163275-4","https://creativecommons.org/licenses/by-sa/4.0/",TRUE,FALSE
"Frankfurt U",2024,5000,"10.21248/gups.79709",FALSE,"Verlag Dr. Rudolf Habelt GmbH, Bonn","Die Zeremonialwagen der späten Bronzezeit in Europa","978-3-7749-4403-9","978-3-7749-4403-9",NA,NA,TRUE,FALSE
"Frankfurt U",2024,8612.92,"10.28937/978-3-7873-4432-1",FALSE,"Felix Meiner Verlag","Die Philosophie der Bio-Robotik","978-3-7873-4432-1",NA,"978-3-7873-4432-1","CC BY-SA",TRUE,FALSE
"Frankfurt U",2023,5000,"10.29091/9783752002683",FALSE,"Reichert Verlag","The Afterlife of Avestan Manuscripts: Colophons and Marginal notes","978-3-7520-0268-3","978-3-7520-0268-3",NA,"CC BY-SA",TRUE,FALSE
"Frankfurt U",2024,6000,"10.29091/9783752003161",FALSE,"Reichert Verlag","›Naturheiligtümer‹ im westlichen Kleinasien.","978-3-7520-0316-1","978-3-7520-0316-1",NA,"CC BY-SA",TRUE,TRUE
"Frankfurt U",2023,1900,"10.30819/5654",FALSE,"Logos Verlag Berlin","Vorlesungen über Philosophische Logik","978-3-8325-5654-9","978-3-8325-5654-9",NA,"https://creativecommons.org/licenses/by/4.0",TRUE,TRUE
"Frankfurt U",2024,9829.4,"10.31244/9783830998235",FALSE,"Waxmann Verlag","Selbstbestimmung und Mitwirkung in der modernen Migrationsgesellschaft. Soziale Arbeit im Kontext","978-3-8309-4823-0","978-3-8309-4823-0",NA,"CC BY-NC-SA",TRUE,FALSE
"Frankfurt U",2023,5712,"10.31244/9783830998358",FALSE,"Waxmann Verlag","Kognitive Aktivierung in der Unterrichtsinteraktion. Eine qualitativ-rekonstruktive Analyse zu Passungsverhältnissen im Mathematikunterricht","978-3-8309-4835-3","978-3-8309-4835-3",NA,"https://creativecommons.org/licenses/by-sa/4.0/",TRUE,FALSE
"Frankfurt U",2024,5520.78,"10.3167/9781805395034",FALSE,"Berghahn Books","REST IN PLASTIC","978-1-80539-503-4","978-1-80539-503-4",NA,"CC BY",TRUE,FALSE
"Frankfurt U",2023,463.98,"10.32028/9781803274973",FALSE,"Archaeopress Publishing Ltd","The Reuse of Tombs in Eastern Arabia","978-1-80327-497-3","978-1-80327-497-3",NA,"CC BY-NC-ND",TRUE,FALSE
"Frankfurt U",2024,5448.2,"10.32028/9781803276960",FALSE,"Archaeopress Publishing Ltd","The 2018 Archaeological Survey at Tawi Said, Sultanate of Oman","978-1-80327-696-0","978-1-80327-696-0",NA,"CC BY-NC-ND",TRUE,FALSE
"Frankfurt U",2024,4998,"10.3224/84742480",FALSE,"Verlag Barbara Budrich","Survival through Bildung","978-3-8474-2480-2","978-3-8474-2480-2",NA,"https://creativecommons.org/licenses/by/4.0/deed.de",TRUE,TRUE
"Frankfurt U",2024,4998,"10.3224/84743040",FALSE,"Verlag Barbara Budrich","Demokratie als Selbst-Regieren","978-3-8474-3040-7","978-3-8474-3040-7",NA,"https://creativecommons.org/licenses/by/4.0/deed.de",TRUE,FALSE
"Frankfurt U",2024,5000,"10.35468/6106",FALSE,"Verlag Julius Klinkhardt","Hochschullernwerkstätten im analogen und digitalen Raum. Perspektiven auf Didaktik und Forschung in innovativen Lernsettings","978-3-7815-2651-8","978-3-7815-2651-8",NA,"CC BY-SA",TRUE,FALSE
"Frankfurt U",2023,1249.5,"10.4324/9781003058502",FALSE,"Routledge","The Routledge Handbook of Religion and the Body","978-1-003-05850-2",NA,"978-1-003-05850-2",NA,TRUE,TRUE
"Frankfurt U",2023,13007.98,"10.4324/9781003254829",FALSE,"Routledge","Routledge International Handbook of Participatory Approaches in Ageing Research","978-1-003-25482-9",NA,"978-1-003-25482-9","http://creativecommons.org/licenses/by/4.0",TRUE,TRUE
"Frankfurt U",2023,5829.67,"10.4324/9781003312154",FALSE,"Routledge","Cosmological Readings of Contemporary Australian Literature","978-1-003-31215-4",NA,"978-1-003-31215-4","http://creativecommons.org/licenses/by/4.0",TRUE,TRUE
"Frankfurt U",2024,5999.98,"10.4324/9781003429340",FALSE,"Routledge","Linking Ages","978-1-003-42934-0",NA,"978-1-003-42934-0","http://creativecommons.org/licenses/by/4.0",TRUE,TRUE
"Frankfurt U",2025,9569.98,"10.4324/9781003464037",FALSE,"Routledge","Mapping World Anglophone Studies","978-1-003-46403-7",NA,"978-1-003-46403-7","https://creativecommons.org/licenses/by-sa/4.0/",TRUE,TRUE
"Frankfurt U",2023,1080,"10.4337/9781789906981",FALSE,"Edward Elgar Publishing","Handbook on European Union Climate Change Policy and Politics","978-1-78990-698-1","978-1-78990-697-4","978-1-78990-698-1","CC BY-NC-ND",TRUE,FALSE
"Frankfurt U",2023,3808,"10.5117/9789462986534",FALSE,"Amsterdam University Press","Films That Work Harder","978-90-485-3781-5","978-90-485-3781-5","978-90-485-3781-5","https://creativecommons.org/licenses/by-nc-nd/4.0/",TRUE,FALSE
"Frankfurt U",2024,6000,"10.52007/9783958084995",FALSE,"Neofelis Verlag","Unzeit. Widerständige Zeitlichkeiten in Performance, Kunst, Theorie","978-3-95808-499-5","978-3-95808-499-5",NA,"CC BY-SA",TRUE,FALSE
"Frankfurt U",2024,6034.48,"10.52038/9783643250186",FALSE,"LIT Verlag","Dancing Ethiopia. Inszenierungen der äthiopischen Nation","978-3-643-45140-8","978-3-643-45140-8",NA,NA,TRUE,FALSE
"Frankfurt U",2023,8390.1,"10.5771/9783748932413",FALSE,"Nomos Verlagsgesellschaft mbH & Co. KG","Wege zu einer Ethik","978-3-7489-3241-3","978-3-7489-3241-3",NA,"https://creativecommons.org/licenses/by/4.0/",TRUE,TRUE
