"institution","period","euro","doi","is_hybrid","publisher","journal_full_title","issn","issn_print","issn_electronic","license_ref","indexed_in_crossref","pmid","pmcid","ut","url","doaj"
"Leipzig U",2015,1047.2,"10.1186/s40478-015-0187-1",FALSE,"Springer Nature","Acta Neuropathologica Communications","2051-5960",NA,"2051-5960",NA,TRUE,"25853173","PMC4359478",NA,NA,TRUE
"Leipzig U",2015,640.18,"10.1016/j.amsu.2015.07.019",FALSE,"Elsevier BV","Annals of Medicine and Surgery","20490801","20490801",NA,"http://www.elsevier.com/tdm/userlicense/1.0/",TRUE,"26288729","PMC4539162",NA,NA,FALSE
"Leipzig U",2015,1670.09,"10.1063/1.4934705",FALSE,"AIP Publishing","APL Materials","2166-532X",NA,"2166-532X","http://creativecommons.org/licenses/by/3.0/",TRUE,NA,NA,NA,NA,TRUE
"Leipzig U",2015,862.75,"10.5194/acpd-15-9631-2015",FALSE,"Copernicus GmbH","Atmospheric Chemistry and Physics Discussions","1680-7375",NA,"1680-7375","http://creativecommons.org/licenses/by/3.0/",TRUE,NA,NA,NA,NA,TRUE
"Leipzig U",2015,531.06,"10.1016/j.bbrep.2015.10.001",FALSE,"Elsevier BV","Biochemistry and Biophysics Reports","24055808","24055808",NA,"http://www.elsevier.com/tdm/userlicense/1.0/",TRUE,NA,NA,NA,NA,FALSE
"Leipzig U",2015,1785,"10.5194/bgd-12-16553-2015",FALSE,"Copernicus GmbH","Biogeosciences Discussions","1810-6285",NA,"1810-6285","http://creativecommons.org/licenses/by/3.0/",TRUE,NA,NA,NA,NA,TRUE
"Leipzig U",2015,1463.7,"10.5194/bgd-12-20515-2015",FALSE,"Copernicus GmbH","Biogeosciences Discussions","1810-6285",NA,"1810-6285","http://creativecommons.org/licenses/by/3.0/",TRUE,NA,NA,NA,NA,TRUE
"Leipzig U",2015,1598.17,"10.1186/1471-2105-16-S19-S2",FALSE,"Springer Nature","BMC Bioinformatics","1471-2105","1471-2105",NA,NA,TRUE,"26695390","PMC4686793",NA,NA,TRUE
"Leipzig U",2015,1594.6,"10.1186/s12885-015-1795-7",FALSE,"Springer Nature","BMC Cancer","1471-2407",NA,"1471-2407",NA,TRUE,"26497197","PMC4620011",NA,NA,TRUE
"Leipzig U",2015,1661.24,"10.1186/s12885-015-1589-y",FALSE,"Springer Nature","BMC Cancer","1471-2407",NA,"1471-2407",NA,TRUE,"26286128","PMC4545321",NA,NA,TRUE
