"epub_id","EURO","Period","Publisher","Journal","doi","issn.1","issn.2"
"23731","1904","2012","None","Frontiers in Psychology","10.3389/fpsyg.2012.00040" 
"23733","1142.40","2012","None","Frontiers in Systems Neuroscience","10.3389/fnsys.2012.00015" 
"25863","756.59","2012","None","Medical Science Monitor ","10.12659/MSM.882463" 
"25841","1142.40","2012","None","Frontiers in Cognition","10.3389/fpsyg.2012.00265" 
"25535","575","2012","None","Frontiers in Human Neuroscience","10.3389/fnhum.2012.00342" 
"27512","1142.40","2012","None","Frontiers in Cognition","10.3389/fpsyg.2012.00519 " 
"27515","1046.59","2012","None","PLoS ONE","10.1371/journal.pone.0052371" 
"27577","944.57","2012","None","PLoS ONE","10.1371/journal.pone.0052067" 
"25533","1110.97","2012","Baishideng","World Journal of Gastroenterology (WJG)","10.3748/wjg.v18.i46.6836" 
"23792","1076.00","2012","BioMed Central","BMC Cardiovascular Disorders","10.1186/1471-2261-12-17" 
"23791","1056.00","2012","BioMed Central","BMC Neuroscience","10.1186/1471-2202-13-36" 
"23790","1100","2012","BioMed Central","BMC Bioinformatics","10.1186/1471-2105-13-55" 
"25847","1028","2012","BioMed Central","Experimental & Translational Stroke Medicine","10.1186/2040-7378-4-9" 
"25852","1076","2012","BioMed Central","BMC Musculoskeletal Disorders","10.1186/1471-2474-13-65" 
"26557","1160","2012","BioMed Central","Cardiovascular Diabetology","10.1186/1475-2840-11-48" 
"25840","1096","2012","BioMed Central","Cardiovascular Diabetology","10.1186/1475-2840-11-57" 
"25842","1188","2012","BioMed Central","Arthritis Research & Therapy","10.1186/ar3852" 
"25860","516","2012","BioMed Central","Journal of Medical Case Reports","10.1186/1752-1947-6-177" 
"24167","948","2012","BioMed Central","Radiation Oncology","10.1186/1748-717X-7-108" 
"25843","572","2012","BioMed Central","Journal of Medical Case Reports","10.1186/1752-1947-6-209" 
"25858","1292","2012","BioMed Central","Biology of Sex Differences  ","10.1186/2042-6410-3-17" 
"26036","1200","2012","BioMed Central","Health and Quality of Life Outcomes","10.1186/1477-7525-10-97" 
"26042","1180","2012","BioMed Central","BMC Biophysics","10.1186/2046-1682-5-19" 
"26080","1192","2012","BioMed Central","BMC Clinical Pathology","10.1186/1472-6890-12-16" 
"26081","1388","2012","BioMed Central","Transplantation Research","10.1186/2047-1440-1-15" 
"26083","1364","2012","BioMed Central","Transplantation Research","10.1186/2047-1440-1-12" 
"26084","1368","2012","BioMed Central","Transplantation Research","10.1186/2047-1440-1-17" 
"26085","1000","2012","BioMed Central","Clinical and Translational Medicine","10.1186/2001-1326-1-22" 
"26558","1236","2012","BioMed Central","Health and Quality of Life Outcomes","10.1186/1477-7525-10-128" 
"27947","1216","2012","BioMed Central","BMC Complementary and Alternative Medicine","10.1186/1472-6882-12-235" 
"27951","1056","2012","BioMed Central","Trials","10.1186/1745-6215-13-211" 
"29509","1224","2012","BioMed Central","BMC Ear, Nose and Throat Disorders","10.1186/1472-6815-12-14" 
"29510","1080","2012","BioMed Central","Radiation Oncology","10.1186/1748-717X-7-212" 
"25530","285.60","2012","De Gruyter Oldenbourg","Zeitschrift für Kristallographie – New Crystal Structures","10.1524/ncrs.2012.0173" 
"23734","1071","2012","Frontiers Media","Frontiers in Systems Neuroscience","10.3389/fnsys.2012.00011" 
"25856","583.10","2012","Frontiers Media","Frontiers in Microbial Immunology","10.3389/fmicb.2012.00074" 
"25854","1142.40","2012","Frontiers Media","Frontiers in Systems Neuroscience","10.3389/fnsys.2012.00041" 
"25846","1904","2012","Frontiers Media","Frontiers in Perception Science"," 10.3389/fpsyg.2012.00141" 
"25864","2380","2012","Frontiers Media","Frontiers in Neuropsychiatric Imaging and Stimulation","10.3389/fpsyt.2012.00070" 
"25837","1028.16","2012","Frontiers Media","Frontiers in Cognition","10.3389/fpsyg.2012.00287" 
"27518","1142.4","2012","Frontiers Media","Frontiers in Perception Science","10.3389/fpsyg.2012.00566 " 
"23735","771.01","2012","Hindawi Publishing Corporation","Journal of Ophthalmology","10.1155/2012/851648" 
"26460","766.22","2012","Hindawi Publishing Corporation","Computational Intelligence and Neuroscience","10.1155/2012/412512" 
"23417","719.95","2012","IOP Publ.","New Journal of Physics","10.1088/1367-2630/14/2/023018" 
"26033","152.61","2012","International Union of Crystallography (IUCr); Wiley/Blackwell","Acta Crystallographica Section E: Structure Reports Online","10.1107/S1600536812038792" 
"20012","152.32","2012","International Union of Crystallography (IUCr); Wiley/Blackwell","Acta Crystallographica Section E","10.1107/S1600536812043863" 
"27511","1635.44","2012","MDPI","Sensors","10.3390/s121216954" 
"29511","973.34","2012","MDPI","Materials","10.3390/ma5101774" 
"27517","1244.74","2012","Nature Publishing Group ; PubMed Central","Scientific Reports","10.1038/srep00942" 
"23746","2084.16","2012","OMICs Publ. Group","Journal of Neurology and Neurophysiology","10.4172/2155-9562.1000124" 
"29508","723.28","2012","OMICs Publ. Group","Journal of Physical Chemistry & Biophysics","10.4172/2161-0398.S1-001" 
"26554","1981.35","2012","Oxford University Press","Nucleic Acids Research","10.1093/nar/gks705" 
"27513","1963.50","2012","Oxford University Press","Nucleic Acids Research","10.1093/nar/gks1056" 
"25836","119","2012","PAGEPress","Clinics and Practice","10.4081/cp.2012.e64" 
"25834","1079.57","2012","Public Library of Science","PLoS ONE","10.1371/journal.pone.0038260" 
"23739","1023.74","2012","Public Library of Science","PLoS ONE","10.1371/journal.pone.0032552" 
"23789","1028.34","2012","Public Library of Science","PLoS ONE","10.1371/journal.pone.0034723" 
"23723","1022.26","2012","Public Library of Science","PLoS ONE","10.1371/journal.pone.0033956" 
"23788","1019.41","2012","Public Library of Science","PLoS ONE","10.1371/journal.pone.0035201" 
"25862","1079.57","2012","Public Library of Science","PLoS ONE","10.1371/journal.pone.0037979" 
"25857","1079.57","2012","Public Library of Science","PLoS ONE","10.1371/journal.pone.0038348" 
"25861","1088.62","2012","Public Library of Science","PLoS ONE","10.1371/journal.pone.0038887" 
"25848","1099.53","2012","Public Library of Science","PLoS ONE","doi:10.1371/journal.pone.0042449" 
"25811","1095.42","2012","Public Library of Science","PLoS ONE","10.1371/journal.pone.0038540" 
"25853","1797.12","2012","Public Library of Science","PLoS Neglected Tropical Disease","10.1371/journal.pntd.0001741" 
