"institution","period","euro","doi","backlist_oa","publisher","book_title","isbn","isbn_print","isbn_electronic","license_ref","indexed_in_crossref","doab"
"Knowledge Unlatched",2019,1875,"10.24415/9789087281953",TRUE,"Leiden University Press","A Brief History of Islam in Europe. Thirteen Centuries of Creed, Conflict and Coexistence","978-90-8728-195-3",NA,NA,NA,TRUE,TRUE
"Knowledge Unlatched",2019,1875,"10.2307/j.ctt1zrvhk7",TRUE,"Amsterdam University Press","Accelerators in Silicon Valley","978-90-485-3868-3","978-94-6298-716-6","978-90-485-3868-3",NA,TRUE,TRUE
"Knowledge Unlatched",2019,1875,NA,TRUE,"UCT Press","Access to Knowledge in Africa","978-1-919895-45-1",NA,NA,"",FALSE,TRUE
"Knowledge Unlatched",2019,1875,NA,TRUE,"UCT Press","Accountable Government in Africa","978-1-919895-37-6",NA,NA,"CC by-nc-nd",FALSE,TRUE
"Knowledge Unlatched",2019,1875,"10.1332/policypress/9781447307204.001.0001",TRUE,"The Policy Press","Active ageing","978-1-4473-0720-4",NA,NA,NA,TRUE,TRUE
"Knowledge Unlatched",2019,1875,"10.2307/j.ctt1rfsp0z",TRUE,"Ohio University Press","African Asylum at a Crossroads","978-0-8214-4518-1","978-0-8214-2138-3","978-0-8214-4518-1",NA,TRUE,TRUE
"Knowledge Unlatched",2019,1875,"10.2307/j.ctt9qd4jg",TRUE,"Berghahn Books","After the 'Socialist Spring'","978-1-78920-108-6","978-1-84545-552-1","978-1-78920-108-6",NA,TRUE,TRUE
"Knowledge Unlatched",2019,1875,"10.4324/9781315712802",TRUE,"Routledge","Against Meritocracy","978-1-315-71280-2",NA,"978-1-315-71280-2",NA,TRUE,TRUE
"Knowledge Unlatched",2019,1875,"10.1075/dapsac.68",TRUE,"John Benjamins Publishing Company","A Gender-based Approach to Parliamentary Discourse","978-90-272-0659-6",NA,NA,NA,TRUE,TRUE
"Knowledge Unlatched",2019,1875,"10.7228/manchester/9780719096846.001.0001",TRUE,"Manchester University Press","Alternative countrysides","978-0-7190-9684-6",NA,NA,NA,TRUE,TRUE
"Knowledge Unlatched",2019,1875,"10.5876/9781607325338",TRUE,"University Press of Colorado","Alternative Pathways to Complexity: A Collection of Essays on Architecture, Economics, Power, and Cross-Cultural Analysis","978-1-60732-533-8",NA,NA,NA,TRUE,TRUE
"Knowledge Unlatched",2019,1875,"10.5040/9781474256278",TRUE,"Bloomsbury Publishing","Ancient Greek Myth in World Fiction since 1989","978-1-4742-5627-8","978-1-4725-7937-9","978-1-4742-5627-8",NA,TRUE,TRUE
"Knowledge Unlatched",2019,1875,"10.1075/sihols.116",TRUE,"John Benjamins Publishing Company","""And he knew our language""","978-90-272-4607-3",NA,NA,NA,TRUE,TRUE
"Knowledge Unlatched",2019,1875,NA,TRUE,"NUS Press","An Economic History of Cambodia in the Twentieth Century","978-9971-6-9499-9",NA,NA,"CC by-nc-nd",FALSE,TRUE
"Knowledge Unlatched",2019,1875,"10.2307/j.ctv1nthd7",TRUE,"NUS Press","Asianisms","978-981-4722-71-1","978-9971-6-9859-1","978-981-4722-71-1",NA,TRUE,TRUE
