"institution","period","euro","doi","is_hybrid","opt_out","publisher","journal_full_title","issn","issn_print","issn_electronic","issn_l","license_ref","indexed_in_crossref","pmid","pmcid","ut","url","doaj","agreement","group_id"
"KIT",2024,NA,"10.1145/3677066",TRUE,FALSE,"Association for Computing Machinery (ACM)","Proceedings of the ACM on Human-Computer Interaction","2573-0142",NA,"2573-0142","2573-0142","https://creativecommons.org/licenses/by-nc-sa/4.0/",TRUE,NA,NA,NA,NA,FALSE,"acm2021hebis","04t3en479_acm2021hebis_2024"
"",,,"","","","","","","","","","","","","","","","","",""
"",,,"","","","","","","","","","","","","","","","","",""
"",,,"","","","","","","","","","","","","","","","","",""
"",,,"","","","","","","","","","","","","","","","","",""
"",,,"","","","","","","","","","","","","","","","","",""
"",,,"","","","","","","","","","","","","","","","","",""
"",,,"","","","","","","","","","","","","","","","","",""
"",,,"","","","","","","","","","","","","","","","","",""
"",,,"","","","","","","","","","","","","","","","","",""
"",,,"","","","","","","","","","","","","","","","","",""
"",,,"","","","","","","","","","","","","","","","","",""
"",,,"","","","","","","","","","","","","","","","","",""
"KIT",2024,NA,"10.1145/3690827",TRUE,FALSE,"Association for Computing Machinery (ACM)","ACM Transactions on Knowledge Discovery from Data","1556-4681","1556-4681","1556-472X","1556-4681","https://www.acm.org/publications/policies/copyright_policy#Background",TRUE,NA,NA,NA,NA,FALSE,"acm2021hebis","04t3en479_acm2021hebis_2024"
"KIT",2024,NA,"10.1145/3675381",TRUE,FALSE,"Association for Computing Machinery (ACM)","Proceedings of the ACM on Computer Graphics and Interactive Techniques","2577-6193",NA,"2577-6193","2577-6193","https://creativecommons.org/licenses/by-nc/4.0/",TRUE,NA,NA,NA,NA,FALSE,"acm2021hebis","04t3en479_acm2021hebis_2024"
"KIT",2024,NA,"10.1145/3651299",TRUE,FALSE,"Association for Computing Machinery (ACM)","Proceedings of the ACM on Computer Graphics and Interactive Techniques","2577-6193",NA,"2577-6193","2577-6193","https://creativecommons.org/licenses/by/4.0/",TRUE,NA,NA,NA,NA,FALSE,"acm2021hebis","04t3en479_acm2021hebis_2024"
"",,,"","","","","","","","","","","","","","","","","",""
"",,,"","","","","","","","","","","","","","","","","",""
"",,,"","","","","","","","","","","","","","","","","",""
"KIT",2024,NA,"10.1145/3685276",TRUE,FALSE,"Association for Computing Machinery (ACM)","ACM Transactions on Computer-Human Interaction","1073-0516","1073-0516","1557-7325","1073-0516","https://creativecommons.org/licenses/by-nc-sa/4.0/",TRUE,NA,NA,NA,NA,FALSE,"acm2021hebis","04t3en479_acm2021hebis_2024"
"",,,"","","","","","","","","","","","","","","","","",""
"",,,"","","","","","","","","","","","","","","","","",""
"",,,"","","","","","","","","","","","","","","","","",""
"",,,"","","","","","","","","","","","","","","","","",""
"",,,"","","","","","","","","","","","","","","","","",""
"",,,"","","","","","","","","","","","","","","","","",""
"",,,"","","","","","","","","","","","","","","","","",""
"",,,"","","","","","","","","","","","","","","","","",""
"",,,"","","","","","","","","","","","","","","","","",""
"KIT",2024,NA,"10.1145/3626527",TRUE,FALSE,"Association for Computing Machinery (ACM)","ACM Transactions on Algorithms","1549-6325","1549-6325","1549-6333","1549-6325","https://www.acm.org/publications/policies/copyright_policy#Background",TRUE,NA,NA,NA,NA,FALSE,"acm2021hebis","04t3en479_acm2021hebis_2024"
