DOI;Endbetrag (Euro);Institution;Period;opt_out
10.1002/cphc.202100623;2750;KIT;2021;
10.1002/cite.202100064;2750;KIT;2021;
10.1029/2020JB020701;2750;KIT;2021;
10.1002/adma.202106068;2750;KIT;2021;
10.1002/adem.202100119;2750;KIT;2021;
10.1002/chem.202103974;2750;KIT;2021;
10.1002/adom.202102059;2750;KIT;2021;
10.1002/marc.202100118;2750;KIT;2021;
10.1002/nme.6792;2750;KIT;2021;
10.1002/bies.202100025;2750;KIT;2021;
10.1002/oca.2811;2750;KIT;2021;
10.1029/2021JD034895;2750;KIT;2021;
10.1002/chem.202102243;2750;KIT;2021;
10.1111/gean.12308;2750;KIT;2021;
10.1002/cbic.202100472;2750;KIT;2021;
10.1002/pamm.202100066;2750;KIT;2021;
10.1029/2021GL093225;2750;KIT;2021;
10.1002/app.52094;2750;KIT;2021;
10.1002/ejoc.202100652;2750;KIT;2021;
10.1002/smll.202105095;2750;KIT;2021;
10.1002/admi.202100262;2750;KIT;2021;
10.1002/admt.202100047;2750;KIT;2021;
10.1111/jipb.13177;2750;KIT;2021;
10.1002/pamm.202100169;2750;KIT;2021;
10.1002/chem.202101923;2750;KIT;2021;
10.1002/marc.202000735;2750;KIT;2021;
10.1002/cnma.202100193;2750;KIT;2021;
10.1002/admt.202101008;2750;KIT;2021;
10.1002/cssc.202100340;2750;KIT;2021;
10.1002/ejic.202001055;2750;KIT;2021;
10.1002/batt.202000322;2750;KIT;2021;
10.1002/chem.202102912;2750;KIT;2021;
10.1002/chem.202102355;2750;KIT;2021;
10.1002/ejic.202100898;2750;KIT;2021;
10.1111/phor.12364;2750;KIT;2021;
10.1002/cite.202100059;2750;KIT;2021;
10.1002/adma.202103287;2750;KIT;2021;
10.1002/cite.202000251;2750;KIT;2021;
10.1002/chem.202005207;2750;KIT;2021;
10.1002/saj2.20227;2750;KIT;2021;
10.1111/cgf.14379;2750;KIT;2021;
10.1002/chem.202103360;2750;KIT;2021;
10.1111/sapm.12455;2750;KIT;2021;
10.1002/anie.202110043;2750;KIT;2021;
10.1002/marc.202100760;2750;KIT;2021;
10.1002/aic.17378;2750;KIT;2021;
10.1002/adhm.202101834;2750;KIT;2021;
10.1002/ente.202100251;2750;KIT;2021;
10.1002/cctc.202100054;2750;KIT;2021;
10.1002/cite.202100102;2750;KIT;2021;
10.1002/chem.202101432;2750;KIT;2021;
10.1029/2020GB006792;2750;KIT;2021;
10.1002/cite.202100141;2750;KIT;2021;
10.1112/blms.12557;2750;KIT;2021;
10.1002/batt.202100163;2750;KIT;2021;
10.1002/bit.27894;2750;KIT;2021;
10.1002/adem.202100188;2750;KIT;2021;
10.1002/pamm.202100100;2750;KIT;2021;
10.1002/mrc.5228;2750;KIT;2021;
10.1002/solr.202100353;2750;KIT;2021;
10.1002/stco.202100002;2750;KIT;2021;
10.1002/adma.202108793;2750;KIT;2021;
10.1111/poms.13441;2750;KIT;2021;
10.1002/qj.4159;2750;KIT;2021;
10.1002/adem.202001047;2750;KIT;2021;
10.1002/pamm.202100221;2750;KIT;2021;
10.1002/cite.202100155;2750;KIT;2021;
10.1002/adhm.202100632;2750;KIT;2021;
10.1002/cnma.202100258;2750;KIT;2021;
10.1002/cphc.202100648;2750;KIT;2021;
10.1002/chem.202100605;2750;KIT;2021;
10.1002/ange.202108847;1375;KIT;2021;
10.1002/anie.202108847;2750;KIT;2021;
10.1111/tpj.15211;2750;KIT;2021;
10.1002/lpor.202000516;2750;KIT;2021;
10.1002/aenm.202100479;2750;KIT;2021;
10.1002/ejoc.202100230;2750;KIT;2021;
10.1002/hyp.14454;2750;KIT;2021;
10.1002/chem.202103511;2750;KIT;2021;
10.1002/smtd.202001049;2750;KIT;2021;
10.1029/2021GL095574;2750;KIT;2021;
10.1002/cite.202100104;2750;KIT;2021;
10.1111/ina.12851;2750;KIT;2021;
10.1111/sms.14005;2750;KIT;2021;
10.1002/ente.202001067;2750;KIT;2021;
10.1002/ente.202000835;2750;KIT;2021;
10.1002/pamm.202100069;2750;KIT;2021;
10.1002/ente.202000910;2750;KIT;2021;
10.1002/marc.202000695;2750;KIT;2021;
10.1002/celc.202100110;2750;KIT;2021;
10.1002/admi.202101987;2750;KIT;2021;
10.1002/smtd.202100168;2750;KIT;2021;
10.1002/jbm.b.34836;2750;KIT;2021;
10.1002/cite.202100150;2750;KIT;2021;
10.1002/cnm.3448;2750;KIT;2021;
10.1111/sjos.12518;2750;KIT;2021;
10.1111/bioe.12886;2750;KIT;2021;
10.1002/chem.202103026;2750;KIT;2021;
10.1002/adbi.202000279;2750;KIT;2021;
10.1002/anie.202100778;2750;KIT;2021;
10.1002/ange.202100778;1375;KIT;2021;
10.1002/cbic.202100150;2750;KIT;2021;
10.1002/adma.202104614;2750;KIT;2021;
10.1002/chem.202005486;2750;KIT;2021;
10.1002/ejoc.202100035;2750;KIT;2021;
10.1002/adfm.202104482;2750;KIT;2021;
10.1002/chem.202102962;2750;KIT;2021;
10.1002/fuce.202100037;2750;KIT;2021;
10.1002/celc.202101434;2750;KIT;2021;
10.15252/embj.2021108083;2750;KIT;2021;
10.1002/adma.202103205;2750;KIT;2021;
10.1002/sstr.202100052;2750;KIT;2021;
10.1002/jcc.26552;2750;KIT;2021;
10.1002/ange.202107490;1375;KIT;2021;
10.1002/adfm.202107411;2750;KIT;2021;
10.1002/jeq2.20224;2750;KIT;2021;
10.1002/cend.202100015;2750;KIT;2021;
10.1002/anie.202106380;2750;KIT;2021;
10.1002/ange.202106380;1375;KIT;2021;
10.1029/2021JA029466;2750;KIT;2021;
10.1002/chem.202102430;2750;KIT;2021;
10.1002/er.7343;2750;KIT;2021;
10.1002/admt.202101026;2750;KIT;2021;
10.1002/adma.202101342;2750;KIT;2021;
10.1002/aenm.202103090;2750;KIT;2021;
10.1002/aenm.202101339;2750;KIT;2021;
10.1002/pssb.202000546;2750;KIT;2021;
10.1002/admt.202100650;2750;KIT;2021;
10.1002/adfm.202110674;2750;KIT;2021;
10.1002/ceat.202100344;2750;KIT;2021;
10.1002/hyp.14451;2750;KIT;2021;
10.1002/mame.202100045;2750;KIT;2021;
10.1002/ente.202100247;2750;KIT;2021;
10.1002/bit.27867;2750;KIT;2021;
10.1111/jiec.13216;2750;KIT;2021;
10.1002/nme.6632;2750;KIT;2021;
10.1002/adts.202000284;2750;KIT;2021;
10.1002/pamm.202100197;2750;KIT;2021;
10.1111/gcb.15590;2750;KIT;2021;
10.1002/cite.202100172;2750;KIT;2021;
10.1002/cctc.202100009;2750;KIT;2021;
10.1111/joor.13284;2750;KIT;2021;
10.1002/ente.202100013;2750;KIT;2021;
10.1002/cjce.24363;2750;KIT;2021;
10.1002/adfm.202105681;2750;KIT;2021;
10.1002/btpr.3196;2750;KIT;2021;
10.1002/lpor.202100411;2750;KIT;2021;
10.1002/pamm.202100209;2750;KIT;2021;
10.1002/smll.202104441;2750;KIT;2021;
10.1002/admi.202101326;2750;KIT;2021;
10.1002/ejic.202100391;2750;KIT;2021;
10.1002/batt.202100305;2750;KIT;2021;
10.1002/hyp.14332;2750;KIT;2021;
10.1029/2021JB022106;2750;KIT;2021;
10.1002/eco.2301;2750;KIT;2021;
10.1111/gcb.15780;2750;KIT;2021;
10.1002/hyp.14183;2750;KIT;2021;
10.1107/S205327332100783X;2750;KIT;2021;
10.1002/ente.202100385;2750;KIT;2021;
10.1002/anie.202104955;2750;KIT;2021;
10.1002/adma.202100117;2750;KIT;2021;
10.1002/adfm.202105343;2750;KIT;2021;
10.1111/ffe.13607;2750;KIT;2021;
10.1002/jqs.3318;2750;KIT;2021;
10.1002/mame.202000801;2750;KIT;2021;
10.1002/nme.6817;2750;KIT;2021;
10.1002/chem.202102341;2750;KIT;2021;
10.1002/chem.202102336;2750;KIT;2021;
10.1002/bit.27861;2750;KIT;2021;
10.1002/anie.202110974;2750;KIT;2021;
10.1002/cbic.202100468;2750;KIT;2021;
10.1002/cite.202000226;2750;KIT;2021;
10.1002/bit.27798;2750;KIT;2021;
10.1002/ente.202000886;2750;KIT;2021;
10.1002/pamm.202100098;2750;KIT;2021;
10.1002/anie.202102319;2750;KIT;2021;
10.1002/admi.202101100;2750;KIT;2021;
10.1002/adsc.202001536;2750;KIT;2021;
10.1002/admt.202100944;2750;KIT;2021;
10.1002/chem.202101969;2750;KIT;2021;
10.1002/ente.202000989;2750;KIT;2021;
10.1002/ente.202100676;2750;KIT;2021;
10.1002/nme.6861;2750;KIT;2021;
10.1002/hyp.14472;2750;KIT;2021;
10.1002/ejic.202100446;2750;KIT;2021;
10.1002/app.52028;2750;KIT;2021;
10.1002/chem.202102376;2750;KIT;2021;
10.1002/cite.202100142;2750;KIT;2021;
10.1002/piuz.202101615;2750;KIT;2021;
10.1002/marc.202100448;2750;KIT;2021;
10.1002/ejoc.202100858;2750;KIT;2021;
10.1002/nme.6812;2750;KIT;2021;
10.1002/aic.17398;2750;KIT;2021;
10.1002/pamm.202100013;2750;KIT;2021;
10.1002/elan.202100484;2750;KIT;2021;
10.1107/S1600577521012091;2750;KIT;2021;
10.1002/ejoc.202100940;2750;KIT;2021;
10.1002/pamm.202100121;2750;KIT;2021;
10.1002/solr.202100897;2750;KIT;2021;
10.1002/anie.202100730;2750;KIT;2021;
10.1002/adma.202102301;2750;KIT;2021;
10.1002/chem.202100767;2750;KIT;2021;
10.1002/adfm.202100868;2750;KIT;2021;
10.1002/bit.27868;2750;KIT;2021;
10.1002/ente.202000964;2750;KIT;2021;
