"Institution";"DOI";"is_hybrid";"period"
"Erasmus University";"10.1007/s10551-015-2975-8";TRUE;2016
"University of Amsterdam";"10.1007/s11241-015-9246-8";TRUE;2016
"Erasmus University";"10.1007/s10472-015-9492-4";TRUE;2016
"University of Amsterdam";"10.1007/s00167-015-3944-6";TRUE;2016
"University of Twente";"10.1007/s12350-015-0374-2";TRUE;2016
"University Medical Center Utrecht";"10.1007/s40279-015-0468-7";TRUE;2016
"Delft University of Technology";"10.1007/s10546-015-0124-7";TRUE;2016
"Erasmus University";"10.1007/s11225-015-9649-5";TRUE;2016
"Radboud University Medical Center";"10.1007/s12015-016-9644-x";TRUE;2016
"Maastricht University";"10.1007/s10840-015-0089-y";TRUE;2016
"University of Amsterdam";"10.1007/s10120-015-0587-8";TRUE;2016
"Delft University of Technology";"10.1007/s11948-015-9744-z";TRUE;2016
"VU University Medical Center (VUmc)";"10.1007/s00428-015-1895-4";TRUE;2016
"Wageningen University";"10.1007/s12080-015-0291-7";TRUE;2016
"Wageningen University";"10.1007/s11306-015-0925-1";TRUE;2016
"Academic Medical Center (AMC)";"10.1007/s00134-015-4171-9";TRUE;2016
"Netherlands Interdisciplinary Demographic Institute (NIDI)";"10.1007/s10680-015-9360-2";TRUE;2016
"Erasmus University";"10.1007/s10901-015-9483-0";TRUE;2016
"Maastricht University Medical Center (UMC+)";"10.1007/s00455-015-9673-7";TRUE;2016
"Erasmus University";"10.1007/s00223-015-0089-z";TRUE;2016
"University of Twente";"10.1007/s10948-015-3325-x";TRUE;2016
"Leiden University Medical Center (LUMC)";"10.1007/s11739-015-1381-7";TRUE;2016
"Erasmus University";"10.1007/s00198-016-3484-z";TRUE;2016
"University of Groningen";"10.1007/s10670-015-9800-8";TRUE;2016
"Leiden University Medical Center (LUMC)";"10.1007/s00068-015-0627-4";TRUE;2016
"University of Amsterdam";"10.1007/s00384-015-2478-1";TRUE;2016
"Leiden University Medical Center (LUMC)";"10.1007/s00125-015-3858-3";TRUE;2016
"University Medical Center Groningen (UMCG)";"10.1007/s10048-015-0472-y";TRUE;2016
"Radboud University";"10.1007/s11061-015-9467-z";TRUE;2016
"University of Groningen";"10.1007/s00442-015-3524-y";TRUE;2016
"Erasmus MC";"10.1007/s00228-015-2005-x";TRUE;2016
"University Medical Center Utrecht";"10.1007/s10637-015-0320-9";TRUE;2016
"Maastricht University";"10.1007/s10856-016-5666-9";TRUE;2016
"University of Groningen";"10.1007/s00283-015-9597-y";TRUE;2016
"Erasmus University";"10.1007/s13524-015-0449-3";TRUE;2016
"University of Amsterdam";"10.1007/s00220-015-2540-4";TRUE;2016
"Radboud University Medical Center";"10.1007/s10719-015-9639-x";TRUE;2016
"Erasmus University";"10.1007/s10545-015-9912-y";TRUE;2016
"Leiden University Medical Center (LUMC)";"10.1007/s00259-015-3292-2";TRUE;2016
"VU University Amsterdam";"10.1007/s00221-015-4540-1";TRUE;2016
"University of Amsterdam";"10.1007/s11134-015-9470-x";TRUE;2016
"Maastricht University Medical Center (UMC+)";"10.1007/s10140-015-1371-0";TRUE;2016
"University Medical Center Utrecht";"10.1007/s00256-016-2335-5";TRUE;2016
"Leiden University";"10.1007/s13158-015-0154-9";TRUE;2016
"University Medical Center Groningen (UMCG)";"10.1007/s40336-015-0159-2";TRUE;2016
"Wageningen University";"10.1007/s10806-015-9596-1";TRUE;2016
"University of Amsterdam";"10.1007/s10997-015-9339-8";TRUE;2016
"Wageningen University";"10.1007/s11032-015-0430-2";TRUE;2016
"Leiden University";"10.1007/s00435-015-0298-z";TRUE;2016
"Tilburg University";"10.1007/s00787-016-0816-7";TRUE;2016
"Leiden University Medical Center (LUMC)";"10.1007/s10397-015-0929-x";TRUE;2016
"Academic Medical Center (AMC)";"10.1007/s00276-016-1625-x";TRUE;2016
"Erasmus MC";"10.1007/s10554-016-0838-8";TRUE;2016
"Erasmus MC";"10.1007/s00246-015-1326-y";TRUE;2016
"Radboud University Medical Center";"10.1007/s10856-016-5665-x";TRUE;2016
"University of Twente";"10.1007/s00380-015-0786-6";TRUE;2016
"Erasmus MC";"10.1007/s11938-016-0076-0";TRUE;2016
"Academic Medical Center (AMC)";"10.1007/s00104-015-0121-x";TRUE;2016
