"Institution";"DOI";"is_hybrid";"period"
"University Medical Center Groningen (UMCG)";"10.1007/s00253-015-6778-8";TRUE;2015
"VU University Amsterdam";"10.1007/s00216-015-8867-z";TRUE;2015
"VU University Medical Center (VUmc)";"10.1007/s00256-015-2207-4";TRUE;2015
"Maastricht University";"10.1007/s11229-015-0791-4";TRUE;2015
"Wageningen University";"10.1007/s12571-015-0480-7";TRUE;2015
"University of Twente";"10.1007/s10551-015-2782-2";TRUE;2015
"Radboud University";"10.1007/s10886-015-0601-y";TRUE;2015
"University of Twente";"10.1007/s11336-015-9469-6";TRUE;2015
"University of Groningen";"10.1007/s11187-015-9666-9";TRUE;2015
"VU University Amsterdam";"10.1007/s13280-015-0684-2";TRUE;2015
"VU University Medical Center (VUmc)";"10.1007/s00520-015-2826-2";TRUE;2015
"Leiden University";"10.1007/s10884-015-9468-4";TRUE;2015
"Utrecht University";"10.1007/s00213-015-4020-0";TRUE;2015
"Erasmus MC";"10.1007/s11095-015-1746-7";TRUE;2015
"Utrecht University";"10.1007/s10964-015-0326-9";TRUE;2015
"Erasmus MC";"10.1007/s00268-015-3148-8";TRUE;2015
"Utrecht University";"10.1007/s00223-015-0037-y";TRUE;2015
"University of Groningen";"10.1007/s00018-015-1985-0";TRUE;2015
"Erasmus University";"10.1007/s10648-015-9324-4";TRUE;2015
"VU University Medical Center (VUmc)";"10.1007/s00401-015-1462-8";TRUE;2015
"Wageningen University";"10.1007/s00374-015-1031-2";TRUE;2015
"Utrecht University";"10.1007/s40751-015-0004-2";TRUE;2015
"Tilburg University";"10.1007/s10993-015-9374-y";TRUE;2015
"VU University Amsterdam";"10.1007/s13679-015-0167-6";TRUE;2015
"Erasmus MC";"10.1007/s40259-015-0132-7";TRUE;2015
"Radboud University Medical Center";"10.1007/s10096-015-2428-4";TRUE;2015
"Utrecht University";"10.1007/s10984-015-9189-y";TRUE;2015
"Maastricht University";"10.1007/s00787-015-0749-6";TRUE;2015
"Utrecht University";"10.1007/s00405-015-3715-5";TRUE;2015
"Leiden University Medical Center (LUMC)";"10.1007/s10334-015-0495-2";TRUE;2015
"Delft University of Technology";"10.1007/s10901-015-9460-7";TRUE;2015
"VU University Amsterdam";"10.3758/s13414-015-0966-6";TRUE;2015
"Academic Medical Center (AMC)";"10.1007/s11548-015-1254-6";TRUE;2015
"VU University Amsterdam";"10.1007/s10802-015-0053-4";TRUE;2015
"Radboud University Medical Center";"10.1007/s00381-015-2818-z";TRUE;2015
"University of Amsterdam";"10.1007/s11192-015-1639-x";TRUE;2015
"Leiden University";"10.1007/s00213-015-3966-2";TRUE;2015
"Leiden University Medical Center (LUMC)";"10.1007/s12350-015-0213-5";TRUE;2015
"Tilburg University";"10.1007/s00520-015-2816-4";TRUE;2015
"Wageningen University";"10.1007/s10722-015-0277-8";TRUE;2015
"Radboud University";"10.1007/s11042-015-2757-4";TRUE;2015
"Academic Medical Center (AMC)";"10.1007/s00431-015-2584-7";TRUE;2015
"University of Twente";"10.1007/s00018-015-1983-2";TRUE;2015
"Eindhoven University of Technology";"10.1007/s10439-015-1386-4";TRUE;2015
"Erasmus MC";"10.1007/s10162-015-0529-5";TRUE;2015
"University of Amsterdam";"10.1007/s10493-015-9951-y";TRUE;2015
"University Medical Center Groningen (UMCG)";"10.1245/s10434-015-4723-9";TRUE;2015
"Erasmus University";"10.1007/s10198-015-0711-z";TRUE;2015
