"Institution";"DOI";"is_hybrid";"period"
"Wageningen University";"10.1007/s11698-015-0128-z";TRUE;2015
"Radboud University Medical Center";"10.1007/s00192-015-2695-8";TRUE;2015
"Wageningen University";"10.1007/s12263-015-0469-z";TRUE;2015
"Delft University of Technology";"10.1007/s00348-015-1977-8";TRUE;2015
"VU University Amsterdam";"10.1007/s10964-015-0289-x";TRUE;2015
"University of Twente";"10.1007/s00339-015-9212-2";TRUE;2015
"VU University Amsterdam";"10.1007/s11145-015-9568-x";TRUE;2015
"Utrecht University";"10.1007/s11205-015-0987-5";TRUE;2015
"Utrecht University";"10.1007/s40266-015-0270-0";TRUE;2015
"Radboud University Medical Center";"10.1007/s00418-015-1326-2";TRUE;2015
"Leiden University";"10.1007/s00586-015-3991-1";TRUE;2015
"University of Groningen";"10.1007/s00210-015-1128-z";TRUE;2015
"University of Twente";"10.1007/s11249-015-0536-z";TRUE;2015
"Academic Medical Center (AMC)";"10.1007/s11019-015-9642-9";TRUE;2015
"Wageningen University";"10.1007/s11248-015-9878-4";TRUE;2015
"University of Amsterdam";"10.1007/s00216-015-8755-6";TRUE;2015
"Wageningen University";"10.1007/s10040-015-1264-z";TRUE;2015
"University of Amsterdam";"10.1007/s11019-015-9646-5";TRUE;2015
"University of Amsterdam";"10.1007/s11134-015-9447-9";TRUE;2015
"Erasmus MC";"10.1007/s00439-015-1567-0";TRUE;2015
"Utrecht University";"10.1007/s11242-015-0513-x";TRUE;2015
"Utrecht University";"10.1007/s10993-015-9366-y";TRUE;2015
"University of Groningen";"10.1007/s10901-015-9446-5";TRUE;2015
"Radboud University Medical Center";"10.1007/s12281-015-0224-3";TRUE;2015
"Radboud University";"10.1007/s11225-015-9615-2";TRUE;2015
"Leiden University";"10.1007/s11185-015-9144-7";TRUE;2015
"Delft University of Technology";"10.1007/s00158-015-1236-x";TRUE;2015
"Delft University of Technology";"10.1007/s10270-015-0472-2";TRUE;2015
"Wageningen University";"10.1007/s10493-015-9923-2";TRUE;2015
"University of Groningen";"10.1007/s10994-015-5503-2";TRUE;2015
"Maastricht University Medical Center (UMC+)";"10.1007/s12672-015-0224-3";TRUE;2015
"University of Groningen";"10.1007/s11079-015-9348-x";TRUE;2015
"University Medical Center Utrecht";"10.1007/s11926-015-0519-y";TRUE;2015
"Radboud University Medical Center";"10.1007/s00262-015-1707-3";TRUE;2015
"Radboud University Medical Center";"10.1007/s00167-015-3632-6";TRUE;2015
"Leiden University";"10.1007/s00330-015-3764-6";TRUE;2015
"Maastricht University Medical Center (UMC+)";"10.1007/s10151-015-1311-8";TRUE;2015
"Leiden University";"10.1007/s00262-015-1716-2";TRUE;2015
"Maastricht University";"10.1245/s10434-015-4603-3";TRUE;2015
"Erasmus MC";"10.1007/s10459-015-9613-1";TRUE;2015
"Maastricht University";"10.1007/s00125-015-3597-5";TRUE;2015
"Delft University of Technology";"10.1007/s40279-015-0339-2";TRUE;2015
"Wageningen University";"10.1007/s00792-015-0750-5";TRUE;2015
"Radboud University";"10.1007/s00420-015-1054-x";TRUE;2015
"Academic Medical Center (AMC)";"10.1007/s00345-015-1582-8";TRUE;2015
"Delft University of Technology";"10.1007/s00466-015-1167-9";TRUE;2015
"Maastricht University";"10.1007/s00199-015-0886-7";TRUE;2015
"Leiden University";"10.1007/s00216-015-8663-9";TRUE;2015
"University Medical Center Utrecht";"10.1007/s00198-015-3098-x";TRUE;2015
"University of Groningen";"10.1007/s12224-015-9214-z";TRUE;2015
"University of Groningen";"10.1007/s10551-015-2684-3";TRUE;2015
"Maastricht University Medical Center (UMC+)";"10.1007/s00270-015-1098-z";TRUE;2015
"University of Amsterdam";"10.1007/s11920-015-0590-0";TRUE;2015
"Leiden University";"10.1007/s40802-015-0025-y";TRUE;2015
"Maastricht University Medical Center (UMC+)";"10.1007/s10143-015-0641-3";TRUE;2015
"Netherlands Interdisciplinary Demographic Institute (NIDI)";"10.1007/s10823-015-9265-x";TRUE;2015
"University Medical Center Groningen (UMCG)";"10.1007/s10926-015-9580-7";TRUE;2015
"Utrecht University";"10.1007/s10611-015-9560-z";TRUE;2015
"Leiden University";"10.1007/s10773-015-2657-4";TRUE;2015
"Erasmus MC";"10.1007/s10654-015-0039-0";TRUE;2015
"Delft University of Technology";"10.1007/s00291-015-0400-4";TRUE;2015
"University of Amsterdam";"10.1007/s10683-015-9443-2";TRUE;2015
"VU University Amsterdam";"10.1007/s12410-015-9340-2";TRUE;2015
"University of Groningen";"10.1007/s10554-015-0670-6";TRUE;2015
"University Medical Center Utrecht";"10.1007/s11897-015-0259-3";TRUE;2015
"Leiden University";"10.1007/s00204-015-1536-3";TRUE;2015
"Wageningen University";"10.1007/s11032-015-0329-y";TRUE;2015
"Leiden University";"10.1007/s00464-015-4211-0";TRUE;2015
"Radboud University";"10.1007/s11306-015-0813-8";TRUE;2015
"VU University Amsterdam";"10.1007/s10479-015-1904-7";TRUE;2015
"University of Amsterdam";"10.1007/s10826-015-0174-y";TRUE;2015
"University Medical Center Utrecht";"10.1007/s00247-015-3354-4";TRUE;2015
"University of Groningen";"10.1007/s00213-015-3927-9";TRUE;2015
"Delft University of Technology";"10.1007/s10509-015-2353-0";TRUE;2015
"Erasmus MC";"10.1007/s11999-015-4349-z";TRUE;2015
"University Medical Center Groningen (UMCG)";"10.1007/s11095-015-1700-8";TRUE;2015
"Utrecht University";"10.1007/s10858-015-9936-5";TRUE;2015
"VU University Medical Center (VUmc)";"10.1007/s00270-015-1126-z";TRUE;2015
"Eindhoven University of Technology";"10.1007/s10404-015-1583-3";TRUE;2015
"University Medical Center Utrecht";"10.1007/s00330-015-3809-x";TRUE;2015
"Wageningen University";"10.1007/s11104-015-2497-2";TRUE;2015
"Erasmus MC";"10.1007/s00167-015-3644-2";TRUE;2015
"VU University Medical Center (VUmc)";"10.1007/s00401-015-1424-1";TRUE;2015
"Erasmus MC";"10.1007/s12265-015-9632-6";TRUE;2015
"Leiden University";"10.1007/s11024-015-9274-5";TRUE;2015
"VU University Amsterdam";"10.1007/s00737-015-0531-2";TRUE;2015
"University of Twente";"10.1007/s10972-015-9432-5";TRUE;2015
"Leiden University";"10.1007/s10482-015-0479-2";TRUE;2015
"VU University Amsterdam";"10.1007/s10640-015-9920-2";TRUE;2015
"Erasmus MC";"10.1007/s00432-015-1981-7";TRUE;2015
"Maastricht University Medical Center (UMC+)";"10.1007/s00259-015-3081-y";TRUE;2015
"University of Amsterdam";"10.1007/s00220-015-2375-z";TRUE;2015
"University Medical Center Groningen (UMCG)";"10.1007/s00787-015-0717-1";TRUE;2015
"University Medical Center Utrecht";"10.1007/s00262-015-1710-8";TRUE;2015
"University of Groningen";"10.1007/s40263-015-0248-9";TRUE;2015
"University of Amsterdam";"10.1007/s00442-015-3344-0";TRUE;2015
"University of Amsterdam";"10.1007/s10824-015-9251-8";TRUE;2015
"VU University Medical Center (VUmc)";"10.1007/s10433-015-0343-2";TRUE;2015
"University of Amsterdam";"10.1007/s11270-015-2390-x";TRUE;2015
"University of Groningen";"10.1007/s00253-015-6551-z";TRUE;2015
"Leiden University";"10.1007/s12154-015-0134-4";TRUE;2015
"Wageningen University";"10.1007/s00204-015-1518-5";TRUE;2015
"Wageningen University";"10.1007/s00125-015-3585-9";TRUE;2015
"VU University Amsterdam";"10.1007/s10519-015-9723-9";TRUE;2015
"University of Groningen";"10.1007/s11357-015-9779-8";TRUE;2015
"VU University Amsterdam";"10.1007/s11356-015-4659-4";TRUE;2015
"Academic Medical Center (AMC)";"10.1007/s15010-015-0785-7";TRUE;2015
"Utrecht University";"10.1007/s11910-015-0569-6";TRUE;2015
"Erasmus MC";"10.1007/s10459-015-9610-4";TRUE;2015
"University Medical Center Utrecht";"10.1007/s10554-015-0664-4";TRUE;2015
"Radboud University";"10.1007/s10623-015-0087-1";TRUE;2015
"VU University Amsterdam";"10.1007/s00431-015-2556-y";TRUE;2015
"Delft University of Technology";"10.1007/s10957-015-0758-0";TRUE;2015
"Wageningen University";"10.1007/s10886-015-0587-5";TRUE;2015
"Erasmus MC";"10.1245/s10434-015-4602-4";TRUE;2015
"Leiden University";"10.1007/s00267-015-0529-6";TRUE;2015
"VU University Amsterdam";"10.1007/s00216-015-8736-9";TRUE;2015
"Maastricht University Medical Center (UMC+)";"10.1007/s10120-015-0502-3";TRUE;2015
"Netherlands Institute of Ecology";"10.1007/s00442-015-3346-y";TRUE;2015
"Erasmus MC";"10.1007/s00439-015-1559-0";TRUE;2015
"Radboud University Medical Center";"10.1007/s00345-015-1598-0";TRUE;2015
"Leiden University";"10.1007/s00264-015-2783-x";TRUE;2015
"University Medical Center Utrecht";"10.1007/s00429-015-1033-8";TRUE;2015
"University of Amsterdam";"10.1007/s13524-015-0388-z";TRUE;2015
"Academic Medical Center (AMC)";"10.1007/s00384-015-2205-y";TRUE;2015
"VU University Amsterdam";"10.1007/s12035-015-9164-8";TRUE;2015
"University of Twente";"10.1007/s11027-015-9651-2";TRUE;2015
"Academic Medical Center (AMC)";"10.1007/s00412-015-0518-9";TRUE;2015
"Maastricht University";"10.1007/s12263-015-0465-3";TRUE;2015
"Radboud University Medical Center";"10.1007/s00228-015-1863-6";TRUE;2015
"University Medical Center Utrecht";"10.1007/s00330-015-3791-3";TRUE;2015
"Utrecht University";"10.1007/s10858-015-9942-7";TRUE;2015
"VU University Amsterdam";"10.1007/s13235-015-0154-2";TRUE;2015
"Radboud University Medical Center";"10.1007/s00259-015-3084-8";TRUE;2015
"VU University Amsterdam";"10.1007/s11027-015-9654-z";TRUE;2015
"Wageningen University";"10.1007/s10681-015-1467-3";TRUE;2015
"Wageningen University";"10.1007/s10113-015-0799-9";TRUE;2015
"Academic Medical Center (AMC)";"10.1007/s00414-015-1186-2";TRUE;2015
"University of Amsterdam";"10.1007/s13218-015-0373-0";TRUE;2015
"Radboud University Medical Center";"10.1007/s00281-015-0492-6";TRUE;2015
"Erasmus MC";"10.1007/s11548-015-1218-x";TRUE;2015
"Erasmus MC";"10.1007/s10096-015-2398-6";TRUE;2015
"VU University Medical Center (VUmc)";"10.1007/s00125-015-3606-8";TRUE;2015
"Erasmus MC";"10.1007/s00330-015-3786-0";TRUE;2015
"Erasmus MC";"10.1007/s10877-015-9708-5";TRUE;2015
"Academic Medical Center (AMC)";"10.1007/s00464-015-4222-x";TRUE;2015
"Erasmus MC";"10.1007/s12020-015-0614-x";TRUE;2015
"Academic Medical Center (AMC)";"10.1007/s00330-015-3752-x";TRUE;2015
"Maastricht University";"10.1007/s10459-015-9606-0";TRUE;2015
"University Medical Center Utrecht";"10.1245/s10434-015-4544-x";TRUE;2015
"Maastricht University";"10.1007/s00018-015-1925-z";TRUE;2015
"University of Amsterdam";"10.1007/s10689-015-9809-9";TRUE;2015
"Leiden University";"10.1007/s00404-015-3727-9";TRUE;2015
"Utrecht University";"10.1007/s00394-015-0928-8";TRUE;2015
"Wageningen University";"10.1007/s11032-015-0316-3";TRUE;2015
"University of Groningen";"10.1007/s40264-015-0299-3";TRUE;2015
"Eindhoven University of Technology";"10.1007/s11134-015-9446-x";TRUE;2015
"Wageningen University";"10.1007/s10705-015-9695-4";TRUE;2015
"Meertens Institute, Netherlands";"10.1007/s11049-015-9291-y";TRUE;2015
"University of Twente";"10.1007/s11701-015-0511-6";TRUE;2015
"Utrecht University";"10.1007/s00477-015-1075-8";TRUE;2015
"Leiden University";"10.1007/s11095-015-1699-x";TRUE;2015
"Erasmus University";"10.1007/s10728-015-0292-0";TRUE;2015
"Utrecht University";"10.1007/s10648-015-9310-x";TRUE;2015
"University Medical Center Groningen (UMCG)";"10.1007/s00345-015-1560-1";TRUE;2015
"Wageningen University";"10.1007/s10344-015-0919-3";TRUE;2015
"Delft University of Technology";"10.1007/s00348-015-1978-7";TRUE;2015
"Maastricht University";"10.1007/s12186-015-9131-6";TRUE;2015
