"DOI","Institution","is_hybrid","period"
"10.1007/s12028-016-0345-8","Academic Medical Center (AMC)",TRUE,2016
"10.1007/s00440-016-0747-8","Eindhoven University of Technology",TRUE,2016
"10.1007/s11302-016-9549-9","Leiden University",TRUE,2016
"10.1007/s00038-016-0922-9","Erasmus MC",TRUE,2016
"10.1007/s10802-016-0242-9","Utrecht University",TRUE,2016
"10.1007/s10113-016-1086-0","Radboud University",TRUE,2016
"10.1007/s11698-016-0156-3","Utrecht University",TRUE,2016
"10.1007/s00236-016-0289-7","University of Groningen",TRUE,2016
"10.1007/s10897-016-0049-4","Radboud University Medical Center",TRUE,2016
"10.1007/s40264-016-0493-y","Erasmus MC",TRUE,2016
"10.1007/s12231-016-9365-8","Leiden University",TRUE,2016
"10.1007/s00204-016-1907-4","Maastricht University",TRUE,2016
"10.1007/s00209-016-1841-4","VU University Amsterdam",TRUE,2016
"10.1007/s10699-016-9516-5","University of Amsterdam",TRUE,2016
"10.1007/s10750-016-3072-4","Radboud University",TRUE,2016
"10.1007/s11104-016-3148-y","Wageningen University",TRUE,2016
"10.1007/s00405-016-4424-4","VU University Medical Center (VUmc)",TRUE,2016
"10.1007/s13361-016-1545-3","Utrecht University",TRUE,2016
"10.1007/s10549-016-4067-6","Maastricht University Medical Center (UMC+)",TRUE,2016
"10.1007/s10620-016-4397-6","Maastricht University Medical Center (UMC+)",TRUE,2016
"10.1007/s11306-016-1143-1","Leiden University",TRUE,2016
"10.1007/s00122-016-2824-x","Wageningen University",TRUE,2016
"10.1007/s10578-016-0701-0","Leiden University",TRUE,2016
"10.1007/s00431-016-2819-2","Erasmus University",TRUE,2016
"10.1007/s10198-016-0859-1","Erasmus University",TRUE,2016
"10.1007/s00192-016-3216-0","Radboud University Medical Center",TRUE,2016
"10.1007/s12311-016-0838-1","University Medical Center Utrecht",TRUE,2016
"10.1007/s00431-016-2821-8","Leiden University Medical Center (LUMC)",TRUE,2016
"10.1007/s00296-016-3638-5","University of Amsterdam",TRUE,2016
"10.1007/s10585-016-9832-8","University Medical Center Utrecht",TRUE,2016
"10.1007/s10389-016-0774-z","Utrecht University",TRUE,2016
"10.1007/s00355-016-1012-x","VU University Amsterdam",TRUE,2016
"10.1007/s12520-016-0453-6","Leiden University",TRUE,2016
"10.1007/s00520-016-3549-8","Academic Medical Center (AMC)",TRUE,2016
"10.1007/s00259-016-3599-7","University Medical Center Groningen (UMCG)",TRUE,2016
"10.1007/s00431-016-2824-5","Maastricht University",TRUE,2016
"10.1007/s12553-016-0167-x","Delft University of Technology",TRUE,2016
"10.1007/s10940-016-9333-6","University of Amsterdam",TRUE,2016
"10.1007/s10803-016-2956-5","University of Amsterdam",TRUE,2016
"10.1007/s40803-016-0046-6","Leiden University",TRUE,2016
"10.1007/s10151-016-1549-9","Academic Medical Center (AMC)",TRUE,2016
"10.1007/s10882-016-9529-6","VU University Amsterdam",TRUE,2016
"10.1007/s11019-016-9749-7","VU University Medical Center (VUmc)",TRUE,2016
"10.1007/s40279-016-0658-y","VU University Medical Center (VUmc)",TRUE,2016
"10.1007/s00355-016-1008-6","Maastricht University",TRUE,2016
"10.1007/s00348-016-2283-9","Delft University of Technology",TRUE,2016
"10.1007/s11238-016-9584-6","Erasmus University",TRUE,2016
"10.1007/s11948-016-9858-y","Radboud University",TRUE,2016
"10.1007/s00253-016-8004-8","Wageningen University",TRUE,2016
"10.1007/s00127-016-1319-z","University of Amsterdam",TRUE,2016
"10.1007/s00125-016-4165-3","Maastricht University",TRUE,2016
"10.1007/s40264-016-0488-8","Erasmus MC",TRUE,2016
"10.1007/s40262-016-0497-x","Leiden University",TRUE,2016
"10.1007/s10658-016-1115-3","Wageningen University",TRUE,2016
"10.1007/s00270-016-1533-9","Radboud University Medical Center",TRUE,2016
"10.1007/s10875-016-0363-5","Erasmus MC",TRUE,2016
"10.1007/s12685-016-0174-x","Leiden University",TRUE,2016
"10.1007/s11166-016-9244-9","Radboud University",TRUE,2016
"10.1007/s00384-016-2722-3","University Medical Center Groningen (UMCG)",TRUE,2016
"10.1007/s11203-016-9153-1","Delft University of Technology",TRUE,2016
"10.1007/s10334-016-0601-0","University of Groningen",TRUE,2016
"10.1007/s00784-016-2020-z","University Medical Center Utrecht",TRUE,2016
"10.1007/s41060-016-0034-x","Radboud University",TRUE,2016
"10.1007/s00240-016-0946-x","Erasmus MC",TRUE,2016
"10.1007/s00601-016-1172-3","VU University Amsterdam",TRUE,2016
"10.1007/s13235-016-0213-3","Tilburg University",TRUE,2016
"10.1007/s40593-016-0129-5","Leiden University",TRUE,2016
"10.1007/s00418-016-1532-6","Academic Medical Center (AMC)",TRUE,2016
"10.1007/s10877-016-9966-x","Erasmus MC",TRUE,2016
"10.1007/s10959-016-0733-1","Leiden University",TRUE,2016
"10.1007/s00253-016-8038-y","University of Groningen",TRUE,2016
"10.3758/s13428-016-0838-6","University of Amsterdam",TRUE,2016
"10.1007/s40264-016-0474-1","Erasmus MC",TRUE,2016
"10.1007/s00384-016-2718-z","Maastricht University Medical Center (UMC+)",TRUE,2016
"10.1007/s10531-016-1269-5","Radboud University",TRUE,2016
"10.1007/s11195-016-9466-4","Maastricht University",TRUE,2016
"10.1007/s10549-016-4071-x","Maastricht University Medical Center (UMC+)",TRUE,2016
"10.1007/s10664-016-9489-6","Delft University of Technology",TRUE,2016
"10.1007/s40264-016-0486-x","University of Groningen",TRUE,2016
"10.1007/s11242-016-0802-z","Utrecht University",TRUE,2016
"10.1007/s00330-016-4691-x","Erasmus MC",TRUE,2016
"10.1007/s11136-016-1469-1","University of Amsterdam",TRUE,2016
"10.1007/s00348-016-2284-8","University of Twente",TRUE,2016
"10.1007/s00787-016-0921-7","University Medical Center Utrecht",TRUE,2016
"10.1007/s40273-016-0477-x","Erasmus University",TRUE,2016
"10.1007/s11104-016-3149-x","Netherlands Institute of Ecology",TRUE,2016
"10.1007/s40710-016-0203-x","Wageningen University",TRUE,2016
"10.1007/s12529-016-9624-1","Tilburg University",TRUE,2016
"10.1007/s00330-016-4693-8","Eindhoven University of Technology",TRUE,2016
