"Institution";"DOI";"is_hybrid";"period"
"Erasmus MC";"10.1007/s40262-015-0315-x";TRUE;2015
"VU University Medical Center (VUmc)";"10.1007/s00441-015-2293-6";TRUE;2015
"Delft University of Technology";"10.1007/s00348-015-2060-1";TRUE;2015
"University of Groningen";"10.1007/s00702-015-1457-6";TRUE;2015
"Delft University of Technology";"10.1007/s00464-015-4537-7";TRUE;2015
"Academic Medical Center (AMC)";"10.1007/s12311-015-0734-0";TRUE;2015
"VU University Amsterdam";"10.1007/s11097-015-9441-z";TRUE;2015
"University of Twente";"10.1007/s10494-015-9670-9";TRUE;2015
"Netherlands Institute of Ecology";"10.1007/s00442-015-3472-6";TRUE;2015
"Maastricht University Medical Center (UMC+)";"10.1007/s00330-015-4062-z";TRUE;2015
"Delft University of Technology";"10.1007/s10544-015-0011-5";TRUE;2015
"Eindhoven University of Technology";"10.1007/s11554-015-0537-z";TRUE;2015
"Erasmus MC";"10.1007/s10545-015-9895-8";TRUE;2015
"Wageningen University";"10.1007/s00253-015-7033-z";TRUE;2015
"Maastricht University Medical Center (UMC+)";"10.1007/s10882-015-9455-z";TRUE;2015
"University Medical Center Utrecht";"10.1007/s40670-015-0184-9";TRUE;2015
"University of Amsterdam";"10.1007/s11229-015-0928-5";TRUE;2015
"University of Amsterdam";"10.1007/s10603-015-9303-7";TRUE;2015
"University Medical Center Utrecht";"10.1007/s11605-015-2963-4";TRUE;2015
"Wageningen UR (University & Research Centre)";"10.1007/s10040-015-1321-7";TRUE;2015
"University of Groningen";"10.1007/s00018-015-2076-y";TRUE;2015
"Radboud University";"10.1007/s10699-015-9468-1";TRUE;2015
"Tilburg University";"10.1007/s13194-015-0122-0";TRUE;2015
"Leiden University";"10.1007/s10816-015-9263-x";TRUE;2015
"Erasmus MC";"10.1007/s00246-015-1269-3";TRUE;2015
"Eindhoven University of Technology";"10.1007/s11116-015-9655-5";TRUE;2015
"Wageningen University";"10.1007/s11356-015-5344-3";TRUE;2015
"Radboud University Medical Center";"10.1007/s00424-015-1747-8";TRUE;2015
