"institution";"period";"euro";"doi";"is_hybrid";"publisher";"journal_full_title";"issn";"issn_print";"issn_electronic";"url"
"Université de Bordeaux";2018;1402,87;"10.1371/journal.pone.0208037";"FALSE";;;;;;
"Université de Bordeaux";2018;1370;"10.1038/s41598-018-33382-2";"FALSE";;;;;;
"Université de Bordeaux";2018;4090,9;"10.1161/CIRCEP.117.006059";"TRUE";;;;;;
"Université de Bordeaux";2018;1226,96;"10.1167/iovs.17-22316";"FALSE";;;;;;
"Université de Bordeaux";2018;1370;"10.1038/s41598-018-22580-7";"FALSE";;;;;;
"Université de Bordeaux";2018;871,22;"10.3390/cancers10110402";"FALSE";;;;;;
"Université de Bordeaux";2018;2916,28;"10.1016/j.hrthm.2018.02.024";"TRUE";;;;;;
"Université de Bordeaux";2018;2160;"10.1186/s12890-018-0684-7";"FALSE";;;;;;
"Université de Bordeaux";2018;1986;"10.1186/s13550-018-0369-5";"TRUE";;;;;;
"Université de Bordeaux";2018;3997,57;"10.1161/CIRCEP.117.005913";"TRUE";;;;;;
"Université de Bordeaux";2018;450,9;"10.1128/MRA.00818-18";"FALSE";;;;;;
"Université de Bordeaux";2018;1913,08;"10.1371/journal.ppat.1007116";"FALSE";;;;;;
"Université de Bordeaux";2018;3020;"10.1016/j.hrthm.2018.10.040";"TRUE";;;;;;
"Université de Bordeaux";2018;1800,95;"10.3389/fphar.2018.00791";"FALSE";;;;;;
"Université de Bordeaux";2018;576,59;"10.17265/1934-8975/2018.07.004";"TRUE";;;;;;
"Université de Bordeaux";2018;1800;"10.1186/s12864-018-5145-4";"FALSE";;;;;;
"Université de Bordeaux";2018;1370;"10.1038/s41598-018-34782-0";"FALSE";;;;;;
"Université de Bordeaux";2018;971,65;"10.2196/mhealth.9131";"FALSE";;;;;;
"Université de Bordeaux";2018;265,33;"10.3390/pr6050039";"FALSE";;;;;;
"Université de Bordeaux";2018;2102,57;"10.7554/eLife.30693";"FALSE";;;;;;
"Université de Bordeaux";2018;4418,61;"10.1016/j.celrep.2018.04.014";"FALSE";;;;;;
"Université de Bordeaux";2018;1533,53;"10.3390/ijms18122584";"FALSE";;;;;;
"Université de Bordeaux";2018;1800;"10.1186/s12885-018-4545-9";"FALSE";;;;;;
"Université de Bordeaux";2018;808,64;"10.3390/mi9050197";"FALSE";;;;;;
"Université de Bordeaux";2018;1370;"10.1038/s41598-018-35326-2";"FALSE";;;;;;
"Université de Bordeaux";2018;1271,94;"10.3390/molecules24010117";"FALSE";;;;;;
"Université de Bordeaux";2018;1370;"10.1038/s41598-018-30128-y";"FALSE";;;;;;
"Université de Bordeaux";2018;1370;"10.1038/s41598-018-25481-x";"FALSE";;;;;;
"Université de Bordeaux";2018;1370;"10.1038/s41598-018-22268-y";"FALSE";;;;;;
"Université de Bordeaux";2018;1644;"10.1038/s41598-018-26076-2";"FALSE";;;;;;
"Université de Bordeaux";2018;1345,04;"10.3390/s18072099";"FALSE";;;;;;
"Université de Bordeaux";2018;1370;"10.1038/s41598-018-33084-9";"FALSE";;;;;;
"Université de Bordeaux";2018;2267,87;"10.3389/fmicb.2018.01276";"FALSE";;;;;;
"Université de Bordeaux";2018;1729,66;"10.3389/fimmu.2017.01796";"FALSE";;;;;;
"Université de Bordeaux";2018;2160;"10.1186/s12888-018-1957-7";"FALSE";;;;;;
"Université de Bordeaux";2018;1305;"10.1038/sdata.2018.149";"FALSE";;;;;;
"Université de Bordeaux";2018;1625,16;"10.1167/iovs.17-22656";"FALSE";;;;;;
"Université de Bordeaux";2018;291,61;"10.4172/2471-9315.1000143";"FALSE";;;;;;
"Université de Bordeaux";2018;1644;"10.1038/s41598-018-35681-0";"FALSE";;;;;;
"Université de Bordeaux";2018;1292,59;"10.1371/journal.pone.0181995";"FALSE";;;;;;
"Université de Bordeaux";2018;1798;"10.2147/COPD.S177638";"FALSE";;;;;;
"Université de Bordeaux";2018;2386,05;"10.1016/j.redox.2018.05.014";"FALSE";;;;;;
"Université de Bordeaux";2018;2257,43;"10.3389/fphys.2018.00718";"FALSE";;;;;;
"Université de Bordeaux";2018;1370;"10.1038/s41598-018-22932-3";"FALSE";;;;;;
"Université de Bordeaux";2018;2623,96;"10.3389/fnhum.2018.00427";"FALSE";;;;;;
"Université de Bordeaux";2018;2160;"10.1186/s12889-018-5915-6";"FALSE";;;;;;
"Université de Bordeaux";2018;2626,95;"10.3389/fncir.2018.00095";"FALSE";;;;;;
"Université de Bordeaux";2018;366,3;"10.3389/fevo.2018.00031";"FALSE";;;;;;
