Period,DOI,Journal,ISSN.1,ISSN.2,base.url,record.id,Publisher,Institution,EURO
2014,10.1186/1476-511X-13-118,Lipids in health and disease,1476511X,NA,https://bibliographie.ub.rub.de,62a854d0-2f74-45e3-9623-07b4d10ece90,BioMed Central,Ruhr-Universität Bochum,1280.00
2014,10.1371/journal.pgen.1004582,PLoS Genetics,15537404,NA,https://bibliographie.ub.rub.de,966c84f1-dc4b-44b2-bef9-062aaaf8b572,Public Library of Science (PLoS),Ruhr-Universität Bochum,1996.79
2014,10.3390/membranes4030469,Membranes,20770375,NA,https://bibliographie.ub.rub.de,9093c677-3b17-45ee-b1c3-420cc244c341,Multidisciplinary Digital Publishing Institute,Ruhr-Universität Bochum,294.70
2014,10.1186/s12888-014-0268-x,BMC psychiatry,1471244X,NA,https://bibliographie.ub.rub.de,fe3fd6a3-509f-4ce6-a4c5-e1bb658d078c,BioMed Central,Ruhr-Universität Bochum,1280.00
2014,10.1186/s12953-014-0050-5,Proteome science,14775956,NA,https://bibliographie.ub.rub.de,753d1749-e2fe-4cf4-80ed-5712c661bdd6,BioMed Central,Ruhr-Universität Bochum,1280.00
2014,10.1155/2014/717912,BioMed research international,23146133,23146141,https://bibliographie.ub.rub.de,d3b78aca-d597-4afc-af39-649f40f41f1f,BioMed Central,Ruhr-Universität Bochum,1560.51
2014,10.1186/1471-2474-15-88,BMC musculoskeletal disorders,14712474,NA,https://bibliographie.ub.rub.de,f5ab92f9-fe60-4f3c-9245-eb7bdd6eeee5,BioMed Central,Ruhr-Universität Bochum,1216.00
2014,10.1371/journal.pone.0092679,PLoS one,19326203,NA,https://bibliographie.ub.rub.de,d9c97628-6e06-4c98-9323-693ec89132fc,Public Library of Science (PLoS),Ruhr-Universität Bochum,1155.59
2014,10.1186/1471-2334-14-39,BMC infectious diseases,14712334,NA,https://bibliographie.ub.rub.de,f82a3c82-7a09-4855-8e9d-ee401a3dcc6f,BioMed Central,Ruhr-Universität Bochum,1212.00
2014,10.1186/1471-2474-15-280,BMC musculoskeletal disorders,14712474,NA,https://bibliographie.ub.rub.de,761dda1f-5cbc-4535-9323-ff03fb49dd78,BioMed Central,Ruhr-Universität Bochum,1240.00
2014,10.1186/1471-5945-14-17,BMC dermatology,14715945,NA,https://bibliographie.ub.rub.de,691c4bad-b33f-4817-b980-9cbf0c7664a9,BioMed Central,Ruhr-Universität Bochum,1280.00
2014,10.4236/ojped.2014.43027,Open journal of pediatrics,21608741,21608776,https://bibliographie.ub.rub.de,d9620a3c-eb64-4661-b0e2-5faf1177d7b7,Scientific Research Publishing,Ruhr-Universität Bochum,611.19
2014,10.1016/j.epsc.2014.07.005,Journal of pediatric surgery / Case reports,21608741,22135766,https://bibliographie.ub.rub.de,c3e07734-9adc-46b3-8231-7a421f11d679,Elsevier,Ruhr-Universität Bochum,365.23
2014,10.4236/ojped.2014.44039,Open journal of pediatrics,21608741,21608776,https://bibliographie.ub.rub.de,bf7a764f-02d9-42b6-9b19-3904e4cfa8ce,Scientific Research Publishing,Ruhr-Universität Bochum,647.24
2014,10.4236/ojped.2014.42022,Open journal of pediatrics,21608741,21608776,https://bibliographie.ub.rub.de,20e56c7e-f0a8-4257-a07f-7be40118d067,Scientific Research Publishing,Ruhr-Universität Bochum,597.73
2014,10.1371/journal.pone.0114483,PLoS one,19326203,NA,https://bibliographie.ub.rub.de,50400566-ed68-4dc7-8adb-ecd908ba8030,Public Library of Science (PLoS),Ruhr-Universität Bochum,1312.93
2014,10.1371/journal.pone.0110151,PLoS one,19326203,NA,https://bibliographie.ub.rub.de,3b18fb0e-c713-4394-95f4-61ed83307130,Public Library of Science (PLoS),Ruhr-Universität Bochum,1278.46
2014,10.4236/ajps.2014.518300,American Journal of Plant Sciences,21582742,NA,https://bibliographie.ub.rub.de,72f1db2b-d970-43d9-be33-622f430dd218,Scientific Research Publishing,Ruhr-Universität Bochum,946.20
2014,10.3390/membranes4030565,Membranes,20770375,NA,https://bibliographie.ub.rub.de,1d77d703-3908-4759-bc72-5a8ddfc4c536,Multidisciplinary Digital Publishing Institute,Ruhr-Universität Bochum,296.15
2014,10.3390/polym6072037,Polymers,20734360,NA,https://bibliographie.ub.rub.de,46a7d46f-e632-4d66-ab84-cc5581610aaf,Multidisciplinary Digital Publishing Institute,Ruhr-Universität Bochum,1177.25
2014,10.1186/1471-2407-14-854,BMC cancer,14712407,NA,https://bibliographie.ub.rub.de,04f00b92-e5e3-477e-9f01-fc08b6000ba6,BioMed Central,Ruhr-Universität Bochum,1600.00
2014,10.1186/s40359-014-0055-y,BMC psychology,20507283,NA,https://bibliographie.ub.rub.de,7636b6c4-09cd-4572-9b28-369924342a9e,BioMed Central,Ruhr-Universität Bochum,1594.60
2014,10.1186/1471-2458-14-1268,BMC public health,14712458,NA,https://bibliographie.ub.rub.de,e0395038-ac0c-4a66-ad22-e7a9c558d41c,BioMed Central,Ruhr-Universität Bochum,1280.00
2014,10.1186/2193-1801-3-668,SpringerPlus,21931801,NA,https://bibliographie.ub.rub.de,30bc379a-586c-4d6b-8260-7dc2b2c62bef,Springer,Ruhr-Universität Bochum,1044.00
2014,10.3389/fpsyg.2014.00206,Frontiers in psychology,16641078,NA,https://bibliographie.ub.rub.de,f11f94f4-820d-4d78-91e0-bb07c0d27089,Frontiers,Ruhr-Universität Bochum,1142.40
2014,10.1186/s12898-015-0036-x ,BMC ecology,1472-6785,NA,https://bibliographie.ub.rub.de,bf68c444-6bfc-420f-b53c-a12332c71d6d,BioMed Central,Ruhr-Universität Bochum,1594.60
