institution	period	euro	doi	is_hybrid	publisher	journal_full_title	issn	issn_print	issn_electronic	url
Commissariat à l'énergie atomique et aux énergies alternatives (CEA)	2021	1385,43	10.3390/atmos12020128	FALSE						
Commissariat à l'énergie atomique et aux énergies alternatives (CEA)	2021	2628	10.1007/s42979-021-00483-1	TRUE						
Commissariat à l'énergie atomique et aux énergies alternatives (CEA)	2021	2167,5	10.1016/j.neuroimage.2021.118418	FALSE						
Commissariat à l'énergie atomique et aux énergies alternatives (CEA)	2021	1945	10.1088/1748-9326/ac343a	FALSE						
Commissariat à l'énergie atomique et aux énergies alternatives (CEA)	2021	2423,79	10.3389/fnins.2021.580909	FALSE						
Commissariat à l'énergie atomique et aux énergies alternatives (CEA)	2021	900	10.5194/mr-2-409-2021	FALSE						
Commissariat à l'énergie atomique et aux énergies alternatives (CEA)	2021	4000	10.1002/anie.202109961	TRUE						
Commissariat à l'énergie atomique et aux énergies alternatives (CEA)	2021	3583	10.1002/nbm.4478	TRUE						
Commissariat à l'énergie atomique et aux énergies alternatives (CEA)	2021	2150	10.1016/j.anucene.2021.108360	TRUE						
Commissariat à l'énergie atomique et aux énergies alternatives (CEA)	2021	2190	10.1016/j.jbc.2021.100322	FALSE						
Commissariat à l'énergie atomique et aux énergies alternatives (CEA)	2021	2190	10.1016/j.jbc.2021.101093	FALSE						
Commissariat à l'énergie atomique et aux énergies alternatives (CEA)	2021	1575	10.1016/j.matdes.2020.109434	FALSE						
Commissariat à l'énergie atomique et aux énergies alternatives (CEA)	2021	2890	10.1016/j.neuroimage.2021.118080	FALSE						
Commissariat à l'énergie atomique et aux énergies alternatives (CEA)	2021	2167,5	10.1016/j.neuroimage.2021.118208	FALSE						
Commissariat à l'énergie atomique et aux énergies alternatives (CEA)	2021	960	10.1016/j.nme.2021.101078	FALSE						
Commissariat à l'énergie atomique et aux énergies alternatives (CEA)	2021	3108	10.1038/s41418-021-00817-9	TRUE						
Commissariat à l'énergie atomique et aux énergies alternatives (CEA)	2021	2790	10.1038/s41431-021-00827-8	TRUE						
