"institution","period","euro","doi","backlist_oa","publisher","book_title","isbn","isbn_print","isbn_electronic","license_ref","indexed_in_crossref","doab"
"Milano U",2024,3660,NA,FALSE,"FrancoAngeli","Parole e testi lombardi. Studi linguistici","978-88-351-6452-4",NA,NA,NA,FALSE,FALSE
"Milano U",2024,4270,NA,FALSE,"Egea","Il Consigliere Giudicante","978-88-238-8770-1",NA,NA,NA,FALSE,FALSE
"Milano U",2024,1019.52,"10.13133/9788893772839",FALSE,"Sapienza Università Editrice","The Quest for the Primordial. An Inquiry into the Nationalist Rhetoric of Contemporary Japan","978-88-9377-283-9",NA,NA,NA,FALSE,FALSE
"Milano U",2024,6710,NA,FALSE,"FrancoAngeli","Women and Peace. The Role of Women and Women’s Civil Society Organizations in Peace Processes","978-88-351-5876-9",NA,NA,NA,FALSE,FALSE
"Milano U",2024,1730.56,NA,FALSE,"LED Edizioni Universitarie di lettere economia diritto","Aree protette, paesaggi culturali e trame urbane: tra riflessioni metodologiche, esperienze di valorizzazione territoriale e qualità della vita","978-88-5513-156-8",NA,NA,NA,FALSE,FALSE
"Milano U",2024,4026,"10.1163/9789004716063",FALSE,"Brill","The Mapping of a Russian War: The Atlas of the Principality of Polatsk by Stanisław Pachołowiecki (1580)","978-90-04-71606-3","978-90-04-70558-6","978-90-04-71606-3",NA,TRUE,TRUE
"Milano U",2024,2050,"10.36167/ecod03pdf",FALSE,"SISMEL - Edizioni del Galluzzo","Cronica universalis","978-88-9290-377-7",NA,NA,NA,FALSE,FALSE
"Milano U",2024,14640,"10.4324/9781003425250",FALSE,"Routledge","Social Policy and EU Polity-building Through Crises and Beyond","978-1-003-42525-0",NA,"978-1-003-42525-0",NA,TRUE,FALSE
"Milano U",2025,4480,NA,FALSE,"Giappichelli","Mercati finanziari e transizione digitale. Una tassonomia","979-12-211-1257-3",NA,NA,NA,FALSE,FALSE
"Milano U",2025,2750,NA,FALSE,"Editoriale Scientifica","Il Fintech veste sportivo. Digitalizzazione, nuovi confini del mercato e regole","979-12-235-0186-3",NA,NA,NA,FALSE,FALSE
"Milano U",2024,8149.6,"10.31819/9783968697680",FALSE,"Iberoamericana Vervuert","Libros de no poco sobresalto: la economía de la violencia en la novela pastoril española","978-3-96869-768-0","978-3-96869-768-0",NA,NA,TRUE,FALSE
"Milano U",2025,4026,NA,FALSE,"FrancoAngeli","Il Rinascimento della novella","978-88-351-7964-1",NA,NA,"https://creativecommons.org/licenses/by-nc-nd/4.0/",FALSE,TRUE
"Milano U",2024,200,NA,FALSE,"Ledizioni LediPublishing","Meminisse iuvabit. Scritti in memoria di Federico Emidio Bo","979-12-5600-301-3",NA,NA,NA,FALSE,FALSE
"Milano U",2024,6139.04,"10.25162/9783515137614",FALSE,"Franz Steiner Verlag","Citizenship Practised, Citizenship Imagined","978-3-515-13761-4",NA,"978-3-515-13761-4",NA,TRUE,FALSE
"Milano U",2025,6270,NA,FALSE,"Giappichelli","I diritti della maggioranza nel costituzionalismo contemporaneo. Possibili derive illiberali della difesa dell’identità nazionale","979-12-211-1361-7",NA,NA,NA,FALSE,FALSE
"Milano U",2025,3294,NA,FALSE,"FrancoAngeli","Di grammatica in grammatica. Appunti di lavoro dal PRIN GeoStoGrammIt (Geografia e Storia delle Grammatiche dell’Italiano)","978-88-351-8297-9",NA,NA,NA,FALSE,FALSE
"Milano U",2025,2100,NA,FALSE,"Giappichelli","La tutela delle nuove minoranze nella Costituzione pluralista","979-12-211-1569-7",NA,NA,NA,FALSE,FALSE
"Milano U",2025,2995.2,NA,FALSE,"Wolters Kluwer Italia srl","Giurisdizione in materia civile e commerciale nei confronti di convenuti domiciliati in Stati terzi e interessi materiali dell'Unione europea","978-88-13-38827-0",NA,NA,NA,FALSE,FALSE
"Milano U",2024,9760,"10.48611/isbn.978-2-406-17567-4",FALSE,"Classiques Garnier","L’Expérience des croisades et les échanges culturels au Moyen Âge tardif","978-2-406-17445-5",NA,NA,NA,FALSE,FALSE
"Milano U",2024,6985.6,"10.1007/978-981-96-2544-4",FALSE,"Springer Nature Singapore","Predicting Inequality of Opportunity and Poverty in India Using Machine Learning","978-981-96-2543-7","978-981-96-2543-7","978-981-96-2544-4","https://creativecommons.org/licenses/by/4.0",TRUE,TRUE
"Milano U",2024,1705.6,NA,FALSE,"LED Edizioni Universitarie di lettere economia diritto","Le français au prisme de sa diversité","978-88-5513-106-3",NA,NA,NA,FALSE,FALSE
"Milano U",2025,4392,"10.4324/9781003026082",FALSE,"Routledge","The Trial of Giordano Bruno","978-1-003-02608-2",NA,"978-1-003-02608-2",NA,TRUE,TRUE
