pos;institution_name;journal_title;eissn;doi;url;published;accepted;par_fee;article_type;article_group;initial_opt-out
1;Universität zu Köln;Sozial Extra;1863-8953;10.1007/s12054-022-00465-4;https://doi.org/10.1007/s12054-022-00465-4;29.03.2022;03.02.2022;2750;originalpaper;Research Article;optin
2;Universität zu Köln;Vietnam Journal of Mathematics;2305-2228;10.1007/s10013-022-00580-5;https://doi.org/10.1007/s10013-022-00580-5;10.10.2022;30.05.2022;2750;originalpaper;Research Article;optin
3;Universität zu Köln;Journal of Psycholinguistic Research;1573-6555;10.1007/s10936-022-09873-9;https://doi.org/10.1007/s10936-022-09873-9;16.04.2022;14.03.2022;2750;originalpaper;Research Article;optin
4;Universität zu Köln;Research in the Mathematical Sciences;2197-9847;10.1007/s40687-022-00355-x;https://doi.org/10.1007/s40687-022-00355-x;24.09.2022;26.08.2022;2750;originalpaper;Research Article;optin
5;Universität zu Köln;Standort;1432-220X;10.1007/s00548-022-00777-3;https://doi.org/10.1007/s00548-022-00777-3;25.04.2022;29.03.2022;2750;originalpaper;Research Article;optin
6;Universität zu Köln;Biogeochemistry;1573-515X;10.1007/s10533-022-01005-8;https://doi.org/10.1007/s10533-022-01005-8;15.12.2022;05.12.2022;2750;originalpaper;Research Article;optin
7;Universität zu Köln;PalZ;1867-6812;10.1007/s12542-022-00645-3;https://doi.org/10.1007/s12542-022-00645-3;28.12.2022;19.10.2022;2750;originalpaper;Research Article;optin
8;Universität zu Köln;Boundary-Layer Meteorology;1573-1472;10.1007/s10546-022-00759-w;https://doi.org/10.1007/s10546-022-00759-w;29.11.2022;21.10.2022;2750;originalpaper;Research Article;optin
10;Universität zu Köln;Communications in Mathematical Physics;1432-0916;10.1007/s00220-022-04445-3;https://doi.org/10.1007/s00220-022-04445-3;25.07.2022;16.06.2022;2750;originalpaper;Research Article;optin
11;Universität zu Köln;Empirical Economics;1435-8921;10.1007/s00181-022-02245-1;https://doi.org/10.1007/s00181-022-02245-1;05.05.2022;06.04.2022;2750;originalpaper;Research Article;optin
12;Universität zu Köln;La Matematica;2730-9657;10.1007/s44007-022-00030-1;https://doi.org/10.1007/s44007-022-00030-1;02.11.2022;15.06.2022;2750;originalpaper;Research Article;optin
13;Universität zu Köln;Biological Invasions;1573-1464;10.1007/s10530-021-02726-x;https://doi.org/10.1007/s10530-021-02726-x;05.01.2022;17.12.2021;2750;originalpaper;Research Article;optin
14;Universität zu Köln;Synthese;1573-0964;10.1007/s11229-022-03636-8;https://doi.org/10.1007/s11229-022-03636-8;15.04.2022;23.02.2022;2750;originalpaper;Research Article;optin
15;Universität zu Köln;Politische Vierteljahresschrift;1862-2860;10.1007/s11615-022-00385-8;https://doi.org/10.1007/s11615-022-00385-8;04.04.2022;15.03.2022;917;bookreview;Non Research Article;optin
16;Universität zu Köln;Neue Politische Literatur;2197-6082;10.1007/s42520-022-00441-y;https://doi.org/10.1007/s42520-022-00441-y;23.05.2022;02.05.2022;2750;originalpaper;Research Article;optin
17;Universität zu Köln;Education and Information Technologies;1573-7608;10.1007/s10639-022-11321-z;https://doi.org/10.1007/s10639-022-11321-z;30.09.2022;31.08.2022;2750;originalpaper;Research Article;optin
18;Universität zu Köln;Natural Hazards;1573-0840;10.1007/s11069-022-05226-w;https://doi.org/10.1007/s11069-022-05226-w;11.02.2022;20.01.2022;2750;originalpaper;Research Article;optin
19;Universität zu Köln;The ISME Journal;1751-7370;10.1038/s41396-022-01325-5;https://doi.org/10.1038/s41396-022-01325-5;12.10.2022;20.09.2022;2750;originalpaper;Research Article;optin
20;Universität zu Köln;Zeitschrift für Erziehungswissenschaft;1862-5215;10.1007/s11618-022-01126-8;https://doi.org/10.1007/s11618-022-01126-8;20.09.2022;31.08.2022;917;editorialnotes;Non Research Article;optin
21;Universität zu Köln;Psychological Research;1430-2772;10.1007/s00426-022-01713-8;https://doi.org/10.1007/s00426-022-01713-8;10.08.2022;06.07.2022;2750;originalpaper;Research Article;optin
22;Universität zu Köln;Business & Information Systems Engineering;1867-0202;10.1007/s12599-022-00748-w;https://doi.org/10.1007/s12599-022-00748-w;07.03.2022;08.01.2022;2750;originalpaper;Research Article;optin
23;Universität zu Köln;Climatic Change;1573-1480;10.1007/s10584-021-03293-9;https://doi.org/10.1007/s10584-021-03293-9;15.01.2022;10.12.2021;2750;originalpaper;Research Article;optin
24;Universität zu Köln;Journal of Seismology;1573-157X;10.1007/s10950-022-10098-5;https://doi.org/10.1007/s10950-022-10098-5;11.06.2022;17.05.2022;2750;originalpaper;Research Article;optin
25;Universität zu Köln;São Paulo Journal of Mathematical Sciences;2316-9028;10.1007/s40863-022-00291-2;https://doi.org/10.1007/s40863-022-00291-2;23.02.2022;01.02.2022;2750;originalpaper;Research Article;optin
26;Universität zu Köln;Environment, Development and Sustainability;1573-2975;10.1007/s10668-022-02303-9;https://doi.org/10.1007/s10668-022-02303-9;07.04.2022;16.03.2022;2750;originalpaper;Research Article;optin
27;Universität zu Köln;Journal of Cancer Research and Clinical Oncology;1432-1335;10.1007/s00432-022-04025-x;https://doi.org/10.1007/s00432-022-04025-x;27.04.2022;12.04.2022;2750;originalpaper;Research Article;optin
28;Universität zu Köln;The European Physical Journal B;1434-6036;10.1140/epjb/s10051-022-00395-w;https://doi.org/10.1140/epjb/s10051-022-00395-w;20.09.2022;05.08.2022;2750;originalpaper;Research Article;optin
29;Universität zu Köln;Erkenntnis;1572-8420;10.1007/s10670-022-00561-7;https://doi.org/10.1007/s10670-022-00561-7;10.05.2022;11.04.2022;2750;originalpaper;Research Article;optin
31;Universität zu Köln;International Journal of Science and Mathematics Education;1573-1774;10.1007/s10763-022-10297-z;https://doi.org/10.1007/s10763-022-10297-z;05.09.2022;12.06.2022;2750;originalpaper;Research Article;optin
32;Universität zu Köln;Psychometrika;1860-0980;10.1007/s11336-022-09841-1;https://doi.org/10.1007/s11336-022-09841-1;05.02.2022;12.01.2022;2750;originalpaper;Research Article;optin
