Institution;period;euro;doi;backlist_oa;publisher;book_title;isbn;isbn_print;isbn_electronic;license_ref;indexed_in_crossref;doab
Technische Universität Berlin;2020;7.500,00;10.1515/9783110639544;FALSE;De Gruyter;Friedrich Rosen. Orientalist Scholarship and International Politics;;978-3-11-063925-4;978-3-11-063954-4;https://creativecommons.org/licenses/by-nc-nd/4.0/;;TRUE
Technische Universität Berlin;2022;5.355,00;10.1007/978-3-658-37256-9;FALSE;Springer VS;Zur Soziologie der Software. Die Rolle digitaler Technik bei der Kontrolle von Unsicherheiten;;978-3-658-37255-2;978-3-658-37256-9;https://creativecommons.org/licenses/by/4.0/;;TRUE
Technische Universität Berlin;2022;3.902,00;10.14361/9783839458389;FALSE;transcript;From shelters to dwellings. The Zaatari refugee camp;;978-3-8376-5838-5;978-3-8394-5838-9;https://creativecommons.org/licenses/by/4.0/;;TRUE
Technische Universität Berlin;2022;3000;10.1515/9783110761061;FALSE;De Gruyter;Vom Germanenerbe zum Urkommunismus. Urgeschichtsbilder in Museen der SBZ und DDR;;978-3-11-076086-6;978-3-11-076106-1;https://creativecommons.org/licenses/by/4.0/;;TRUE
Technische Universität Berlin;2020;7.500,00;10.14198/pua.2020.meccon;FALSE;Universidad de Alicante;Principios y aplicaciones de la mecánica de contacto en tribología, fricción y adherencia;;978-84-9717-702-3;;https://creativecommons.org/licenses/by-nc-nd/4.0/;;FALSE
Technische Universität Berlin;2022;7.229,25;10.1007/978-3-030-52881-2;FALSE;Springer VS;Internal Crowdsourcing in Companies - Theoretical Basics and Practical Applications;;978-3-030-52880-5;978-3-030-52881-2;https://creativecommons.org/licenses/by/4.0/;;TRUE
Technische Universität Berlin;2021;7.500,00;10.14361/9783839457566;FALSE;transcript;Die Schönheit des Denkens. Zur Mathematisierung der Wahrnehmung in den Computational Neurosciences;;978-3-8376-5756-2;978-3-8394-5756-6;https://creativecommons.org/licenses/by/4.0/;;TRUE
Technische Universität Berlin;2022;2895;10.14279/depositonce-9773;FALSE;Universitätsverlag TU Berlin;The Social City. Urban Development and Housing Projects in Berlin and Naples in the Post-War Era – A Comparison: Theoretical Models, Implemented Projects, Social and Political Impacts Today.;;978-3-7983-3143-3;978-3-7983-3144-0;https://creativecommons.org/licenses/by/4.0/;;FALSE
Technische Universität Berlin;2022;7.140,00;10.14361/9783839461686;FALSE;transcript;Der Welt eine neue Wirklichkeit geben. Feministische und queertheoretische Interventionen;;978-3-8376-6168-2;978-3-8394-6168-6;https://creativecommons.org/licenses/by/4.0/;;TRUE
Technische Universität Berlin;2022;12.758,00;10.14279/depositonce-15894;FALSE;BerlinUP;Engage with Fungi;;;978-3-98781-001-5;https://creativecommons.org/licenses/by/4.0/;;FALSE
Technische Universität Berlin;2022;7485,1;10.14361/9783839464304;FALSE;transcript;Digitale Stadtplanung. Alltag und Räume technisierten Planens;;978-3-8376-6430-0;978-3-8394-6430-4;https://creativecommons.org/licenses/by/4.0/;;TRUE
