"institution","period","euro","doi","backlist_oa","publisher","book_title","isbn","isbn_print","isbn_electronic","license_ref","indexed_in_crossref","doab"
"TU Berlin",2020,7500,"10.1515/9783110639544",FALSE,"De Gruyter","Friedrich Rosen","978-3-11-063954-4","978-3-11-063925-4","978-3-11-063954-4","http://creativecommons.org/licenses/by-nc-nd/4.0",TRUE,TRUE
"TU Berlin",2022,5355,"10.1007/978-3-658-37256-9",FALSE,"Springer Fachmedien Wiesbaden","Zur Soziologie der Software","978-3-658-37255-2","978-3-658-37255-2","978-3-658-37256-9","https://creativecommons.org/licenses/by/4.0",TRUE,FALSE
"TU Berlin",2022,3902,"10.14361/9783839458389",FALSE,"transcript Verlag","From Shelters to Dwellings","978-3-8376-5838-5","978-3-8376-5838-5","978-3-8394-5838-9","https://creativecommons.org/licenses/by/4.0/",TRUE,FALSE
"TU Berlin",2022,3000,"10.1515/9783110761061",FALSE,"De Gruyter","Vom Germanenerbe zum Urkommunismus","978-3-11-076106-1","978-3-11-076086-6","978-3-11-076106-1","http://creativecommons.org/licenses/by/4.0",TRUE,FALSE
"TU Berlin",2020,7500,"10.14198/pua.2020.meccon",FALSE,"Publicaciones de la Universidad de Alicante","Principios y aplicaciones de la mecánica de contacto en tribología, fricción y adherencia","978-84-9717-702-3","978-84-9717-702-3",NA,"https://creativecommons.org/licenses/by-nc-nd/4.0/",TRUE,FALSE
"TU Berlin",2022,7229.25,"10.1007/978-3-030-52881-2",FALSE,"Springer International Publishing","Internal Crowdsourcing in Companies","978-3-030-52880-5","978-3-030-52880-5","978-3-030-52881-2","https://creativecommons.org/licenses/by/4.0",TRUE,FALSE
"TU Berlin",2021,7500,"10.14361/9783839457566",FALSE,"transcript Verlag","Die Schönheit des Denkens","978-3-8376-5756-2","978-3-8376-5756-2","978-3-8394-5756-6","https://creativecommons.org/licenses/by/4.0/",TRUE,FALSE
"TU Berlin",2022,2895,"10.14279/depositonce-9773",FALSE,"Universitätsverlag der Technischen Universität Berlin","The Social City","978-3-7983-3143-3","978-3-7983-3143-3","978-3-7983-3144-0","https://creativecommons.org/licenses/by/4.0/",FALSE,FALSE
"TU Berlin",2022,7140,"10.14361/9783839461686",FALSE,"transcript Verlag","Der Welt eine neue Wirklichkeit geben","978-3-8376-6168-2","978-3-8376-6168-2","978-3-8394-6168-6","https://creativecommons.org/licenses/by/4.0/",TRUE,FALSE
"TU Berlin",2022,12758,"10.14279/depositonce-15894",FALSE,"BerlinUP","Engage with Fungi","978-3-98781-000-8","978-3-98781-000-8","978-3-98781-001-5","https://creativecommons.org/licenses/by/4.0/",FALSE,FALSE
"TU Berlin",2022,7485.1,"10.14361/9783839464304",FALSE,"transcript Verlag","Digitale Stadtplanung","978-3-8376-6430-0","978-3-8376-6430-0","978-3-8394-6430-4","https://creativecommons.org/licenses/by/4.0/",TRUE,FALSE
