institution_ror,institution,period,euro,doi,is_hybrid,opt-out,type,contract_primary_identifier,contract_group_id,external_costsplitting,gold-oa,vat,colour charge,cover charge,hybrid-oa,other,page charge,permission,publication charge,reprint,submission fee,payment fee,url
https://ror.org/03606hw36,Universität Erfurt,2024,1130.5,10.17645/pag.8188,FALSE,FALSE,journal article,NA,NA,false,1130.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/03606hw36,Universität Erfurt,2024,1249.5,10.17645/pag.8195,FALSE,FALSE,journal article,NA,NA,false,1249.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/03606hw36,Universität Erfurt,2024,2754.85,10.1088/1748-9326/ad53e5,FALSE,FALSE,journal article,NA,NA,false,2754.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/03606hw36,Universität Erfurt,2024,3309.41,10.3390/vaccines12050489,FALSE,FALSE,journal article,NA,NA,false,3309.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/03606hw36,Universität Erfurt,2024,2201.5,10.1016/j.actpsy.2024.104470,FALSE,FALSE,journal article,NA,NA,false,2201.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/03606hw36,Universität Erfurt,2024,1732.38,10.1093/isagsq/ksae075,FALSE,FALSE,journal article,NA,NA,false,1732.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/03606hw36,Universität Erfurt,2024,1482.51,10.3389/feduc.2024.1379222,FALSE,FALSE,journal article,NA,NA,false,1482.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/03606hw36,Universität Erfurt,2024,313.21,10.31014/aior.1993.07.03.597,FALSE,FALSE,journal article,NA,NA,false,313.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/03606hw36,Universität Erfurt,2024,4379.2,10.1016/j.learninstruc.2024.101934,TRUE,FALSE,journal article,NA,NA,false,NA,NA,NA,NA,4379.2,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/03606hw36,Universität Erfurt,2024,1785.0,10.1080/01639625.2024.2334274,TRUE,FALSE,journal article,NA,NA,false,NA,NA,NA,NA,1785.0,NA,NA,NA,NA,NA,NA,NA,NA
