"institution","period","euro","doi","backlist_oa","publisher","book_title","isbn","isbn_print","isbn_electronic","license_ref","indexed_in_crossref","doab"
"HU Berlin",2022,4165,"10.14361/9783839461785",FALSE,"transcript Verlag","Atlas der Datenkörper 1","978-3-8376-6178-1","978-3-8376-6178-1","978-3-8394-6178-5","https://creativecommons.org/licenses/by/4.0/",TRUE,TRUE
"HU Berlin",2022,6545,"10.14361/9783839460818",FALSE,"transcript Verlag","»Doing market« - Unternehmerische Praxis und der Diskurs um »ethnische Ökonomie« im Markt für muslimische Mode in Berlin","978-3-8376-6081-4","978-3-8376-6081-4","978-3-8394-6081-8","https://creativecommons.org/licenses/by-sa/4.0/",TRUE,TRUE
"HU Berlin",2022,5236,"10.31244/9783830995036",FALSE,"Waxmann Verlag","Wagenscheins Pädagogik neu reflektiert. Mit Martin Wagenschein Bildungserfahrungen verstehen und unterstützen","978-3-8309-4503-1","978-3-8309-4503-1",NA,"https://creativecommons.org/licenses/by/4.0/",TRUE,TRUE
"HU Berlin",2022,2980,"10.14631/978-3-96317-848-1",FALSE,"Büchner-Verlag","Trauma als Wissensarchiv","978-3-96317-848-1",NA,"978-3-96317-848-1","https://creativecommons.org/licenses/by/4.0/",TRUE,FALSE
"HU Berlin",2022,3760,"10.14631/978-3-96317-832-0",FALSE,"Büchner-Verlag","Integrationsregime in der Arbeitswelt","978-3-96317-832-0",NA,"978-3-96317-832-0","https://creativecommons.org/licenses/by/4.0/",TRUE,FALSE
"HU Berlin",2022,6545,"10.1515/9783110765533",FALSE,"De Gruyter","Grundrechte","978-3-11-076553-3",NA,"978-3-11-076553-3","https://creativecommons.org/licenses/by-sa/4.0",TRUE,TRUE
"HU Berlin",2022,8145.55,"10.3726/b19790",FALSE,"Peter Lang","Didaktiken des Komischen","978-3-631-87911-5",NA,"978-3-631-87911-5","http://creativecommons.org/licenses/by/4.0/",TRUE,TRUE
"HU Berlin",2022,8270.5,"10.5117/9789463720854",FALSE,"Amsterdam University Press","Social Movements and the Politics of Debt","978-90-485-5327-3","978-90-485-5327-3","978-90-485-5327-3","https://creativecommons.org/licenses/by-nc/4.0/",TRUE,FALSE
"HU Berlin",2022,6699.7,"10.14361/9783839460214",FALSE,"transcript Verlag","Infrastrukturen der Biosicherheit","978-3-8376-6021-0","978-3-8376-6021-0","978-3-8394-6021-4","https://creativecommons.org/licenses/by/4.0/",TRUE,TRUE
"HU Berlin",2022,7883.75,"10.14361/9783839461761",FALSE,"transcript Verlag","From Photography to fMRI","978-3-8376-6176-7","978-3-8376-6176-7","978-3-8394-6176-1","https://creativecommons.org/licenses/by/4.0/",TRUE,TRUE
"HU Berlin",2022,6598.55,"10.14361/9783839462867",FALSE,"transcript Verlag","Engagement und Erinnerung","978-3-8376-6286-3","978-3-8376-6286-3","978-3-8394-6286-7","https://creativecommons.org/licenses/by/4.0/",TRUE,TRUE
"HU Berlin",2022,8000.57,"10.3726/b19878",FALSE,"Peter Lang","Berufliche Weiterbildung in Volkshochschulen","978-3-631-88071-5",NA,"978-3-631-88071-5","https://creativecommons.org/licenses/by/4.0/",TRUE,TRUE
"HU Berlin",2022,7735,"10.1515/9783110753554",FALSE,"De Gruyter","Vitale Mystik","978-3-11-075355-4",NA,"978-3-11-075355-4","http://creativecommons.org/licenses/by/4.0",TRUE,TRUE
"HU Berlin",2022,2900,"10.30819/5490",FALSE,"Logos Verlag Berlin","Forschungsdatenmanagement in der Informatik","978-3-8325-5490-3","978-3-8325-5490-3",NA,"https://creativecommons.org/licenses/by/4.0",TRUE,TRUE
"HU Berlin",2022,9934.72,"10.11116/9789461664693",FALSE,"Leuven University Press","Absent Presences in the Colonial Archive","978-94-6166-469-3","978-94-6166-469-3",NA,"https://creativecommons.org/licenses/by/4.0/",TRUE,FALSE
"HU Berlin",2022,9735.2,"10.11116/9789461664242",FALSE,"Leuven University Press","Working Through Colonial Collections","978-94-6166-424-2","978-94-6166-424-2",NA,"https://creativecommons.org/licenses/by/4.0/",TRUE,FALSE
"HU Berlin",2022,3999.99,"10.56715/398634130",FALSE,"Verlag Westfälisches Dampfboot","Von Ein- und Ausschlüssen in Europa","978-3-98634-130-5","978-3-98634-130-5",NA,"https://creativecommons.org/licenses/by/4.0/",TRUE,FALSE
"HU Berlin",2022,5500,"10.3224/84742521",FALSE,"Verlag Barbara Budrich","Feministische Visionen vor und nach 1989","978-3-8474-2521-2","978-3-8474-2521-2",NA,"https://creativecommons.org/licenses/by/4.0/deed.de",TRUE,TRUE
"HU Berlin",2022,8961.85,"10.5771/9783968218991",FALSE,"Rombach Wissenschaft","Widerspenstige Hände","978-3-96821-899-1","978-3-96821-899-1",NA,"https://creativecommons.org/licenses/by/4.0/",TRUE,TRUE
"HU Berlin",2022,6640.2,"10.14361/9783839466261",FALSE,"transcript Verlag","Digitalität tanzen!","978-3-8376-6626-7","978-3-8376-6626-7","978-3-8394-6626-1","https://creativecommons.org/licenses/by-sa/4.0/",TRUE,TRUE
"HU Berlin",2022,8403.07,"10.1515/9783110759112",FALSE,"De Gruyter","Vom Hymnus zum Gebet","978-3-11-075911-2",NA,"978-3-11-075911-2","http://creativecommons.org/licenses/by/4.0",TRUE,FALSE
