pos;institution_name;journal_title;eissn;doi;url;accepted;par_fee;initial_opt-out
1;Universität Mannheim;JOURNAL OF OCCUPATIONAL AND ORGANIZATIONAL PSYCHOLOGY;2044-8325;10.1111/joop.12403;https://doi.org/10.1111/joop.12403;11.08.2022;2750;optin
2;Universität Mannheim;PERSONNEL PSYCHOLOGY;1744-6570;10.1111/peps.12572;https://doi.org/10.1111/peps.12572;21.12.2022;2750;optin
3;Universität Mannheim;PSYCHOLOGY & MARKETING;1520-6793;10.1002/mar.21770;https://doi.org/10.1002/mar.21770;23.11.2022;2750;optin
4;Universität Mannheim;INTERNATIONAL MIGRATION;1468-2435;10.1111/imig.13079;https://doi.org/10.1111/imig.13079;12.10.2022;2750;optin
5;Universität Mannheim;JOURNAL OF ORGANIZATIONAL BEHAVIOR;1099-1379;10.1002/job.2615;https://doi.org/10.1002/job.2615;21.02.2022;2750;optin
6;Universität Mannheim;EUROPEAN JOURNAL OF POLITICAL RESEARCH;1475-6765;10.1111/1475-6765.12525;https://doi.org/10.1111/1475-6765.12525;28.01.2022;2750;optin
7;Universität Mannheim;EUROPEAN JOURNAL OF POLITICAL RESEARCH;1475-6765;10.1111/1475-6765.12547;https://doi.org/10.1111/1475-6765.12547;19.07.2022;2750;optin
8;Universität Mannheim;JOURNAL OF COMPUTER ASSISTED LEARNING;1365-2729;10.1111/jcal.12744;https://doi.org/10.1111/jcal.12744;01.09.2022;2750;optin
9;Universität Mannheim;BRITISH JOURNAL OF EDUCATIONAL PSYCHOLOGY;2044-8279;10.1111/bjep.12522;https://doi.org/10.1111/bjep.12522;17.05.2022;2750;optin
10;Universität Mannheim;STUDIES IN APPLIED MATHEMATICS;1467-9590;10.1111/sapm.12560;https://doi.org/10.1111/sapm.12560;23.12.2022;2750;optin
11;Universität Mannheim;JOURNAL OF THE ROYAL STATISTICAL SOCIETY: SERIES A (STATISTICS IN SOCIETY);1467-985X;10.1111/rssa.12827;https://doi.org/10.1111/rssa.12827;24.01.2022;2750;optin
12;Universität Mannheim;INTERNATIONAL ECONOMIC REVIEW;1468-2354;10.1111/iere.12602;https://doi.org/10.1111/iere.12602;13.07.2022;2750;optin
13;Universität Mannheim;THE ECONOMIC HISTORY REVIEW;1468-0289;10.1111/ehr.13230;https://doi.org/10.1111/ehr.13230;26.11.2022;2750;optin
14;Universität Mannheim;JOURNAL OF RISK AND INSURANCE;1539-6975;10.1111/jori.12392;https://doi.org/10.1111/jori.12392;23.05.2022;2750;optin
15;Universität Mannheim;HUMAN RESOURCE MANAGEMENT;1099-050X;10.1002/hrm.22146;https://doi.org/10.1002/hrm.22146;05.09.2022;2750;optin
16;Universität Mannheim;APPLIED PSYCHOLOGY;1464-0597;10.1111/apps.12447;https://doi.org/10.1111/apps.12447;23.10.2022;2750;optin
17;Universität Mannheim;NATIONS AND NATIONALISM;1469-8129;10.1111/nana.12947;https://doi.org/10.1111/nana.12947;18.11.2022;2750;optin
18;Universität Mannheim;JOURNAL OF COMPUTER ASSISTED LEARNING;1365-2729;10.1111/jcal.12770;https://doi.org/10.1111/jcal.12770;03.12.2022;2750;optin
19;Universität Mannheim;JOURNAL OF THE ROYAL STATISTICAL SOCIETY: SERIES A (STATISTICS IN SOCIETY);1467-985X;10.1111/rssa.12846;https://doi.org/10.1111/rssa.12846;26.02.2022;2750;optin
20;Universität Mannheim;EUROPEAN POLICY ANALYSIS;2380-6567;10.1002/epa2.1152;https://doi.org/10.1002/epa2.1152;17.05.2022;2750;optin
