institution_ror,institution,period,euro,doi,is_hybrid,type,contract_primary_identifier,contract_group_id,external_costsplitting,gold-oa,vat,colour charge,cover charge,hybrid-oa,other,page charge,permission,publication charge,reprint,submission fee,payment fee,url
https://ror.org/02h2x0161,GEOMAR,2023,815.8,10.1007/s00216-023-04634-6,TRUE,journal article,sn2020deal,02h2x0161_sn2020deal_2023,false,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/02h2x0161,GEOMAR,2023,815.8,10.1007/s00227-023-04180-w,TRUE,journal article,sn2020deal,02h2x0161_sn2020deal_2023,false,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/02h2x0161,GEOMAR,2023,815.8,10.1007/s00227-023-04249-6,TRUE,journal article,sn2020deal,02h2x0161_sn2020deal_2023,false,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/02h2x0161,GEOMAR,2023,815.8,10.1007/s00227-023-04261-w,TRUE,journal article,sn2020deal,02h2x0161_sn2020deal_2023,false,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/02h2x0161,GEOMAR,2023,815.8,10.1007/s00227-023-04310-4,TRUE,journal article,sn2020deal,02h2x0161_sn2020deal_2023,false,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/02h2x0161,GEOMAR,2023,815.8,10.1007/s00382-023-06821-8,TRUE,journal article,sn2020deal,02h2x0161_sn2020deal_2023,false,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/02h2x0161,GEOMAR,2023,815.8,10.1007/s00531-023-02349-8,TRUE,journal article,sn2020deal,02h2x0161_sn2020deal_2023,false,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/02h2x0161,GEOMAR,2023,815.8,10.1007/s10530-023-03196-z,TRUE,journal article,sn2020deal,02h2x0161_sn2020deal_2023,false,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/02h2x0161,GEOMAR,2023,815.8,10.1007/s11004-023-10071-z,TRUE,journal article,sn2020deal,02h2x0161_sn2020deal_2023,false,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/02h2x0161,GEOMAR,2023,815.8,10.1038/s41467-023-39585-0,TRUE,journal article,sn2020deal,02h2x0161_sn2020deal_2023,false,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA
