institution_ror,institution,period,euro,doi,is_hybrid,type,contract_primary_identifier,contract_group_id,external_costsplitting,gold-oa,vat,colour charge,cover charge,hybrid-oa,other,page charge,permission,publication charge,reprint,submission fee,payment fee,url
https://ror.org/042aqky30,TU Dresden,2023,5000.0,10.1103/physrevd.107.085008,TRUE,journal article,NA,NA,false,NA,NA,NA,NA,5000.0,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/042aqky30,TU Dresden,2023,5000.0,10.1103/physrevd.108.095027,TRUE,journal article,NA,NA,false,NA,NA,NA,NA,5000.0,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/042aqky30,TU Dresden,2023,NA,10.1210/clinem/dgad515,NA,journal article,NA,NA,false,NA,NA,468.86,NA,NA,NA,1213.8,NA,NA,NA,NA,NA,NA
https://ror.org/042aqky30,TU Dresden,2023,NA,10.1109/tcsi.2023.3264996,NA,journal article,NA,NA,false,NA,NA,NA,NA,NA,NA,405.17,NA,NA,NA,NA,NA,NA
https://ror.org/042aqky30,TU Dresden,2022,NA,10.1210/clinem/dgac390,NA,journal article,NA,NA,false,NA,NA,NA,NA,NA,NA,1225.7,NA,NA,NA,NA,NA,NA
https://ror.org/042aqky30,TU Dresden,2023,NA,10.18420/muc2023-mci-ws16-385,NA,journal article,NA,NA,false,NA,NA,NA,NA,NA,41.65,NA,NA,NA,NA,NA,NA,NA
https://ror.org/042aqky30,TU Dresden,2022,NA,10.1152/jn.00537.2021,NA,journal article,NA,NA,false,NA,NA,NA,NA,NA,17.5,NA,NA,1168.78,NA,NA,NA,NA
https://ror.org/042aqky30,TU Dresden,2022,NA,10.1016/j.immuni.2022.03.008,NA,journal article,NA,NA,false,NA,NA,NA,NA,NA,NA,NA,NA,2808.58,NA,NA,NA,NA
https://ror.org/042aqky30,TU Dresden,2023,NA,10.1109/tmtt.2023.3300180,NA,journal article,NA,NA,false,NA,NA,NA,NA,NA,NA,503.73,NA,NA,NA,NA,NA,NA
https://ror.org/042aqky30,TU Dresden,2023,NA,10.1152/ajpendo.00259.2022,NA,journal article,NA,NA,false,NA,NA,NA,NA,NA,NA,NA,NA,1072.32,NA,NA,NA,NA
