institution_ror,institution,period,euro,doi,is_hybrid,type,contract_primary_identifier,contract_group_id,external_costsplitting,gold-oa,vat,colour charge,cover charge,hybrid-oa,other,page charge,permission,publication charge,reprint,submission fee,payment fee,url
https://ror.org/01jdpyv68,Saarland U,2023,4444.23,10.1111/twec.13431,TRUE,journal article,wiley2019deal,01jdpyv68_wiley2019deal_2023,false,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA
https://ror.org/01jdpyv68,Saarland U,2023,4444.23,10.1111/ans.18596,TRUE,journal article,wiley2019deal,01jdpyv68_wiley2019deal_2023,false,NA,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA
https://ror.org/01jdpyv68,Saarland U,2023,4444.23,10.1111/cogs.13385,TRUE,journal article,wiley2019deal,01jdpyv68_wiley2019deal_2023,false,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/01jdpyv68,Saarland U,2023,4444.23,10.1111/psyp.14302,TRUE,journal article,wiley2019deal,01jdpyv68_wiley2019deal_2023,false,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/01jdpyv68,Saarland U,2023,4444.23,10.1111/ijsa.12423,TRUE,journal article,wiley2019deal,01jdpyv68_wiley2019deal_2023,false,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/01jdpyv68,Saarland U,2023,4444.23,10.1111/spc3.12733,TRUE,journal article,wiley2019deal,01jdpyv68_wiley2019deal_2023,false,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/01jdpyv68,Saarland U,2023,4444.23,10.1111/fima.12438,TRUE,journal article,wiley2019deal,01jdpyv68_wiley2019deal_2023,false,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/01jdpyv68,Saarland U,2023,4444.23,10.1111/bjep.12595,TRUE,journal article,wiley2019deal,01jdpyv68_wiley2019deal_2023,false,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/01jdpyv68,Saarland U,2023,4444.23,10.1002/smi.3227,TRUE,journal article,wiley2019deal,01jdpyv68_wiley2019deal_2023,false,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/01jdpyv68,Saarland U,2023,4444.23,10.1111/basr.12332,TRUE,journal article,wiley2019deal,01jdpyv68_wiley2019deal_2023,false,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/01jdpyv68,Saarland U,2023,4444.23,10.1002/mde.3943,TRUE,journal article,wiley2019deal,01jdpyv68_wiley2019deal_2023,false,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/01jdpyv68,Saarland U,2023,4444.23,10.1111/aos.16614,TRUE,journal article,wiley2019deal,01jdpyv68_wiley2019deal_2023,false,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/01jdpyv68,Saarland U,2023,4444.23,10.1111/aos.15664,TRUE,journal article,wiley2019deal,01jdpyv68_wiley2019deal_2023,false,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/01jdpyv68,Saarland U,2023,4444.23,10.1111/aos.15666,TRUE,journal article,wiley2019deal,01jdpyv68_wiley2019deal_2023,false,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/01jdpyv68,Saarland U,2023,4444.23,10.1111/eci.14068,TRUE,journal article,wiley2019deal,01jdpyv68_wiley2019deal_2023,false,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/01jdpyv68,Saarland U,2023,4444.23,10.1111/jog.15555,TRUE,journal article,wiley2019deal,01jdpyv68_wiley2019deal_2023,false,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/01jdpyv68,Saarland U,2023,4444.23,10.1002/adhm.202300931,TRUE,journal article,wiley2019deal,01jdpyv68_wiley2019deal_2023,false,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/01jdpyv68,Saarland U,2023,4444.23,10.1113/jp284066,TRUE,journal article,wiley2019deal,01jdpyv68_wiley2019deal_2023,false,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/01jdpyv68,Saarland U,2023,4444.23,10.1113/jp282307,TRUE,journal article,wiley2019deal,01jdpyv68_wiley2019deal_2023,false,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/01jdpyv68,Saarland U,2023,4444.23,10.1111/aos.16611,TRUE,journal article,wiley2019deal,01jdpyv68_wiley2019deal_2023,false,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/01jdpyv68,Saarland U,2023,4444.23,10.1002/eji.202350505,TRUE,journal article,wiley2019deal,01jdpyv68_wiley2019deal_2023,false,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/01jdpyv68,Saarland U,2023,4444.23,10.1002/dta.3546,TRUE,journal article,wiley2019deal,01jdpyv68_wiley2019deal_2023,false,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/01jdpyv68,Saarland U,2023,4444.23,10.1111/pace.14836,TRUE,journal article,wiley2019deal,01jdpyv68_wiley2019deal_2023,false,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/01jdpyv68,Saarland U,2023,4444.23,10.1002/dvdy.582,TRUE,journal article,wiley2019deal,01jdpyv68_wiley2019deal_2023,false,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/01jdpyv68,Saarland U,2023,4444.23,10.1111/aas.14201,TRUE,journal article,wiley2019deal,01jdpyv68_wiley2019deal_2023,false,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/01jdpyv68,Saarland U,2023,4444.23,10.1111/aos.15726,TRUE,journal article,wiley2019deal,01jdpyv68_wiley2019deal_2023,false,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/01jdpyv68,Saarland U,2023,4444.23,10.1002/dta.3608,TRUE,journal article,wiley2019deal,01jdpyv68_wiley2019deal_2023,false,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/01jdpyv68,Saarland U,2023,4444.23,10.1111/febs.17034,TRUE,journal article,wiley2019deal,01jdpyv68_wiley2019deal_2023,false,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/01jdpyv68,Saarland U,2023,4444.23,10.1002/ijgo.15030,TRUE,journal article,wiley2019deal,01jdpyv68_wiley2019deal_2023,false,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/01jdpyv68,Saarland U,2023,4444.23,10.1111/cyt.13310,TRUE,journal article,wiley2019deal,01jdpyv68_wiley2019deal_2023,false,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/01jdpyv68,Saarland U,2023,4444.23,10.1002/cncy.22800,TRUE,journal article,wiley2019deal,01jdpyv68_wiley2019deal_2023,false,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/01jdpyv68,Saarland U,2023,4444.23,10.1002/ijc.34745,TRUE,journal article,wiley2019deal,01jdpyv68_wiley2019deal_2023,false,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/01jdpyv68,Saarland U,2023,4444.23,10.1111/eci.13960,TRUE,journal article,wiley2019deal,01jdpyv68_wiley2019deal_2023,false,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/01jdpyv68,Saarland U,2023,4444.23,10.1111/eci.14035,TRUE,journal article,wiley2019deal,01jdpyv68_wiley2019deal_2023,false,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA
