institution;period;euro;doi;is_hybrid;publisher;journal_full_title ;issn
IPN - Leibniz  Kiel;2018;194,74;10.1177/2332858418782967 ;FALSE;SAGE Publishing;AERA Open;2332-8584
IPN - Leibniz  Kiel;2018;2478,77;N.N.;TRUE;WILEY;Applied Cognitive Psychology;0880-4080
IPN - Leibniz  Kiel;2018;2659,03;10.1177/0013164417749679;TRUE;SAGE Publishing;Educational and Psychological Measurement;0013-1644
IPN - Leibniz  Kiel;2018;2975,00;10.1002/per.2171;TRUE;WILEY;European Journal of Personality;0890-2070
IPN - Leibniz  Kiel;2018;1356,60;10.1186/s12052-018-0089-3;FALSE;BMC;Evolution: Education and Outreach;1936-6434
IPN - Leibniz  Kiel;2018;2231,25;N.N.;TRUE;Hogrefe;FrÅhe Bildung;2191-9186
IPN - Leibniz  Kiel;2018;2618,00;10.1007/s11251-018-9457-1;TRUE;Springer;Instructional Science;0020-4277
IPN - Leibniz  Kiel;2018;1272,56;10.1016/j.ijedudev.2018.08.001;TRUE;Elsevier;International Journal of Educational Development;0738-0593
IPN - Leibniz  Kiel;2018;2161,25;10.1080/09500693.2018.1497217;TRUE;Taylor  Francis;International Journal of Science Education;0950-0693
IPN - Leibniz  Kiel;2018;2618,00;10.1007/s13138-018-0127-2;TRUE;Springer ;Journal fÅr Mathematik-Didaktik;0173-5322
IPN - Leibniz  Kiel;2018;2975,00;10.1111/jopy.12418;TRUE;WILEY;Journal of Personality;0022-3506
IPN - Leibniz  Kiel;2018;1636,00;10.1002/tea.21482;TRUE;WILEY;Journal of Research in Science Teaching;0022-4308
IPN - Leibniz  Kiel;2018;3272,50;10.1002/tea.21475;TRUE;WILEY;Journal of Research in Science Teaching;#NAME?
IPN - Leibniz  Kiel;2018;1156,79;10.1016/j.lindif.2018.08.007;TRUE;Elsevier;Learning and Individual Differences;1041-6080
IPN - Leibniz  Kiel;2018;1156,79;10.1016/j.lindif.2018.01.008;TRUE;Elsevier;Learning and Individual Differences;1041-6080
IPN - Leibniz  Kiel;2018;1130,50;10.1016/j.lindif.2018.11.005;TRUE;Elsevier;Learning and Individual Differences;1041-6080
IPN - Leibniz  Kiel;2018;1908,84;10.1016/j.learninstruc.2018.01.002;TRUE;Elsevier;Learning and Instruction;0959-4752
IPN - Leibniz  Kiel;2018;1892,93;10.1016/j.learninstruc.2018.05.006;TRUE;Elsevier;Learning and Instruction;0959-4752
IPN - Leibniz  Kiel;2018;2161,25;10.1080/00273171.2018.1534678;TRUE;Taylor  Francis;Multivariate Behavioral Research;1532-7906
IPN - Leibniz  Kiel;2018;1665,89;10.1103/PhysRevPhysEducRes.14.020113;FALSE;APS;Physical Review Physics Education Research;2469-9896
IPN - Leibniz  Kiel;2018;1595,00;10.1371/journal.pone.0207252;FALSE;PLoS;PLoS ONE;1932-6203
IPN - Leibniz  Kiel;2018;1130,50;10.2378/peu2018.art22d;TRUE;Ernst Reinhard Verlag;Psychologie in Erziehung und Unterricht;0342-183X
IPN - Leibniz  Kiel;2018;1908,84;10.1016/j.stueduc.2018.09.002;TRUE;Elsevier;Studies in Educational Evaluation;0191-491X
IPN - Leibniz  Kiel;2018;1908,84;10.1016/j.stueduc.2018.07.005;TRUE;Elsevier;Studies in Educational Evaluation;0191-491X
IPN - Leibniz  Kiel;2018;496,97;10.3390/su10103455;FALSE;MDPI;Sustainability;2071-1050
IPN - Leibniz  Kiel;2018;1244,10;10.3390/su10113876;FALSE;MDPI;Sustainability;2071-1050
IPN - Leibniz  Kiel;2018;2618,00;10.1007/s35834-018-0225-8;TRUE;Springer Fachmedien Wiesbaden;Zeitschrift fÅr Bildungsforschung;2190-6890
IPN - Leibniz  Kiel;2018;2618,00;10.1007/s35834-018-0204-0;TRUE;Springer Fachmedien Wiesbaden;Zeitschrift fÅr Bildungsforschung;2190-6890
IPN - Leibniz  Kiel;2018;2975,00;10.1024/1010-0652/a000216;TRUE;Hogrefe Verlag;Zeitschrift fÅr PÑdagogische Psychologie;1010-0652
