institution;period;euro;doi;is_hybrid;publisher;journal_full_title
TU Wien;2019;1622.40;10.1186/s40694-019-0078-5;FALSE;BioMed Central;Fungal Biology and Biotechnology
TU Wien;2019;1008.00;10.1007/s41109-019-0213-5;FALSE;Springer Open;Applied Network Science
TU Wien;2019;743.40;10.1080/21693277.2019.1619102;FALSE;Taylor & Francis;Production & Manufacturing Research 
TU Wien;2019;2494.80;10.5194/hess-23-897-2019;FALSE;Copernicus;Hydrology and Earth System Sciences (HESS)
TU Wien;2019;2335.87;10.1364/BOE.10.001841;FALSE;OSA;Biomedical Optics Express
TU Wien;2019;1788.00;10.1038/s41598-019-41273-3;FALSE;Springer Nature;Scientific Reports
TU Wien;2019;261.75;10.1107/S2056989019002081;FALSE;International Union of Crystallography;Acta Crystallographica Section E: Crystallographic Communications
TU Wien;2019;2232.00;10.5194/bg-16-57-2019;FALSE;Copernicus;Biogeosciences
TU Wien;2019;2686.96;10.1364/OE.27.011930;FALSE;OSA;Optics Express
TU Wien;2019;2902.52;10.3389/fnins.2019.00854 ;FALSE;Frontiers;Frontiers in Neuroscience
TU Wien;2019;2902.52;10.3389/fnins.2019.00772;FALSE;Frontiers;Frontiers in Neuroscience
TU Wien;2019;1714.80;10.1002/ese3.450;FALSE;Wiley;Energy Science & Engineering
TU Wien;2019;1020.22;10.1039/C9RA02491C;FALSE;RSC;RSC Advances
TU Wien;2019;2092.66;10.3389/fenrg.2019.00124 ;FALSE;Frontiers;Frontiers in Energy Research
TU Wien;2019;163.29;10.20525/ijrbs.v8i6.515;FALSE;Ümit Hac?o?lu;International Journal of Research In Business and Social Science
TU Wien;2019;400.00;10.36900/suburban.v7i3.516;FALSE;suburban : zeitschrift für kritische stadtforschung;suburban : zeitschrift für kritische stadtforschung
TU Wien;2019;162.37;10.20525/ijrbs.v9i1.587;FALSE;Ümit Hac?o?lu;International Journal of Research In Business and Social Science
TU Wien;2019;1357.48;10.3390/en12030508;FALSE;MDPI;Energies
TU Wien;2019;1147.78;10.3390/s19020374;FALSE;MDPI;Sensors
