"INSTITUTION","PERIOD","AGREEMENT","DOI","IS_HIBRID","PUBLISHER","JOURNAL_FULL_TITLE","ISSN"
"University of Milan",2021,"University of Milan - Springer","10.1007/s00405-021-07035-6",1,"Springer","EUROPEAN ARCHIVES OF OTO-RHINO-LARYNGOLOGY","0937-4477"
"University of Milan",2021,"University of Milan - Springer","10.1007/s00233-021-10179-w",1,"Springer","SEMIGROUP FORUM","0037-1912"
"University of Milan",2021,"University of Milan - Springer","10.1007/s40620-021-01100-3",1,"Springer","JN. JOURNAL OF NEPHROLOGY","1121-8428"
"University of Milan",2021,"University of Milan - Springer","10.1007/s00455-021-10257-9",1,"Springer Nature","DYSPHAGIA","0179-051X"
"University of Milan",2021,"University of Milan - Springer","10.1007/s00271-020-00718-8",1,"Springer","IRRIGATION SCIENCE","0342-7188"
"University of Milan",2021,"University of Milan - Springer","10.1007/s10479-021-04010-6",1,"Springer","ANNALS OF OPERATIONS RESEARCH","0254-5330"
"University of Milan",2021,"University of Milan - Springer","10.1007/s10815-021-02268-0",1,"Springer","JOURNAL OF ASSISTED REPRODUCTION AND GENETICS","1058-0468"
"University of Milan",2021,"University of Milan - Springer","10.1007/s12024-021-00373-1",1,"Springer","FORENSIC SCIENCE, MEDICINE AND PATHOLOGY","1547-769X"
"University of Milan",2021,"University of Milan - Springer","10.1007/s11274-021-03027-0",1,"Springer Science and Business Media B.V.","WORLD JOURNAL OF MICROBIOLOGY & BIOTECHNOLOGY","0959-3993"
"University of Milan",2021,"University of Milan - Springer","10.1007/s11051-021-05272-8",1,"Springer","JOURNAL OF NANOPARTICLE RESEARCH","1388-0764"
"University of Milan",2021,"University of Milan - Springer","10.1007/s00521-021-05798-x",1,"Springer","NEURAL COMPUTING & APPLICATIONS","0941-0643"
"University of Milan",2021,"University of Milan - Springer","10.1007/s10278-021-00498-3",1,"Springer Science and Business Media Deutschland GmbH","JOURNAL OF DIGITAL IMAGING","0897-1889"
"University of Milan",2021,"University of Milan - Springer","10.1007/s00330-021-08125-z",1,"Springer Science and Business Media Deutschland GmbH","EUROPEAN RADIOLOGY","0938-7994"
