"INSTITUTION","PERIOD","AGREEMENT","DOI","IS_HIBRID","PUBLISHER","JOURNAL_FULL_TITLE","ISSN"
"University of Milan",2022,"University of Milan - Cambridge University Press","10.1017/S0029665122002683","TRUE","Cambridge University Press","Proceedings of the Nutrition Society","1475-2719"
"University of Milan",2022,"University of Milan - Cambridge University Press","10.1017/fms.2022.51","FALSE","Cambridge University Press","Forum of Mathematics, Sigma","2050-5094"
"University of Milan",2022,"University of Milan - Cambridge University Press","10.1017/S2045796021000834","FALSE","Cambridge University Press","Epidemiology and Psychiatric Sciences","2045-7979"
"University of Milan",2022,"University of Milan - Cambridge University Press","10.1017/ajil.2022.60","TRUE","Cambridge University Press","American Journal of International Law","2161-7953"
"University of Milan",2022,"University of Milan - Cambridge University Press","10.1180/mgm.2022.31","TRUE","Cambridge University Press","Mineralogical Magazine","1471-8022"
"University of Milan",2022,"University of Milan - Cambridge University Press","10.1180/mgm.2022.129","TRUE","Cambridge University Press","Mineralogical Magazine","1471-8022"
"University of Milan",2022,"University of Milan - Cambridge University Press","10.1017/jwe.2022.21","FALSE","Cambridge University Press","Journal of Wine Economics","1931-437X"
"University of Milan",2022,"University of Milan - Cambridge University Press","10.1017/qua.2022.62","TRUE","Cambridge University Press","Quaternary Research","1096-0287"
"University of Milan",2022,"University of Milan - Cambridge University Press","10.1017/S1369415422000437","TRUE","Cambridge University Press","Kantian Review","2044-2394"
"University of Milan",2022,"University of Milan - Cambridge University Press","10.1017/S0963926821001012","TRUE","Cambridge University Press","Urban History","1469-8706"
"University of Milan",2022,"University of Milan - Cambridge University Press","10.1017/thg.2022.19","TRUE","Cambridge University Press","Twin Research and Human Genetics","1839-2628"
"University of Milan",2022,"University of Milan - Cambridge University Press","10.1017/S0007114522002872","TRUE","Cambridge University Press","British Journal of Nutrition","1475-2662 "
"University of Milan",2022,"University of Milan - Cambridge University Press","10.1017/ipo.2022.9","TRUE","Cambridge University Press","Italian Political Science Review / Rivista Italiana di Scienza Politica","2057-4908"
"University of Milan",2022,"University of Milan - Cambridge University Press","10.1017/psa.2021.35","TRUE","Cambridge University Press","Philosophy of Science","1539-767X"
"University of Milan",2022,"University of Milan - Cambridge University Press","10.1017/S0960777321000552","TRUE","Cambridge University Press","Contemporary European History","1469-2171"
"University of Milan",2022,"University of Milan - Cambridge University Press","10.1017/ics.2022.17","TRUE","Cambridge University Press","Journal of International and Comparative Social Policy","2169-978X"
"University of Milan",2022,"University of Milan - Cambridge University Press","10.1017/mit.2022.21","TRUE","Cambridge University Press","Modern Italy","1469-9877"
"University of Milan",2022,"University of Milan - Cambridge University Press","10.1017/jsl.2022.17","TRUE","Cambridge University Press","Journal of Symbolic Logic","1943-5886"
"University of Milan",2022,"University of Milan - Cambridge University Press","10.1017/mdh.2021.40","TRUE","Cambridge University Press","Medical History","2048-8343"
"University of Milan",2022,"University of Milan - Cambridge University Press","10.1017/S0004972722000363","TRUE","Cambridge University Press","Bulletin of the Australian Mathematical Society","1755-1633"
"University of Milan",2022,"University of Milan - Cambridge University Press","10.1180/mgm.2022.5","TRUE","Cambridge University Press","Mineralogical Magazine","1471-8022"
"University of Milan",2022,"University of Milan - Cambridge University Press","10.1017/ipo.2022.17","TRUE","Cambridge University Press","Italian Political Science Review / Rivista Italiana di Scienza Politica","2057-4908"
"University of Milan",2022,"University of Milan - Cambridge University Press","10.1017/S0016756822000991","TRUE","Cambridge University Press","Geological Magazine","1469-5081"
"University of Milan",2022,"University of Milan - Cambridge University Press","10.1017/S0007114522000939","TRUE","Cambridge University Press","British Journal of Nutrition","1475-2662 "
"University of Milan",2022,"University of Milan - Cambridge University Press","10.1017/fms.2022.82","FALSE","Cambridge University Press","Forum of Mathematics, Sigma","2050-5094"
