"institution";"period";"euro";"doi";"is_hybrid";"publisher";"journal_full_title";"issn/isbn";"issn_print";"issn_electronic";"url"
"IRD - Institut de Recherche pour le Développement";2024;2645,00;"10.1186/s12884-024-06257-w";"FALSE";;;;;;
"IRD - Institut de Recherche pour le Développement";2024;2345,00;"10.1038/s41598-024-57564-3";"FALSE";;;;;;
"IRD - Institut de Recherche pour le Développement";2024;1050,00;"10.17645/oas.9321";"FALSE";;;;;;
"IRD - Institut de Recherche pour le Développement";2024;1922,40;"10.3390/cli12120211";"FALSE";;;;;;
"IRD - Institut de Recherche pour le Développement";2024;2145,00;"10.1038/s41598-023-28815-6";"FALSE";;;;;;
"IRD - Institut de Recherche pour le Développement";2024;1347,94;"10.1016/j.ijid.2023.04.405";"FALSE";;;;;;
"IRD - Institut de Recherche pour le Développement";2024;2515,91;"10.3390/microorganisms11102437";"FALSE";;;;;;
"IRD - Institut de Recherche pour le Développement";2024;989,14;"10.5334/cstp.481";"FALSE";;;;;;
"IRD - Institut de Recherche pour le Développement";2024;1875,64;"10.3791/65877";"TRUE";;;;;;
"IRD - Institut de Recherche pour le Développement";2024;1092,26;"10.3390/w15203597";"FALSE";;;;;;
"IRD - Institut de Recherche pour le Développement";2024;2751,30;"10.3390/pathogens12101272";"FALSE";;;;;;
"IRD - Institut de Recherche pour le Développement";2024;2331,62;"10.3390/v15122333";"FALSE";;;;;;
"IRD - Institut de Recherche pour le Développement";2024;2482,10;"10.1371/journal.pntd.0011413";"FALSE";;;;;;
"IRD - Institut de Recherche pour le Développement";2024;1400,00;"10.5194/essd-16-667-2024";"FALSE";;;;;;
"IRD - Institut de Recherche pour le Développement";2024;3500,00;"10.1093/ismejo/wrad026";"TRUE";;;;;;
"IRD - Institut de Recherche pour le Développement";2024;2075,11;"10.1016/j.envsci.2023.103649";"TRUE";;;;;;
"IRD - Institut de Recherche pour le Développement";2024;2217,90;"10.3390/jof9111099";"FALSE";;;;;;
"IRD - Institut de Recherche pour le Développement";2024;2864,33;"10.1093/ve/vead077";"FALSE";;;;;;
"IRD - Institut de Recherche pour le Développement";2024;1945,00;"10.1038/s41597-023-02848-y";"FALSE";;;;;;
"IRD - Institut de Recherche pour le Développement";2024;2511,00;"10.5194/bg-19-137-2022";"FALSE";;;;;;
"IRD - Institut de Recherche pour le Développement";2024;916,39;"10.1016/j.puhip.2023.100459";"FALSE";;;;;;
"IRD - Institut de Recherche pour le Développement";2024;2845,00;"10.1186/s12885-024-11825-6";"FALSE";;;;;;
"IRD - Institut de Recherche pour le Développement";2024;1820,60;"10.7554/elife.86169";"FALSE";;;;;;
"IRD - Institut de Recherche pour le Développement";2024;1302,00;"10.5194/bg-20-5229-2023";"FALSE";;;;;;
"IRD - Institut de Recherche pour le Développement";2024;455,15;"10.4236/ijg.2024.153016";"FALSE";;;;;;
"IRD - Institut de Recherche pour le Développement";2024;150,00;"10.60881/bszf149-1-3";"FALSE";;;;;;
"IRD - Institut de Recherche pour le Développement";2024;1129,19;"10.1016/j.gecco.2023.e02732";"FALSE";;;;;;
"IRD - Institut de Recherche pour le Développement";2024;2999,43;"10.3389/fmars.2024.1299071";"FALSE";;;;;;
"IRD - Institut de Recherche pour le Développement";2024;2345,00;"10.1038/s41598-024-52580-9";"FALSE";;;;;;
"IRD - Institut de Recherche pour le Développement";2024;2245,00;"10.1038/s41598-023-48612-5";"FALSE";;;;;;
"IRD - Institut de Recherche pour le Développement";2024;2345,00;"10.1038/s41598-024-55247-7";"FALSE";;;;;;
"IRD - Institut de Recherche pour le Développement";2024;1885,00;"10.1080/10095020.2024.2314558";"FALSE";;;;;;
"IRD - Institut de Recherche pour le Développement";2024;2220,48;"10.1128/spectrum.00287-24";"FALSE";;;;;;
"IRD - Institut de Recherche pour le Développement";2024;2304,00;"10.1093/nargab/lqad011";"FALSE";;;;;;
"IRD - Institut de Recherche pour le Développement";2024;2645,00;"10.1186/s12870-024-04890-3";"FALSE";;;;;;
"IRD - Institut de Recherche pour le Développement";2024;1927,31;"10.1016/j.biocon.2023.110434";"TRUE";;;;;;
"IRD - Institut de Recherche pour le Développement";2024;1600,00;"10.5194/gmd-17-1831-2024";"FALSE";;;;;;
"IRD - Institut de Recherche pour le Développement";2024;2045,00;"10.1038/s41597-024-03162-x";"FALSE";;;;;;
"IRD - Institut de Recherche pour le Développement";2024;2645,00;"10.1007/s00190-024-01839-0";"TRUE";;;;;;
"IRD - Institut de Recherche pour le Développement";2024;2345,00;"10.1038/s41598-024-58803-3";"FALSE";;;;;;
"IRD - Institut de Recherche pour le Développement";2024;2345,00;"10.1038/s41598-024-59513-6";"FALSE";;;;;;
"IRD - Institut de Recherche pour le Développement";2024;2743,68;"10.3389/fimmu.2024.1358853";"FALSE";;;;;;
"IRD - Institut de Recherche pour le Développement";2024;3010,00;"10.1111/eva.13693";"FALSE";;;;;;
