"institution","period","euro","doi","is_hybrid","publisher","journal_full_title","issn","issn_print","issn_electronic","license_ref","indexed_in_crossref","pmid","pmcid","ut","url","doaj"
"FWF - Austrian Science Fund",2014,1811.55,"10.1074/jbc.M113.489013",TRUE,"American Society for Biochemistry & Molecular Biology (ASBMB)","Journal of Biological Chemistry","0021-9258","0021-9258","1083-351X",NA,TRUE,"24165129","PMC3853304",NA,NA,FALSE
"FWF - Austrian Science Fund",2014,2250,"10.2166/wst.2014.032",TRUE,"IWA Publishing","Water Science & Technology","0273-1223","0273-1223",NA,NA,TRUE,"24647204",NA,NA,NA,FALSE
"FWF - Austrian Science Fund",2014,1612.85,"10.1016/j.bpj.2014.02.017",TRUE,"Elsevier BV","Biophysical Journal","00063495","00063495",NA,"http://www.elsevier.com/tdm/userlicense/1.0/",TRUE,"24703308","PMC3976517",NA,NA,FALSE
"FWF - Austrian Science Fund",2014,1495.63,"10.1074/jbc.M113.505685",TRUE,"American Society for Biochemistry & Molecular Biology (ASBMB)","Journal of Biological Chemistry","0021-9258","0021-9258","1083-351X",NA,TRUE,"24509856","PMC3979375",NA,NA,FALSE
"FWF - Austrian Science Fund",2014,2556,"10.1093/nar/gku844",FALSE,"Oxford University Press (OUP)","Nucleic Acids Research","0305-1048","0305-1048","1362-4962",NA,TRUE,"25260591","PMC4231736",NA,NA,TRUE
"FWF - Austrian Science Fund",2014,1944,"10.1038/leu.2014.152",TRUE,"Nature Publishing Group","Leukemia","0887-6924","0887-6924","1476-5551",NA,TRUE,"24791858","PMC4158830",NA,NA,FALSE
"FWF - Austrian Science Fund",2014,1419.18,"10.1094/MPMI-01-14-0005-R",TRUE,"Scientific Societies","Molecular Plant-Microbe Interactions","0894-0282","0894-0282",NA,NA,TRUE,"24905398",NA,NA,NA,FALSE
"FWF - Austrian Science Fund",2014,1712.09,"10.1002/mrm.24897",TRUE,"Wiley-Blackwell","Magnetic Resonance in Medicine","07403194",NA,NA,"http://doi.wiley.com/10.1002/tdm_license_1",TRUE,"23901001","PMC4062430",NA,NA,FALSE
"FWF - Austrian Science Fund",2014,1314.83,"10.1016/j.bbrc.2014.07.054",TRUE,"Elsevier BV","Biochemical and Biophysical Research Communications","0006291X","0006291X",NA,"http://www.elsevier.com/tdm/userlicense/1.0/",TRUE,"25044109","PMC4145149",NA,NA,FALSE
"FWF - Austrian Science Fund",2014,2191.38,"10.1016/j.abb.2014.07.008",TRUE,"Elsevier BV","Archives of Biochemistry and Biophysics","00039861","00039861",NA,"http://www.elsevier.com/tdm/userlicense/1.0/",TRUE,"25043975","PMC4148704",NA,NA,FALSE
"FWF - Austrian Science Fund",2014,2491.63,"10.1089/vim.2014.0059",TRUE,"Mary Ann Liebert Inc","Viral Immunology","0882-8245","0882-8245","1557-8976",NA,TRUE,"25247267","PMC4217042",NA,NA,FALSE
"FWF - Austrian Science Fund",2014,712.33,"10.7567/JJAP.53.04EC22",TRUE,"IOP Publishing","Japanese Journal of Applied Physics","0021-4922","0021-4922","1347-4065",NA,TRUE,NA,NA,NA,NA,FALSE
"FWF - Austrian Science Fund",2014,2686.97,"10.1111/evo.12341",TRUE,"Wiley-Blackwell","Evolution","00143820",NA,NA,"http://doi.wiley.com/10.1002/tdm_license_1",TRUE,"24359469","PMC4285157",NA,NA,FALSE
"FWF - Austrian Science Fund",2014,2914.76,"10.1016/j.cageo.2013.11.008",TRUE,"Elsevier BV","Computers & Geosciences","00983004","00983004",NA,"http://www.elsevier.com/tdm/userlicense/1.0/",TRUE,"25843988","PMC4375794",NA,NA,FALSE
"FWF - Austrian Science Fund",2014,2932.26,"10.1016/j.geomorph.2014.02.028",TRUE,"Elsevier BV","Geomorphology","0169555X","0169555X",NA,"http://www.elsevier.com/tdm/userlicense/1.0/",TRUE,"24895471","PMC4010281",NA,NA,FALSE
"FWF - Austrian Science Fund",2014,4343.42,"10.1016/j.cub.2013.08.056",TRUE,"Elsevier BV","Current Biology","09609822","09609822",NA,"http://www.elsevier.com/tdm/userlicense/1.0/",TRUE,"24139743","PMC3898471",NA,NA,FALSE
"FWF - Austrian Science Fund",2014,3100,"10.1038/leu.2013.345",TRUE,"Nature Publishing Group","Leukemia","0887-6924","0887-6924","1476-5551",NA,TRUE,"24240203","PMC3948158",NA,NA,FALSE
"FWF - Austrian Science Fund",2014,3529.42,"10.1002/anie.201403618",TRUE,"Wiley-Blackwell","Angewandte Chemie International Edition","14337851",NA,NA,"http://doi.wiley.com/10.1002/tdm_license_1",TRUE,"24849072","PMC4499243",NA,NA,FALSE
"FWF - Austrian Science Fund",2014,3667.3,"10.1016/j.cub.2013.12.015",TRUE,"Elsevier BV","Current Biology","09609822","09609822",NA,"http://www.elsevier.com/tdm/userlicense/1.0/",TRUE,"24440391","PMC3969150",NA,NA,FALSE
"FWF - Austrian Science Fund",2014,1564.78,"10.1074/jbc.M113.475558",TRUE,"American Society for Biochemistry & Molecular Biology (ASBMB)","Journal of Biological Chemistry","0021-9258","0021-9258","1083-351X",NA,TRUE,"23782689","PMC3829318",NA,NA,FALSE
"FWF - Austrian Science Fund",2014,2191.38,"10.1016/j.plantsci.2014.08.002",TRUE,"Elsevier BV","Plant Science","01689452","01689452",NA,"http://www.elsevier.com/tdm/userlicense/1.0/",TRUE,"25219315","PMC4180016",NA,NA,FALSE
"FWF - Austrian Science Fund",2014,3999.6,"10.1038/emboj.2013.228",TRUE,"EMBO","The EMBO Journal","02614189",NA,NA,"http://doi.wiley.com/10.1002/tdm_license_1",TRUE,"24129513","PMC3844953",NA,NA,FALSE
"FWF - Austrian Science Fund",2014,1490.33,"10.1074/jbc.M113.491415",TRUE,"American Society for Biochemistry & Molecular Biology (ASBMB)","Journal of Biological Chemistry","0021-9258","0021-9258","1083-351X",NA,TRUE,"24014019","PMC3829422",NA,NA,FALSE
"FWF - Austrian Science Fund",2014,1502.56,"10.1105/tpc.114.123216",TRUE,"American Society of Plant Biologists (ASPB)","The Plant Cell","1040-4651","1040-4651","1532-298X",NA,TRUE,"24737672",NA,NA,NA,FALSE
"FWF - Austrian Science Fund",2014,2618,"10.1007/s13593-013-0171-8",TRUE,"Springer Science + Business Media","Agronomy for Sustainable Development","1774-0746","1774-0746","1773-0155",NA,TRUE,NA,NA,NA,NA,FALSE
"FWF - Austrian Science Fund",2014,3240,"10.1038/ismej.2013.225",TRUE,"Nature Publishing Group","The ISME Journal","1751-7362","1751-7362","1751-7370",NA,TRUE,"24351936","PMC4030223",NA,NA,FALSE
"FWF - Austrian Science Fund",2014,2272.06,"10.1016/j.gloplacha.2013.09.018",TRUE,"Elsevier BV","Global and Planetary Change","09218181","09218181",NA,"http://www.elsevier.com/tdm/userlicense/1.0/",TRUE,"25844021","PMC4376058",NA,NA,FALSE
"FWF - Austrian Science Fund",2014,1069.81,"10.5194/cp-9-2101-2013",FALSE,"Copernicus GmbH","Climate of the Past","1814-9332",NA,"1814-9332",NA,TRUE,NA,NA,NA,NA,TRUE
"FWF - Austrian Science Fund",2014,2208.16,"10.1016/j.envexpbot.2014.01.011",TRUE,"Elsevier BV","Environmental and Experimental Botany","00988472","00988472",NA,"http://www.elsevier.com/tdm/userlicense/1.0/",TRUE,"25284910","PMC4104041",NA,NA,FALSE
"FWF - Austrian Science Fund",2014,2726.46,"10.1016/j.phrs.2013.11.009",TRUE,"Elsevier BV","Pharmacological Research","10436618","10436618",NA,"http://www.elsevier.com/tdm/userlicense/1.0/",TRUE,"24316454","PMC4059943",NA,NA,FALSE
