institution;period;euro;doi;is_hybrid;Publisher;journal_full_title;issn;pmid;url
FWF - Austrian Science Fund;2013;2676.26;10.1016/j.nucmedbio.2013.05.012;TRUE;;;;;
FWF - Austrian Science Fund;2013;2980.06;10.1016/j.biombioe.2012.11.022;TRUE;;;;;
FWF - Austrian Science Fund;2013;2528.05;10.1080/02671522.2012.754929;TRUE;;;;;
FWF - Austrian Science Fund;2013;1980.00;10.1553/joeb62s227;TRUE;;;;;
FWF - Austrian Science Fund;2013;2960.53;10.1039/C3CS60235D;TRUE;;;;;
FWF - Austrian Science Fund;2013;2618.00;10.1007/s13384-013-0129-5;TRUE;;;;;
FWF - Austrian Science Fund;2013;1625.42;10.1016/j.jbusres.2012.02.029;TRUE;;;;;
FWF - Austrian Science Fund;2013;2082.50;10.1515/zac-2012-0024;TRUE;;;;;
FWF - Austrian Science Fund;2013;2676.26;10.1016/j.jnucmat.2013.01.108;TRUE;;;;;
FWF - Austrian Science Fund;2013;2380.00;10.1007/s12104-012-9436-4;TRUE;;;;;
FWF - Austrian Science Fund;2013;2380.00;10.1007/s12104-012-9437-3;TRUE;;;;;
FWF - Austrian Science Fund;2013;2676.26;10.1016/j.neulet.2013.01.014;TRUE;;;;;
FWF - Austrian Science Fund;2013;1068.14;10.1371/journal.pone.0065745;FALSE;;;;;
FWF - Austrian Science Fund;2013;2618.00;10.1007/s00605-013-0541-y;TRUE;;;;;
FWF - Austrian Science Fund;2013;1999.41;10.1016/j.jsb.2013.10.003;TRUE;;;;;
FWF - Austrian Science Fund;2013;1058.90;10.1371/journal.pone.0061766;FALSE;;;;;
FWF - Austrian Science Fund;2013;2618.00;10.1007/s11307-013-0654-7;TRUE;;;;;
FWF - Austrian Science Fund;2013;2618.00;10.1007/s11104-013-1671-7;TRUE;;;;;
FWF - Austrian Science Fund;2013;2058.62;10.1021/cn3001763;TRUE;;;;;
FWF - Austrian Science Fund;2013;993.35;10.1016/j.dss.2012.10.023;TRUE;;;;;
FWF - Austrian Science Fund;2013;3345.32;10.1016/j.cosust.2013.07.010;TRUE;;;;;
FWF - Austrian Science Fund;2013;1354.52;10.1016/j.soilbio.2012.03.029;TRUE;;;;;
FWF - Austrian Science Fund;2013;2319.42;10.1016/j.jmr.2013.04.005;TRUE;;;;;
FWF - Austrian Science Fund;2013;993.31;10.1016/j.cplett.2012.04.044;TRUE;;;;;
FWF - Austrian Science Fund;2013;3096.00;10.1093/nar/gkt883;FALSE;;;;;
FWF - Austrian Science Fund;2013;669.44;10.4161/rna.23208;TRUE;;;;;
FWF - Austrian Science Fund;2013;940.87;10.1371/journal.pone.0072054;FALSE;;;;;
FWF - Austrian Science Fund;2013;4460.43;10.1016/j.ccr.2013.07.012;TRUE;;;;;
FWF - Austrian Science Fund;2013;1754.97;10.1093/nar/gkp037 ;FALSE;;;;;
FWF - Austrian Science Fund;2013;1986.71;10.1016/j.jcp.2012.10.016;TRUE;;;;;
FWF - Austrian Science Fund;2013;2400.00;10.1002/ejic.201201062;TRUE;;;;;
FWF - Austrian Science Fund;2013;2764.13;10.1111/1462-2920.12194;TRUE;;;;;
FWF - Austrian Science Fund;2013;2676.26;10.1016/j.radonc.2013.01.012;TRUE;;;;;
FWF - Austrian Science Fund;2013;2743.12;10.1111/pala.12070;TRUE;;;;;
FWF - Austrian Science Fund;2013;2346.22;10.1002/jqs.2645;TRUE;;;;;
FWF - Austrian Science Fund;2013;2058.96;10.1016/j.biochi.2013.09.005;TRUE;;;;;
FWF - Austrian Science Fund;2013;2077.12;10.1021/bi301583u;TRUE;;;;;
FWF - Austrian Science Fund;2013;2618.00;10.1007/s00422-013-0552-8;TRUE;;;;;
FWF - Austrian Science Fund;2013;1969.01;10.1021/cb400589q;TRUE;;;;;
FWF - Austrian Science Fund;2013;1716.00;10.1186/1746-4811-9-7;FALSE;;;;;
FWF - Austrian Science Fund;2013;2050.96;10.1021/ol401285d;TRUE;;;;;
FWF - Austrian Science Fund;2013;2709.03;10.1016/j.apal.2012.02.003;TRUE;;;;;
FWF - Austrian Science Fund;2013;2709.03;10.1016/j.ympev.2011.03.021;TRUE;;;;;
FWF - Austrian Science Fund;2013;1228.08;10.5194/gmdd-6-2883-2013;FALSE;;;;;
FWF - Austrian Science Fund;2013;2676.26;10.1016/j.zemedi.2013.07.006;TRUE;;;;;
FWF - Austrian Science Fund;2013;1757.13;10.1371/journal.pgen.1003418;FALSE;;;;;
FWF - Austrian Science Fund;2013;2347.93;10.1016/j.chemphys.2012.11.006;TRUE;;;;;
FWF - Austrian Science Fund;2013;1986.60;10.1016/j.abb.2012.04.006;TRUE;;;;;
FWF - Austrian Science Fund;2013;2730.00;10.1093/bib/bbs086;TRUE;;;;;
FWF - Austrian Science Fund;2013;4515.25;10.1016/j.molcel.2012.11.011;TRUE;;;;;
FWF - Austrian Science Fund;2013;770.00;10.3389/fnhum.2013.00095;FALSE;;;;;
FWF - Austrian Science Fund;2013;1625.49;10.1016/j.yexcr.2012.01.021;TRUE;;;;;
FWF - Austrian Science Fund;2013;1969.01;10.1021/cg4009015;TRUE;;;;;
FWF - Austrian Science Fund;2013;2400.00;10.1111/1574-6941.12073;TRUE;;;;;
FWF - Austrian Science Fund;2013;2871.78;10.4172/2155-6156.1000253;TRUE;;;;;
FWF - Austrian Science Fund;2013;418.69;10.4236/ijaa.2012.22012;FALSE;;;;;
FWF - Austrian Science Fund;2013;2676.26;10.1016/j.ymeth.2013.03.034;TRUE;;;;;
FWF - Austrian Science Fund;2013;2050.96;10.1021/jp400255u;TRUE;;;;;
FWF - Austrian Science Fund;2013;2579.59;10.1210/en.2010-1477;TRUE;;;;;
FWF - Austrian Science Fund;2013;1498.46;10.1194/jlr.M031716;TRUE;;;;;
FWF - Austrian Science Fund;2013;1969.01;10.1021/jp404528p;TRUE;;;;;
FWF - Austrian Science Fund;2013;1151.68;10.1063/1.4790403;TRUE;;;;;
FWF - Austrian Science Fund;2013;1969.01;10.1021/pr4003323;TRUE;;;;;
FWF - Austrian Science Fund;2013;1854.00;10.1186/1472-6785-13-11;FALSE;;;;;
FWF - Austrian Science Fund;2013;2676.26;10.1016/j.bbalip.2013.06.004;TRUE;;;;;
FWF - Austrian Science Fund;2013;2676.26;10.1016/j.chaos.2013.01.011;TRUE;;;;;
FWF - Austrian Science Fund;2013;2400.00;10.1002/iub.1143;TRUE;;;;;
FWF - Austrian Science Fund;2013;2400.00;10.1111/1755-0998.12110;TRUE;;;;;
FWF - Austrian Science Fund;2013;2050.96;10.1021/cb4002188;TRUE;;;;;
FWF - Austrian Science Fund;2013;1969.01;10.1021/jp407337q;TRUE;;;;;
FWF - Austrian Science Fund;2013;1705.42;10.1063/1.4795590;TRUE;;;;;
FWF - Austrian Science Fund;2013;1214.85;10.1371/journal.pone.0079134;FALSE;;;;;
FWF - Austrian Science Fund;2013;2709.15;10.1016/j.tics.2012.10.007;TRUE;;;;;
FWF - Austrian Science Fund;2013;2788.41;10.1111/jph.12130;TRUE;;;;;
FWF - Austrian Science Fund;2013;1068.06;10.1371/journal.pone.0060424;FALSE;;;;;
FWF - Austrian Science Fund;2013;1229.88;10.1371/journal.pone.0076569;FALSE;;;;;
FWF - Austrian Science Fund;2013;2807.68;10.1016/j.neubiorev.2013.09.005;TRUE;;;;;
FWF - Austrian Science Fund;2013;1969.01;10.1021/jf401960m;TRUE;;;;;
FWF - Austrian Science Fund;2013;1338.13;10.1016/j.jmaa.2013.05.070;TRUE;;;;;
FWF - Austrian Science Fund;2013;792.58;10.1073/pnas.1220552110;TRUE;;;;;
FWF - Austrian Science Fund;2013;2676.26;10.1016/j.sna.2013.03.011;TRUE;;;;;
FWF - Austrian Science Fund;2013;2709.03;10.1016/j.cor.2012.04.007;TRUE;;;;;
FWF - Austrian Science Fund;2013;1404.65;10.1091/mbc.E12-12-0846;TRUE;;;;;
FWF - Austrian Science Fund;2013;2380.00;10.1007/s10726-012-9329-z;TRUE;;;;;
FWF - Austrian Science Fund;2013;2400.00;10.1111/tpj.12170;TRUE;;;;;
FWF - Austrian Science Fund;2013;2676.26;10.1016/j.tsf.2013.01.016;TRUE;;;;;
FWF - Austrian Science Fund;2013;2340.00;10.1088/1751-8113/45/36/365501;TRUE;;;;;
FWF - Austrian Science Fund;2013;1717.71;10.1002/mrm.24931;TRUE;;;;;
FWF - Austrian Science Fund;2013;2141.01;10.1016/j.micpro.2013.04.011;TRUE;;;;;
FWF - Austrian Science Fund;2013;1590.91;10.1109/LGRS.2013.2254465;TRUE;;;;;
FWF - Austrian Science Fund;2013;1969.01;10.1021/jp404095x;TRUE;;;;;
FWF - Austrian Science Fund;2013;4440.00;10.1038/ncomms3784;TRUE;;;;;
FWF - Austrian Science Fund;2013;2380.00;10.1007/s10712-012-9199-6;TRUE;;;;;
FWF - Austrian Science Fund;2013;2709.03;10.1016/j.jvoice.2012.02.001;TRUE;;;;;
FWF - Austrian Science Fund;2013;1354.57;10.1016/j.jnt.2012.08.029;TRUE;;;;;
FWF - Austrian Science Fund;2013;2339.73;10.1016/j.cca.2013.08.016;TRUE;;;;;
FWF - Austrian Science Fund;2013;2676.26;10.1016/j.ica.2013.03.044;TRUE;;;;;
FWF - Austrian Science Fund;2013;2676.26;10.1016/j.difgeo.2013.04.003;TRUE;;;;;
FWF - Austrian Science Fund;2013;2676.26;10.1016/j.taap.2013.05.012;TRUE;;;;;
FWF - Austrian Science Fund;2013;1969.01;10.1021/jz401721r;TRUE;;;;;
FWF - Austrian Science Fund;2013;3999.60;10.1038/embor.2013.47;TRUE;;;;;
FWF - Austrian Science Fund;2013;2618.00;10.1007/s10817-013-9285-6;TRUE;;;;;
FWF - Austrian Science Fund;2013;3120.00;10.1038/tp.2012.94;FALSE;;;;;
FWF - Austrian Science Fund;2013;2999.11;10.1016/j.revpalbo.2013.09.005;TRUE;;;;;
FWF - Austrian Science Fund;2013;1839.62;10.3390/molecules18044357;FALSE;;;;;
FWF - Austrian Science Fund;2013;2676.26;10.1016/j.matchar.2013.02.007;TRUE;;;;;
FWF - Austrian Science Fund;2013;1255.20;10.1038/srep01952;FALSE;;;;;
FWF - Austrian Science Fund;2013;2400.00;10.1002/ejoc.201300004;TRUE;;;;;
FWF - Austrian Science Fund;2013;2257.53;10.1016/j.freeradbiomed.2012.03.022;TRUE;;;;;
FWF - Austrian Science Fund;2013;2700.00;10.2166/wst.2013.029;TRUE;;;;;
FWF - Austrian Science Fund;2013;2726.46;10.1016/j.watres.2013.10.038;TRUE;;;;;
FWF - Austrian Science Fund;2013;2979.94;10.1016/j.jtcvs.2011.07.032;TRUE;;;;;
FWF - Austrian Science Fund;2013;1986.71;10.1016/j.yhbeh.2012.10.009;TRUE;;;;;
FWF - Austrian Science Fund;2013;1601.40;10.1186/1477-7525-11-64;FALSE;;;;;
FWF - Austrian Science Fund;2013;1986.62;10.1016/j.jbiotec.2012.03.023;TRUE;;;;;
FWF - Austrian Science Fund;2013;2257.53;10.1016/j.tet.2012.05.092;TRUE;;;;;
FWF - Austrian Science Fund;2013;2676.26;10.1016/j.tetlet.2013.02.095;TRUE;;;;;
FWF - Austrian Science Fund;2013;2050.96;10.1021/op4000237;TRUE;;;;;
FWF - Austrian Science Fund;2013;2500.00;10.1002/adsc.201300392;TRUE;;;;;
FWF - Austrian Science Fund;2013;1585.75;10.1242/jeb.083774;TRUE;;;;;
FWF - Austrian Science Fund;2013;1354.52;10.1016/j.jnt.2011.02.015;TRUE;;;;;
FWF - Austrian Science Fund;2013;2400.00;10.1002/nme.4516;TRUE;;;;;
FWF - Austrian Science Fund;2013;2980.06;10.1016/j.cma.2012.11.004;TRUE;;;;;
FWF - Austrian Science Fund;2013;2676.26;10.1016/j.susc.2013.02.014;TRUE;;;;;
FWF - Austrian Science Fund;2013;280.16;10.1063/1.4821338;TRUE;;;;;
FWF - Austrian Science Fund;2013;4515.05;10.1016/j.susc.2012.03.018;TRUE;;;;;
FWF - Austrian Science Fund;2013;2380.00;10.1007/s11160-012-9297-z;TRUE;;;;;
FWF - Austrian Science Fund;2013;765.00;10.1186/1687-5281-2013-46;FALSE;;;;;
FWF - Austrian Science Fund;2013;2230.21;10.1016/j.envsoft.2013.05.006;TRUE;;;;;
FWF - Austrian Science Fund;2013;2529.64;10.1103/PhysRevLett.110.106101;TRUE;;;;;
FWF - Austrian Science Fund;2013;2556.00;10.1093/nar/gkt1169;FALSE;;;;;
FWF - Austrian Science Fund;2013;2618.00;10.1007/s12104-013-9466-6;TRUE;;;;;
FWF - Austrian Science Fund;2013;1551.00;10.1128/AEM.00402-13;TRUE;;;;;
FWF - Austrian Science Fund;2013;3480.00;10.1038/npp.2013.21;TRUE;;;;;
FWF - Austrian Science Fund;2013;1338.13;10.1016/j.aim.2013.07.012;TRUE;;;;;
FWF - Austrian Science Fund;2013;967.90;10.3389/fnhum.2013.00168;FALSE;;;;;
FWF - Austrian Science Fund;2013;2077.12;10.1021/om3012147;TRUE;;;;;
FWF - Austrian Science Fund;2013;1969.01;10.1021/np4005807;TRUE;;;;;
FWF - Austrian Science Fund;2013;1899.81;10.1098/rsif.2012.1028;TRUE;;;;;
FWF - Austrian Science Fund;2013;2259.89;10.1111/1462-2920.12205;TRUE;;;;;
FWF - Austrian Science Fund;2013;2726.46;10.1016/j.clinph.2013.09.029;TRUE;;;;;
FWF - Austrian Science Fund;2013;993.31;10.1016/j.comgeo.2012.02.005;TRUE;;;;;
FWF - Austrian Science Fund;2013;2306.22;10.1111/1365-2435.12173;TRUE;;;;;
FWF - Austrian Science Fund;2013;2167.32;10.1016/j.epsl.2012.10.004;TRUE;;;;;
FWF - Austrian Science Fund;2013;2711.87;10.1002/pola.26865;TRUE;;;;;
FWF - Austrian Science Fund;2013;2392.63;10.1109/TUFFC.2012.2504;TRUE;;;;;
FWF - Austrian Science Fund;2013;2676.26;10.1016/j.ejop.2013.02.001;TRUE;;;;;
FWF - Austrian Science Fund;2013;1980.00;10.1553/joeb62s163;TRUE;;;;;
FWF - Austrian Science Fund;2013;2200.00;10.1007/s00018-012-1072-8;TRUE;;;;;
FWF - Austrian Science Fund;2013;2058.62;10.1021/ic302139r;TRUE;;;;;
FWF - Austrian Science Fund;2013;1969.01;10.1021/ct400492e;TRUE;;;;;
FWF - Austrian Science Fund;2013;2676.26;10.1016/j.molcatb.2013.03.012;TRUE;;;;;
FWF - Austrian Science Fund;2013;2676.26;10.1016/j.jct.2013.01.030;TRUE;;;;;
FWF - Austrian Science Fund;2013;2676.26;10.1016/j.jct.2013.03.015;TRUE;;;;;
FWF - Austrian Science Fund;2013;2980.06;10.1016/j.agrformet.2012.10.006;TRUE;;;;;
FWF - Austrian Science Fund;2013;2769.94;10.1111/eos.12079;TRUE;;;;;
FWF - Austrian Science Fund;2013;1354.57;10.1016/j.jmaa.2012.10.007;TRUE;;;;;
FWF - Austrian Science Fund;2013;1854.42;10.1074/jbc.M112.400952;TRUE;;;;;
FWF - Austrian Science Fund;2013;1069.26;10.1063/1.4755786;FALSE;;;;;
FWF - Austrian Science Fund;2013;2807.68;10.1016/j.bbalip.2013.07.004;TRUE;;;;;
FWF - Austrian Science Fund;2013;1986.62;10.1016/j.carres.2012.03.028;TRUE;;;;;
FWF - Austrian Science Fund;2013;4460.43;10.1016/j.immuni.2012.10.017;TRUE;;;;;
FWF - Austrian Science Fund;2013;4460.43;10.1016/j.celrep.2013.07.012;FALSE;;;;;
FWF - Austrian Science Fund;2013;2676.26;10.1016/j.ydbio.2013.03.009;TRUE;;;;;
FWF - Austrian Science Fund;2013;1630.62;10.1063/1.4824701;TRUE;;;;;
FWF - Austrian Science Fund;2013;3345.32;10.1016/j.cosust.2013.06.002;TRUE;;;;;
FWF - Austrian Science Fund;2013;2167.23;10.1016/j.jpsychires.2012.02.017;TRUE;;;;;
FWF - Austrian Science Fund;2013;1152.00;10.3389/fncir.2013.00142;FALSE;;;;;
FWF - Austrian Science Fund;2013;2618.00;10.1007/s12685-013-0074-2;TRUE;;;;;
FWF - Austrian Science Fund;2013;1373.58;10.1364/OE.21.029567;FALSE;;;;;
FWF - Austrian Science Fund;2013;2618.00;10.1007/s00424-013-1224-1;TRUE;;;;;
FWF - Austrian Science Fund;2013;1363.23;10.1016/j.jmb.2013.11.018;TRUE;;;;;
FWF - Austrian Science Fund;2013;1485.00;10.1186/2191-0855-3-43;FALSE;;;;;
FWF - Austrian Science Fund;2013;2676.26;10.1016/j.intermet.2013.03.007;TRUE;;;;;
FWF - Austrian Science Fund;2013;2077.12;10.1021/jo302484p;TRUE;;;;;
FWF - Austrian Science Fund;2013;1024.82;10.1371/journal.pone.0068932;FALSE;;;;;
FWF - Austrian Science Fund;2013;3025.21;10.1002/chem.201301907;TRUE;;;;;
FWF - Austrian Science Fund;2013;2676.26;10.1016/j.biotechadv.2013.07.007;TRUE;;;;;
FWF - Austrian Science Fund;2013;2640.00;10.1007/s00412-013-0436-7;TRUE;;;;;
FWF - Austrian Science Fund;2013;2773.27;10.3109/07853890.2013.866440;TRUE;;;;;
FWF - Austrian Science Fund;2013;4441.33;10.1016/j.celrep.2013.08.031;FALSE;;;;;
FWF - Austrian Science Fund;2013;2750.00;10.1002/minf.201300020;TRUE;;;;;
FWF - Austrian Science Fund;2013;1724.80;10.1371/journal.pcbi.1003007;FALSE;;;;;
FWF - Austrian Science Fund;2013;1544.40;10.1128/AEM.01396-13;TRUE;;;;;
FWF - Austrian Science Fund;2013;292.74;10.5194/angeo-31-1605-2013;FALSE;;;;;
FWF - Austrian Science Fund;2013;2556.00;10.1093/nar/gkt329;FALSE;;;;;
FWF - Austrian Science Fund;2013;2699.57;10.1371/journal.pbio.1001585;FALSE;;;;;
FWF - Austrian Science Fund;2013;2279.86;10.1111/jth.12357;TRUE;;;;;
FWF - Austrian Science Fund;2013;2676.26;10.1016/j.semcdb.2013.05.003;TRUE;;;;;
FWF - Austrian Science Fund;2013;2412.63;10.2217/epi.13.39;TRUE;;;;;
FWF - Austrian Science Fund;2013;1075.20;10.1002/ece3.679;FALSE;;;;;
FWF - Austrian Science Fund;2013;1575.90;10.1186/1471-2180-13-108;FALSE;;;;;
FWF - Austrian Science Fund;2013;2709.15;10.1016/j.febslet.2010.06.017;TRUE;;;;;
FWF - Austrian Science Fund;2013;2726.46;10.1016/j.joca.2013.11.001;TRUE;;;;;
FWF - Austrian Science Fund;2013;1938.00;10.1186/1471-2164-14-121;FALSE;;;;;
FWF - Austrian Science Fund;2013;2400.00;10.1111/1758-2229.12013;TRUE;;;;;
FWF - Austrian Science Fund;2013;1183.20;10.5194/acpd-12-27955-2012;FALSE;;;;;
FWF - Austrian Science Fund;2013;2618.00;10.1007/s11105-013-0614-z;TRUE;;;;;
FWF - Austrian Science Fund;2013;2230.21;10.1016/j.fsigen.2013.05.005;TRUE;;;;;
FWF - Austrian Science Fund;2013;2618.00;10.1007/s10529-013-1180-z;TRUE;;;;;
FWF - Austrian Science Fund;2013;2688.77;10.1002/xrs.2521;TRUE;;;;;
FWF - Austrian Science Fund;2013;1625.49;10.1016/j.jecp.2012.10.008;TRUE;;;;;
FWF - Austrian Science Fund;2013;1252.04;10.1371/journal.pone.0067048;FALSE;;;;;
FWF - Austrian Science Fund;2013;1629.49;10.1063/1.4819209;TRUE;;;;;
FWF - Austrian Science Fund;2013;2058.62;10.1021/cg301506x;TRUE;;;;;
FWF - Austrian Science Fund;2013;2676.26;10.1016/j.yjmcc.2013.03.020;TRUE;;;;;
FWF - Austrian Science Fund;2013;2230.21;10.1016/j.jmbbm.2013.07.004;TRUE;;;;;
FWF - Austrian Science Fund;2013;2347.93;10.1016/j.cplett.2012.05.023;TRUE;;;;;
FWF - Austrian Science Fund;2013;2347.83;10.1016/j.cageo.2012.04.003;TRUE;;;;;
FWF - Austrian Science Fund;2013;1575.90;10.1186/1471-2415-13-59;FALSE;;;;;
FWF - Austrian Science Fund;2013;2077.12;10.1021/am303048y;TRUE;;;;;
FWF - Austrian Science Fund;2013;1239.45;10.1371/journal.pone.0075811;FALSE;;;;;
FWF - Austrian Science Fund;2013;1969.01;10.1021/cb4003199;TRUE;;;;;
FWF - Austrian Science Fund;2013;1625.42;10.1016/j.ejop.2012.01.007;TRUE;;;;;
FWF - Austrian Science Fund;2013;471.98;10.3390/d5020374;FALSE;;;;;
FWF - Austrian Science Fund;2013;2709.03;10.1016/j.ejc.2012.03.011;TRUE;;;;;
FWF - Austrian Science Fund;2013;1338.13;10.1016/j.cl.2013.04.002;TRUE;;;;;
FWF - Austrian Science Fund;2013;825.00;10.1088/1367-2630/14/11/115004;FALSE;;;;;
FWF - Austrian Science Fund;2013;1605.75;10.1016/j.tetasy.2013.05.003;TRUE;;;;;
FWF - Austrian Science Fund;2013;1784.17;10.1016/j.cam.2013.06.009;TRUE;;;;;
FWF - Austrian Science Fund;2013;4573.87;10.1016/j.celrep.2012.06.016;FALSE;;;;;
FWF - Austrian Science Fund;2013;1605.75;10.1016/j.tourman.2013.07.010;TRUE;;;;;
FWF - Austrian Science Fund;2013;1969.01;10.1021/bi400502c;TRUE;;;;;
FWF - Austrian Science Fund;2013;2500.00;10.1002/ejic.201301281;TRUE;;;;;
FWF - Austrian Science Fund;2013;2050.96;10.1021/om400215v;TRUE;;;;;
FWF - Austrian Science Fund;2013;2050.96;10.1021/ja401548d;TRUE;;;;;
FWF - Austrian Science Fund;2013;2640.00;10.1007/s00227-013-2354-x;TRUE;;;;;
FWF - Austrian Science Fund;2013;2676.26;10.1016/j.ygcen.2012.12.013;TRUE;;;;;
FWF - Austrian Science Fund;2013;1625.49;10.1016/j.jecp.2012.10.010;TRUE;;;;;
FWF - Austrian Science Fund;2013;1032.89;10.1371/journal.pone.0063125;FALSE;;;;;
FWF - Austrian Science Fund;2013;458.37;10.4161/cc.24095;TRUE;;;;;
FWF - Austrian Science Fund;2013;2033.25;10.1021/ja3068269;TRUE;;;;;
FWF - Austrian Science Fund;2013;4460.43;10.1016/j.str.2013.04.003;TRUE;;;;;
FWF - Austrian Science Fund;2013;1986.62;10.1016/j.jmb.2012.05.016;TRUE;;;;;
FWF - Austrian Science Fund;2013;2676.26;10.1016/j.intimp.2013.02.007;TRUE;;;;;
FWF - Austrian Science Fund;2013;3786.75;10.1016/j.cell.2013.09.050;TRUE;;;;;
FWF - Austrian Science Fund;2013;2400.00;10.1007/s00710-012-0234-6;TRUE;;;;;
FWF - Austrian Science Fund;2013;1354.52;10.1016/j.tox.2011.12.002;TRUE;;;;;
