"institution","period","euro","doi","backlist_oa","publisher","book_title","isbn","isbn_print","isbn_electronic","license_ref","indexed_in_crossref","doab"
"FWF",2014,8000.00,"http://e-book.fwf.ac.at/o:553","FALSE","AMSTERDAM UNIVERSITY PRESS (AUP)","Educational mobility of Second-Generation Turks","978-90-8964-651-4",,,"CC BY",,"10.26530/OAPEN_496955"
"FWF",2014,18000.00,"http://e-book.fwf.ac.at/o:539","FALSE","BÖHLAU VERLAG","The First World War and the End of the Habsburg Monarchy, 1914-1918","978-3-205-79588-9",,,"CC BY-NC-ND",,"10.26530/oapen_482374"
"FWF",2014,16000.00,"http://e-book.fwf.ac.at/o:613","FALSE","BÖHLAU VERLAG","Die Tagebücher der Kunsthistorikerin Erica Tietze-Conrat Bd. I","978-3-205-79545-2",,,"CC BY-NC",,"10.26530/oapen_574661"
"FWF",2014,16000.00,"http://e-book.fwf.ac.at/o:614, http://e-book.fwf.ac.at/o:615","FALSE","BÖHLAU VERLAG","Die Tagebücher der Kunsthistorikerin E. Tietze-Conrat Bd. 2 u. 3","978-3-205-79545-2",,,"CC BY-NC",,"10.26530/OAPEN_574662"
"FWF",2014,16000.00,"http://e-book.fwf.ac.at/o:550","FALSE","BÖHLAU VERLAG","Opera buffa und Spielkultur","978-3-205-79592-6",,,"CC BY-NC",,"10.26530/oapen_507998"
"FWF",2014,16000.00,"http://e-book.fwf.ac.at/o:552","FALSE","BÖHLAU VERLAG","Freunde Roms und Völker der Finsternis","978-3-205-79593-3",,,"CC BY-NC",,"10.26530/oapen_508000"
"FWF",2014,16000.00,"http://e-book.fwf.ac.at/o:560","FALSE","BÖHLAU VERLAG","Reguliertes Abenteuer. Missionarinnen in Südafrika nach 1945","978-3-205-79613-8",,,"CC BY-NC",,"10.26530/oapen_508002"
"FWF",2014,14000.00,"https://e-book.fwf.ac.at/o:831","FALSE","BÖHLAU VERLAG","Philosophische Theologie im Umbruch. Band II/2","978-3-205-79666-4",,,"CC BY-NC",,"10.26530/oapen_578177"
"FWF",2014,14000.00,"http://e-book.fwf.ac.at/o:601","FALSE","BÖHLAU VERLAG","Im nationalen Abwehrkampf der Grenzlanddeutschen","978-3-205-79600-8",,,"CC BY-NC",,"10.26530/oapen_513578"
"FWF",2014,16000.00,"https://e-book.fwf.ac.at/o:832","FALSE","BÖHLAU VERLAG","Die Literaturen Südosteuropas - 15. bis frühes 20. Jh.","978-3-205-79641-1",,,"CC BY-NC",,"10.26530/oapen_578178"
