institution;period;euro;DOI;is_hybrid;opt_out;Publisher
Universität Greifswald;2020; 2.627,20;10.1007/s42965-020-00059-9;TRUE;FALSE;Springer
Universität Greifswald;2020; 2.627,20;10.1007/s00362-020-01171-7;TRUE;FALSE;Springer
Universität Greifswald;2020; 2.627,20;10.1140/epjd/e2020-100614-2;TRUE;FALSE;Springer
Universität Greifswald;2020; 2.627,20;10.1007/s11121-020-01099-2;TRUE;FALSE;Springer
Universität Greifswald;2020; 2.627,20;10.1140/epjb/e2020-100600-2;TRUE;FALSE;Springer
Universität Greifswald;2020; 2.627,20;10.1007/s10008-020-04737-5;TRUE;FALSE;Springer
Universität Greifswald;2020; 2.627,20;10.1007/s10071-020-01419-7;TRUE;FALSE;Springer
Universität Greifswald;2020; 2.627,20;10.1007/s00249-020-01433-0;TRUE;FALSE;Springer
Universität Greifswald;2020; 2.627,20;10.1007/s40828-020-00126-7;TRUE;FALSE;Springer
Universität Greifswald;2020; 2.627,20;10.1007/s00436-020-06697-1;TRUE;FALSE;Springer
Universität Greifswald;2020; 2.627,20;10.1007/s10530-020-02373-8;TRUE;FALSE;Springer
Universität Greifswald;2020; 2.627,20;10.1007/s40828-020-0109-0;TRUE;FALSE;Springer
Universität Greifswald;2020; 2.627,20;10.1007/s11616-020-00589-1;TRUE;FALSE;Springer
Universität Greifswald;2020; 2.627,20;10.1007/s10021-020-00570-z;TRUE;FALSE;Springer
Universität Greifswald;2020; 2.627,20;10.1007/s10008-020-04561-x;TRUE;FALSE;Springer
Universität Greifswald;2020; 2.627,20;10.1007/s00056-020-00271-1;TRUE;FALSE;Springer
Universität Greifswald;2020; 2.627,20;10.1007/s00402-020-03519-y;TRUE;TRUE;Springer
Universität Greifswald;2020; 2.627,20;10.1007/s00784-020-03514-y;TRUE;TRUE;Springer
Universität Greifswald;2020; 2.627,20;10.1007/s00103-020-03093-z;TRUE;FALSE;Springer
Universität Greifswald;2020; 2.627,20;10.1007/s00729-020-00147-0;TRUE;FALSE;Springer
Universität Greifswald;2020; 2.627,20;10.1007/s00415-020-10346-z;TRUE;FALSE;Springer
Universität Greifswald;2020; 2.627,20;10.1038/s41423-020-0377-z;TRUE;TRUE;Springer
Universität Greifswald;2020; 2.627,20;10.1007/s00113-020-00824-4;TRUE;FALSE;Springer
Universität Greifswald;2020; 2.627,20;10.1007/s00261-020-02883-y;TRUE;FALSE;Springer
Universität Greifswald;2020; 2.627,20;10.1007/s11060-020-03470-3;TRUE;TRUE;Springer
Universität Greifswald;2020; 2.627,20;10.1007/s00393-020-00835-x;TRUE;FALSE;Springer
Universität Greifswald;2020; 2.627,20;10.1007/s00194-020-00388-y;TRUE;FALSE;Springer
Universität Greifswald;2020; 2.627,20;10.1007/s00103-020-03110-1;TRUE;FALSE;Springer
Universität Greifswald;2020; 2.627,20;10.1007/s00784-020-03201-y;TRUE;FALSE;Springer
Universität Greifswald;2020; 2.627,20;10.1007/s42451-020-00162-0;TRUE;TRUE;Springer
Universität Greifswald;2020; 2.627,20;10.1007/s00481-020-00578-y;TRUE;FALSE;Springer
Universität Greifswald;2020; 2.627,20;10.1007/s11011-020-00620-4;TRUE;TRUE;Springer
Universität Greifswald;2020; 2.627,20;10.1007/s00414-020-02469-9;TRUE;FALSE;Springer
Universität Greifswald;2020; 2.627,20;10.1007/s00068-019-01293-0;TRUE;FALSE;Springer
Universität Greifswald;2020; 2.627,20;10.1007/s42399-020-00276-2;TRUE;FALSE;Springer
Universität Greifswald;2020; 2.627,20;10.1007/s00784-020-03563-3;TRUE;FALSE;Springer
Universität Greifswald;2020; 2.627,20;10.1007/s00428-020-02871-z;TRUE;FALSE;Springer
Universität Greifswald;2020; 2.627,20;10.1007/s00261-020-02569-5;TRUE;TRUE;Springer
Universität Greifswald;2020; 2.627,20;10.1007/s10143-020-01343-x;TRUE;FALSE;Springer
Universität Greifswald;2020; 2.627,20;10.1007/s00330-020-07006-1;TRUE;FALSE;Springer
Universität Greifswald;2020; 2.627,20;10.1007/s00402-020-03623-z;TRUE;TRUE;Springer
Universität Greifswald;2020; 2.627,20;10.1007/s12192-020-01145-6;TRUE;FALSE;Springer
Universität Greifswald;2020; 2.627,20;10.1007/s10433-020-00578-3;TRUE;FALSE;Springer
Universität Greifswald;2020; 2.627,20;10.1007/s00702-020-02156-4;TRUE;TRUE;Springer
Universität Greifswald;2020; 2.627,20;10.1007/s00347-020-01208-0;TRUE;TRUE;Springer
Universität Greifswald;2020; 2.627,20;10.1007/s00441-020-03266-x;TRUE;FALSE;Springer
Universität Greifswald;2020; 2.627,20;10.1007/s10654-020-00679-4;TRUE;FALSE;Springer
Universität Greifswald;2020; 2.627,20;10.1007/s00784-020-03594-w;TRUE;TRUE;Springer
Universität Greifswald;2020; 2.627,20;10.1007/s00402-020-03480-w;TRUE;TRUE;Springer
Universität Greifswald;2020; 2.627,20;10.1007/s00101-020-00811-9;TRUE;TRUE;Springer
Universität Greifswald;2020; 2.627,20;10.1007/s00115-020-00976-z;TRUE;FALSE;Springer
Universität Greifswald;2020; 2.627,20;10.1007/s41971-020-00079-1;TRUE;FALSE;Springer
Universität Greifswald;2020; 2.013,76;10.1186/s13049-020-00774-1;FALSE;FALSE;Springer
Universität Greifswald;2020; 1.624,00;10.1186/s40348-020-00102-8;FALSE;FALSE;Springer
Universität Greifswald;2020; 1.661,12;10.1186/s12909-020-02204-3;FALSE;FALSE;Springer
Universität Greifswald;2020; 2.310,72;10.1186/s12967-020-02547-x;FALSE;FALSE;Springer
Universität Greifswald;2020; 1.730,14;10.1038/s41598-020-75228-w;FALSE;FALSE;Springer
Universität Greifswald;2020; 1.730,14;10.1038/s41598-020-75809-9;FALSE;FALSE;Springer
Universität Greifswald;2020; 2.384,96;10.1186/s13195-020-00692-5;FALSE;FALSE;Springer
Universität Greifswald;2020; 1.730,14;10.1038/s41598-020-76712-z;FALSE;FALSE;Springer
Universität Greifswald;2020; 1.730,14;10.1038/s41598-020-78754-9;FALSE;FALSE;Springer
Universität Greifswald;2020; 1.735,36;10.1186/s13005-020-00248-w;FALSE;FALSE;Springer
Universität Greifswald;2020; 1.730,14;10.1038/s41598-020-79388-7;FALSE;FALSE;Springer
Universität Greifswald;2020; 1.735,36;10.1186/s13561-020-00287-8;FALSE;FALSE;Springer
Universität Greifswald;2020; 1.893,12;10.1186/s12874-020-01176-8;FALSE;FALSE;Springer
Universität Greifswald;2020; 3.238,72;10.1186/s13073-020-00814-6;FALSE;FALSE;Springer
Universität Greifswald;2020; 1.328,90;10.1186/s12875-020-01352-1;FALSE;FALSE;Springer
Universität Greifswald;2020; 1.730,14;10.1038/s41598-020-73613-z;FALSE;FALSE;Springer
Universität Greifswald;2020; 1.735,36;10.1186/s13568-020-01117-0;FALSE;FALSE;Springer
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
;;;;;;
