id;Institution;Period;Publisher;Journal;DOI;is_hybrid;Country;EURO;URL
;Heidelberg U;2018;BMC;BMC Ophthalmology;10.1186/s12886-018-0978-9;FALSE;DEU;1661,24;
;Heidelberg U;2018;BMC;BMC Public Health;10.1186/s12889-020-08838-8;FALSE;DEU;1661,24;
;Heidelberg U;2018;BMC;BMC Geriatrics;10.1186/s12877-019-1370-1;FALSE;DEU;1661,24;
;Heidelberg U;2019;BMC;BMC Pediatrics;10.1186/s12887-020-02191-w;FALSE;DEU;1780,24;
;Heidelberg U;2019;BMC;BMC Medical Informatics and Decision Making ;10.1186/s12911-020-01162-6;FALSE;DEU;1780,24;
;Heidelberg U;2019;BMC;BMC Oral Health;10.1186/s12903-020-01178-4;FALSE;DEU;1704,08;
;Heidelberg U;2019;BMC;BMC Family Practice;10.1186/s12875-020-01199-6;FALSE;DEU;1661,24;
;Heidelberg U;2019;BMC;BMC Ophthalmology;10.1186/s12886-020-01430-z;FALSE;DEU;1608,88;
;Heidelberg U;2019;BMC;BMC Medical Informatics and Decision Making ;10.1186/s12911-020-01172-4;FALSE;DEU;1780,24;
;Heidelberg U;2019;Frontiers;Frontiers in Psychology;10.3389/fpsyg.2020.01707;FALSE;DEU;1985,96;
;Heidelberg U;2019;Frontiers;Frontiers in Sustainable Food Systems;10.3389/fsufs.2020.00090;FALSE;DEU;804,23;
;Heidelberg U;2019;BMC;BMC Public Health;10.1186/s12889-020-09460-4;FALSE;DEU;1903,05;
;Heidelberg U;2020;BMC;BMC Medical Research Methodology;10.1186/s12874-020-01093-w ;FALSE;DEU;1942,08;
;Heidelberg U;2020;BMC;BMC Psychiatry;10.1186/s12888-020-02717-7;FALSE;DEU;1894,48;
;Heidelberg U;2020;BMC;BMC pulmonary medicine;10.1186/s12890-020-01278-5;FALSE;DEU;1894,48;
;Heidelberg U;2020;BMC;BMC Complementary Medicine and Therapies;10.1186/s12906-020-02953-0;FALSE;DEU;1942,08;
;Heidelberg U;2020;BMC;World Journal of Surgical Oncology;10.1186/s12957-020-01855-2;FALSE;DEU;1780,24;
;Heidelberg U;2020;BMC;Trials;10.1186/s13063-020-04550-5;FALSE;DEU;1704,08;
;Heidelberg U;2020;BMC;Trials;10.1186/s13063-020-04933-8 ;FALSE;DEU;1704,08;
;Heidelberg U;2020;BMC;Health Economics Review;10.1186/s13561-020-00271-2;FALSE;DEU;1780,24;
;Heidelberg U;2020;Frontiers;Frontiers in Cell and Developmental Biology ;10.3389/fcell.2020.00387;FALSE;DEU;1597,51;
;Heidelberg U;2020;Frontiers;Frontiers in Cell and Developmental Biology;10.3389/fcell.2020.00496;FALSE;DEU;1985,05;
;Heidelberg U;2020;Frontiers;Frontiers in Cell and Developmental Biology;10.3389/fcell.2020.00583;FALSE;DEU;1985,96;
;Heidelberg U;2020;Frontiers;Frontiers in Cell and Developmental Biology;10.3389/fcell.2020.581331;FALSE;DEU;1951,82;
;Heidelberg U;2020;Frontiers;Frontiers in Cell and Developmental Biology;10.3389/fcell.2020.618261;FALSE;DEU;1674,73;
;Heidelberg U;2020;Frontiers;Frontiers in Cell and Developmental Biology;10.3389/fcell.2021.539893 ;FALSE;DEU;2015,9;
;Heidelberg U;2020;Frontiers;Frontiers in Cell and Developmental Biology;10.3389/fcell.2021.644630;FALSE;DEU;2009,68;
;Heidelberg U;2020;Frontiers;Frontiers in Cellular and Infection Microbiology;10.3389/fcimb.2021.639620;FALSE;DEU;2009,68;
;Heidelberg U;2020;Frontiers;Frontiers in Cardiovascular Medicine;10.3389/fcvm.2020.551796;FALSE;DEU;1912,97;
;Heidelberg U;2020;Frontiers;Frontiers in Cardiovascular Medicine;10.3389/fcvm.2021.614997;FALSE;DEU;1056,36;
;Heidelberg U;2020;Frontiers;Frontiers in Genetics;10.3389/fgene.2020.583124;FALSE;DEU;1686,9;
;Heidelberg U;2020;Frontiers;Frontiers in Immunology;10.3389/fimmu.2020.01071;FALSE;DEU;1985,05;
;Heidelberg U;2020;Frontiers;Frontiers in Immunology;10.3389/fimmu.2020.01172;FALSE;DEU;1985,05;
;Heidelberg U;2020;Frontiers;Frontiers in immunology;10.3389/fimmu.2020.01222;FALSE;DEU;1985,05;
;Heidelberg U;2020;Frontiers;Frontiers in Immunology;10.3389/fimmu.2020.01886;FALSE;DEU;2038,32;
;Heidelberg U;2020;Frontiers;Frontiers in Immunology;10.3389/fimmu.2020.568685;FALSE;DEU;1674,59;
;Heidelberg U;2020;Frontiers;Frontiers in immunology;10.3389/fimmu.2020.589818;FALSE;DEU;1951,82;
;Heidelberg U;2020;Frontiers;Frontiers in Immunology;10.3389/fimmu.2020.613745 ;FALSE;DEU;1996,46;
;Heidelberg U;2020;Frontiers;Frontiers in Immunology;10.3389/fimmu.2020.618544;FALSE;DEU;1996,46;
;Heidelberg U;2020;Frontiers;Frontiers in Immunology;10.3389/fimmu.2021.602130;FALSE;DEU;1705,88;
