"institution","period","euro","doi","is_hybrid","publisher","journal_full_title","issn","license_ref","pmid","url","local_id"
"University of Regensburg","2016","1661.24","10.1186/s13014-016-0658-y",FALSE,"BioMed Central","Radiation Oncology","1748-717X","cc_by_4","27287010","http://epub.uni-regensburg.de/33719/","33719"
"University of Regensburg","2016","1661.24","10.1186/s12864-016-3202-4",FALSE,"Biomed Central","BMC Genomics","1471-2164","cc_by_4","27806710","http://epub.uni-regensburg.de/34974/","34974"
"University of Regensburg","2016","599.76","10.1186/s13635-016-0043-2",FALSE,"Springer International Publishing","EURASIP Journal on Information Security","1687-417X (online), 1687-4161 /(print)","cc_by_4",NA,"http://epub.uni-regensburg.de/35000/","35000"
"University of Regensburg","2017","1677.25","10.1371/journal.pone.0169743",FALSE,"Public Library of Science","PLoS ONE",NA,"cc_by_4","28076404","http://epub.uni-regensburg.de/35049/","35049"
"University of Regensburg","2017","3058.34","10.1177/0963689717720295",FALSE,"SAGE","Cell Transplantation",NA,"cc_by_4",NA,"http://epub.uni-regensburg.de/35154/","35154"
"University of Regensburg","2017","1796.46","10.3389/fpubh.2017.00016",FALSE,"Frontiers Media SA","Frontiers in Public Health","2296-2565","cc_by_4",NA,"http://epub.uni-regensburg.de/35155/","35155"
"University of Regensburg","2017","1386.35","10.1038/srep34697",FALSE,"Nature Publishing Group","Scientific Reports","2045-2322","cc_by_4",NA,"http://epub.uni-regensburg.de/35156/","35156"
"University of Regensburg","2017","1932.18","10.1155/2017/8454527",FALSE,"Hindawi","Computational and Mathematical Methods in Medicine",NA,"cc_by_4",NA,"http://epub.uni-regensburg.de/35157/","35157"
"University of Regensburg","2017","2288.29","10.3389/fneur.2017.00046",FALSE,"Frontiers Media SA","Frontiers in Neurology","1664-2295","cc_by_4",NA,"http://epub.uni-regensburg.de/35158/","35158"
"University of Regensburg","2016","2292.8","10.3389/fmicb.2016.01609",FALSE,"Frontiers Media SA","Frontiers in Microbiology",NA,"cc_by_4",NA,"http://epub.uni-regensburg.de/35161/","35161"
"University of Regensburg","2017","2805.44","10.3389/fnana.2016.00127",FALSE,"Frontiers Media SA","Frontiers Neuroanatomy",NA,"cc_by_4",NA,"http://epub.uni-regensburg.de/35163/","35163"
"University of Regensburg","2017","2535.03","10.1371/journal.ppat.1006080",FALSE,"Public Library of Science","PLoS Pathogens",NA,"cc_by_4",NA,"http://epub.uni-regensburg.de/35164/","35164"
"University of Regensburg","2017","2092.02","10.2147/opth.s125561",FALSE,"Dove Medical Press","Clinical Ophthalmology",NA,"cc_by_nc_4",NA,"http://epub.uni-regensburg.de/35165/","35165"
"University of Regensburg","2017","1552.95","10.1038/srep43347",FALSE,"Springer","Scientific Reports",NA,"cc_by_4",NA,"http://epub.uni-regensburg.de/35167/","35167"
"University of Regensburg","2016","737.78","10.1159/000447234",FALSE,"Karger","Case Reports in Dermatology","1662-6567","cc_by_nc_4",NA,"http://epub.uni-regensburg.de/35179/","35179"
"University of Regensburg","2017","1386.35","10.1038/srep41429",FALSE,"Springer","Scientific Reports",NA,"cc_by_4",NA,"http://epub.uni-regensburg.de/35192/","35192"
"University of Regensburg","2017","1598.71","10.3389/fpsyg.2016.02070",FALSE,"Frontiers Media SA","Frontiers in Psychology",NA,"cc_by_4",NA,"http://epub.uni-regensburg.de/35193/","35193"
"University of Regensburg","2017","1590.46","10.3389/fimmu.2017.00079",FALSE,"Frontiers Media SA","Alloimmunity and Transplantation","1664-3224","cc_by_4",NA,"http://epub.uni-regensburg.de/35194/","35194"
"University of Regensburg","2017","624.49","10.1016/j.jdcr.2017.01.018",FALSE,"Springer","JAAD Case Reports",NA,"cc_by_4",NA,"http://epub.uni-regensburg.de/35195/","35195"
"University of Regensburg","2017","1552.95","10.1038/srep42756",FALSE,"Nature Publishing Group","Scientific Reports",NA,"cc_by_4",NA,"http://epub.uni-regensburg.de/35196/","35196"
"University of Regensburg","2017","1456.56","10.1002/ece3.2811",FALSE,"Wiley Subscription Services Inc.","Ecology and Evolution",NA,"cc_by_4",NA,"http://epub.uni-regensburg.de/35197/","35197"
"University of Regensburg","2017","2288.29","10.3389/fmicb.2017.00286",FALSE,"Frontiers Media SA","Frontiers in Microbiology",NA,NA,NA,"http://epub.uni-regensburg.de/35226/","35226"
"University of Regensburg","2016","746.78","10.7717/peerj.2277",FALSE,"PeerJ","PeerJ",NA,"cc_by_4",NA,"http://epub.uni-regensburg.de/35245/","35245"
"University of Regensburg","2017","787.71","10.3389/fpsyg.2017.00181",FALSE,"Frontiers Research Foundation","Frontiers in Psychology","1664-1078","cc_by_4",NA,"http://epub.uni-regensburg.de/35263/","35263"
"University of Regensburg","2017","2190.79","10.2147/tcrm.s127868",FALSE,"Dove Press","Therapeutics and Clinical Risk Management",NA,"cc_by_4",NA,"http://epub.uni-regensburg.de/35524/","35524"
"University of Regensburg","2017","2190.79","10.2147/jpr.s128090",FALSE,"Dove Press","Journal of Pain Research",NA,NA,NA,"http://epub.uni-regensburg.de/35525/","35525"
"University of Regensburg","2016","969.96","10.21037/jtd.2017.03.120",FALSE,"AME Publishing Company","Journal of Thoracic Diseas",NA,NA,NA,"http://epub.uni-regensburg.de/35526/","35526"
"University of Regensburg","2017","1552.95","10.1038/srep41521",FALSE,"Springer","Scientific Reports",NA,"cc_by_4",NA,"http://epub.uni-regensburg.de/35529/","35529"
"University of Regensburg","2017","2128.6","10.3389/fneur.2017.00131",FALSE,"Frontiers Media SA","Frontiers in Neurology",NA,"cc_by_4",NA,"http://epub.uni-regensburg.de/35530/","35530"
"University of Regensburg","2017","1809.31","10.3389/fneur.2017.00126",FALSE,"Frontiers Media SA","Frontiers in Neurology",NA,"cc_by_4",NA,"http://epub.uni-regensburg.de/35531/","35531"
"University of Regensburg","2017","1505.77","10.3390/ma10040335",FALSE,"MDPI","Materials",NA,"cc_by_4",NA,"http://epub.uni-regensburg.de/35533/","35533"
"University of Regensburg","2016","1661.24","10.1186/s13014-016-0687-6",FALSE,"Springer","Radiation Oncology",NA,NA,NA,"http://epub.uni-regensburg.de/35535/","35535"
