"institution";"period";"euro";"doi";"is_hybrid";"publisher";"journal_full_title";"issn/isbn";"issn_print";"issn_electronic";"url";;"institution";"period";"euro";"doi";"backlist_oa";"book_title"
"CNRS - Centre national de la recherche scientifique";2021;322,73;"10.5897/JMPR2021.7139";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;1267;"10.1063/5.0043940";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;1272,05;"10.1063/5.0065166";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;2274,24;"10.1063/5.0049306";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;2267,38;"10.1063/5.0054155";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;2359,78;"10.1063/5.0059928";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;1124,84;"10.1063/5.0033070";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;2438,7;"10.1063/5.0067892";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;2885,75;"10.1063/5.0050124";"TRUE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;2885,75;"10.1063/5.0051587";"TRUE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;811,22;"10.1121/10.0003332";"TRUE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;1132,85;"10.21037/qims-20-116";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;3785,4;"10.1126/sciadv.abb2489";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;3501,5;"10.1126/sciadv.abc3713";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;3667,5;"10.1126/sciadv.abc8475";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;3667,5;"10.1126/sciadv.abd5956";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;3667,5;"10.1126/sciadv.abd9941";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;1558,69;"10.1126/sciadv.abe2955";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;3501,5;"10.1126/sciadv.abe3640";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;3667,5;"10.1126/sciadv.abe3902";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;3667,5;"10.1126/sciadv.abe8211";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;1222,5;"10.1126/sciadv.abg2859";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;3710,25;"10.1126/sciadv.abg5628";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;1261,8;"10.1126/sciadv.abg5882";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;3571,84;"10.1126/sciadv.abg5970";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;3571,84;"10.1126/sciadv.abg9998";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;3861,45;"10.1126/sciadv.abj0406";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;1930,73;"10.1126/sciadv.abj1164";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;3785,4;"10.1126/sciadv.abj1807";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;2555,1;"10.1021/acs.accounts.0c00589";"TRUE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;2660,4;"10.1021/acs.accounts.1c00592";"TRUE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;1264,01;"10.1021/acscatal.0c04613";"TRUE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;2114,34;"10.1021/acsnano.1c00544";"TRUE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;1038,12;"10.1021/acsomega.0c05259";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;1029,06;"10.1021/acsomega.1c01150";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;1037;"10.1021/acsomega.1c01487";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;1049,01;"10.1021/acsomega.1c01654";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;1067,19;"10.1021/acsomega.1c03630";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;1105,51;"10.1021/acsomega.1c05441";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;3260;"10.1021/acsphotonics.0c01679";"TRUE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;3432,4;"10.1021/acssynbio.1c00313";"TRUE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;2473,5;"10.1021/acs.est.1c00859";"TRUE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;2061,25;"10.1021/acs.iecr.1c01234";"TRUE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;3260;"10.1021/jacsau.1c00025";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;3260;"10.1021/jacsau.1c00045";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;2445;"10.1021/acs.jctc.1c00074";"TRUE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;2523,6;"10.1021/acs.jctc.1c00348";"TRUE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;2445;"10.1021/acs.jproteome.0c00478";"TRUE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;2852,5;"10.1021/jacs.0c09383";"TRUE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;2555,1;"10.1021/jacs.0c12982";"TRUE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;3432,4;"10.1021/jacs.1c06264";"TRUE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;975,48;"10.1175/jtech-d-20-0104.1";"TRUE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;809,98;"10.1175/mwr-d-21-0061.1";"TRUE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;896,5;"10.1175/waf-d-20-0093.1";"TRUE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;1518,81;"10.1103/physrevlett.126.063602";"TRUE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;1045,14;"10.1103/physrevresearch.2.043425";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;1073,5;"10.1103/physrevresearch.3.023036";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;1068,79;"10.1103/physrevresearch.3.023064";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;1064,63;"10.1103/physrevresearch.3.023115";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;2154,78;"10.1103/physrevresearch.3.033263";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;2145,25;"10.1103/physrevresearch.3.043035";"FALSE";;;;;;;;;;;;;
"CNRS - Centre national de la recherche scientifique";2021;2145,25;"10.1103/physrevresearch.3.043076";"FALSE";;;;;;;;;;;;;
