institution;period;euro;DOI;is_hybrid;opt-out
Heinrich-Heine-Universität Düsseldorf;2020;4952,30;10.1111/jems.12392;TRUE;optout
Heinrich-Heine-Universität Düsseldorf;2020;4952,30;10.1111/sjpe.12244;TRUE;optout
Heinrich-Heine-Universität Düsseldorf;2020;4952,30;10.1111/fwb.13590;TRUE;optout
Heinrich-Heine-Universität Düsseldorf;2020;4952,30;10.1111/nph.16458;TRUE;optout
Heinrich-Heine-Universität Düsseldorf;2020;4952,30;10.1002/sej.1356;TRUE;optout
Heinrich-Heine-Universität Düsseldorf;2020;4952,30;10.1111/jnp.12202;TRUE;optout
Heinrich-Heine-Universität Düsseldorf;2020;4952,30;10.1002/ccd.28950;TRUE;optout
Heinrich-Heine-Universität Düsseldorf;2020;4952,30;10.1111/pcn.13079;TRUE;optout
Heinrich-Heine-Universität Düsseldorf;2020;4952,30;10.1111/1754-9485.13087;TRUE;optout
Heinrich-Heine-Universität Düsseldorf;2020;4952,30;10.1111/febs.15443;TRUE;optout
Heinrich-Heine-Universität Düsseldorf;2020;4952,30;10.1111/jocs.14481;TRUE;optout
