"institution","period","euro","doi","is_hybrid","opt_out","publisher","journal_full_title","issn","issn_print","issn_electronic","issn_l","license_ref","indexed_in_crossref","pmid","pmcid","ut","url","doaj","agreement","group_id"
"INM - Leibniz-Institut für Neue Materialien",2024,NA,"10.1002/adhm.202303334",TRUE,FALSE,"Wiley-Blackwell","Advanced Healthcare Materials","2192-2640","2192-2640","2192-2659","2192-2640","http://creativecommons.org/licenses/by/4.0/",TRUE,"38794823",NA,NA,NA,FALSE,"wiley2024deal","00g656d67_wiley2024deal_2024"
"INM - Leibniz-Institut für Neue Materialien",2024,NA,"10.1002/adma.202309166",TRUE,FALSE,"Wiley-Blackwell","Advanced Materials","0935-9648","0935-9648","1521-4095","0935-9648","http://creativecommons.org/licenses/by-nc/4.0/",TRUE,"39632473","PMC11775871",NA,NA,FALSE,"wiley2024deal","00g656d67_wiley2024deal_2024"
"INM - Leibniz-Institut für Neue Materialien",2024,NA,"10.1002/adma.202313848",TRUE,FALSE,"Wiley-Blackwell","Advanced Materials","0935-9648","0935-9648","1521-4095","0935-9648","http://creativecommons.org/licenses/by-nc/4.0/",TRUE,"38583064",NA,NA,NA,FALSE,"wiley2024deal","00g656d67_wiley2024deal_2024"
"INM - Leibniz-Institut für Neue Materialien",2024,2225.6,"10.1002/admi.202301024",FALSE,FALSE,"Wiley-Blackwell","Advanced Materials Interfaces","2196-7350","2196-7350","2196-7350","2196-7350","http://creativecommons.org/licenses/by/4.0/",TRUE,NA,NA,NA,NA,TRUE,"wiley2024deal","00g656d67_wiley2024deal_2024"
"INM - Leibniz-Institut für Neue Materialien",2024,2225.6,"10.1002/admi.202400404",FALSE,FALSE,"Wiley-Blackwell","Advanced Materials Interfaces","2196-7350","2196-7350","2196-7350","2196-7350","http://creativecommons.org/licenses/by/4.0/",TRUE,NA,NA,NA,NA,TRUE,"wiley2024deal","00g656d67_wiley2024deal_2024"
"INM - Leibniz-Institut für Neue Materialien",2024,NA,"10.1002/admt.202400981",TRUE,FALSE,"Wiley-Blackwell","Advanced Materials Technologies","2365-709X","2365-709X","2365-709X","2365-709X","http://creativecommons.org/licenses/by/4.0/",TRUE,NA,NA,NA,NA,FALSE,"wiley2024deal","00g656d67_wiley2024deal_2024"
"INM - Leibniz-Institut für Neue Materialien",2024,2225.6,"10.1002/aelm.202400533",FALSE,FALSE,"Wiley-Blackwell","Advanced Electronic Materials","2199-160X","2199-160X","2199-160X","2199-160X","http://creativecommons.org/licenses/by/4.0/",TRUE,NA,NA,NA,NA,TRUE,"wiley2024deal","00g656d67_wiley2024deal_2024"
"INM - Leibniz-Institut für Neue Materialien",2024,2525.2,"10.1002/aesr.202400239",FALSE,FALSE,"Wiley-Blackwell","Advanced Energy and Sustainability Research","2699-9412","2699-9412","2699-9412","2699-9412","http://creativecommons.org/licenses/by/4.0/",TRUE,NA,NA,NA,NA,TRUE,"wiley2024deal","00g656d67_wiley2024deal_2024"
"INM - Leibniz-Institut für Neue Materialien",2024,NA,"10.1002/batt.202400506",TRUE,FALSE,"Wiley-Blackwell","Batteries & Supercaps","2566-6223","2566-6223","2566-6223","2566-6223","http://creativecommons.org/licenses/by/4.0/",TRUE,NA,NA,NA,NA,FALSE,"wiley2024deal","00g656d67_wiley2024deal_2024"
"INM - Leibniz-Institut für Neue Materialien",2024,2182.8,"10.1002/eem2.12742",FALSE,FALSE,"Wiley-Blackwell","ENERGY & ENVIRONMENTAL MATERIALS","2575-0356","2575-0356","2575-0356","2575-0348","http://creativecommons.org/licenses/by/4.0/",TRUE,NA,NA,NA,NA,FALSE,"wiley2024deal","00g656d67_wiley2024deal_2024"
"INM - Leibniz-Institut für Neue Materialien",2024,2182.8,"10.1002/eem2.12775",FALSE,FALSE,"Wiley-Blackwell","ENERGY & ENVIRONMENTAL MATERIALS","2575-0356","2575-0356","2575-0356","2575-0348","http://creativecommons.org/licenses/by/4.0/",TRUE,NA,NA,NA,NA,FALSE,"wiley2024deal","00g656d67_wiley2024deal_2024"
"INM - Leibniz-Institut für Neue Materialien",2024,2182.8,"10.1002/eom2.12494",FALSE,FALSE,"Wiley-Blackwell","EcoMat","2567-3173","2567-3173","2567-3173","2567-3173","http://creativecommons.org/licenses/by/4.0/",TRUE,NA,NA,NA,NA,TRUE,"wiley2024deal","00g656d67_wiley2024deal_2024"
"INM - Leibniz-Institut für Neue Materialien",2024,2790.56,"10.1002/jev2.12436",FALSE,FALSE,"Wiley-Blackwell","Journal of Extracellular Vesicles","2001-3078","2001-3078","2001-3078","2001-3078","http://creativecommons.org/licenses/by/4.0/",TRUE,"38649339","PMC11035383",NA,NA,TRUE,"wiley2024deal","00g656d67_wiley2024deal_2024"
"INM - Leibniz-Institut für Neue Materialien",2024,NA,"10.1002/mabi.202400535",TRUE,FALSE,"Wiley-Blackwell","Macromolecular Bioscience","1616-5187","1616-5187","1616-5195","1616-5187","http://creativecommons.org/licenses/by-nc/4.0/",TRUE,"39741116","PMC11904389",NA,NA,FALSE,"wiley2024deal","00g656d67_wiley2024deal_2024"
"INM - Leibniz-Institut für Neue Materialien",2024,NA,"10.1002/ppsc.202400091",TRUE,FALSE,"Wiley-Blackwell","Particle & Particle Systems Characterization","0934-0866","0934-0866","1521-4117","0934-0866","http://creativecommons.org/licenses/by/4.0/",TRUE,NA,NA,NA,NA,FALSE,"wiley2024deal","00g656d67_wiley2024deal_2024"
"INM - Leibniz-Institut für Neue Materialien",2024,NA,"10.1002/smll.202311834",TRUE,FALSE,"Wiley-Blackwell","Small","1613-6810","1613-6810","1613-6829","1613-6810","http://creativecommons.org/licenses/by/4.0/",TRUE,"38573961",NA,NA,NA,FALSE,"wiley2024deal","00g656d67_wiley2024deal_2024"
"INM - Leibniz-Institut für Neue Materialien",2024,NA,"10.1002/smll.202401844",TRUE,FALSE,"Wiley-Blackwell","Small","1613-6810","1613-6810","1613-6829","1613-6810","http://creativecommons.org/licenses/by/4.0/",TRUE,"38751204",NA,NA,NA,FALSE,"wiley2024deal","00g656d67_wiley2024deal_2024"
"INM - Leibniz-Institut für Neue Materialien",2024,NA,"10.1002/zaac.202400090",TRUE,FALSE,"Wiley-Blackwell","Zeitschrift für anorganische und allgemeine Chemie","0044-2313","0044-2313","1521-3749","0044-2313","http://creativecommons.org/licenses/by/4.0/",TRUE,NA,NA,NA,NA,FALSE,"wiley2024deal","00g656d67_wiley2024deal_2024"
"INM - Leibniz-Institut für Neue Materialien",2024,1927.71,"10.1038/s41598-024-70855-z",FALSE,FALSE,"Springer Nature","Scientific Reports","2045-2322",NA,"2045-2322","2045-2322","https://creativecommons.org/licenses/by/4.0",TRUE,"39333233","PMC11436934",NA,NA,TRUE,"sn2024deal","00g656d67_sn2024deal_2024"
"INM - Leibniz-Institut für Neue Materialien",2024,NA,"10.1039/d4su00092g",FALSE,FALSE,"Royal Society of Chemistry (RSC)","RSC Sustainability","2753-8125",NA,"2753-8125","2753-8125","http://creativecommons.org/licenses/by/3.0/",TRUE,NA,NA,NA,NA,TRUE,"rsc2024tib","00g656d67_rsc2024tib_2024"
"INM - Leibniz-Institut für Neue Materialien",2024,NA,"10.1039/d4tc02028f",TRUE,FALSE,"Royal Society of Chemistry (RSC)","Journal of Materials Chemistry C","2050-7526","2050-7526","2050-7534","2050-7526","http://creativecommons.org/licenses/by/3.0/",TRUE,NA,NA,NA,NA,FALSE,"rsc2024tib","00g656d67_rsc2024tib_2024"
"INM - Leibniz-Institut für Neue Materialien",2024,2003.83,"10.1186/s12934-024-02302-7",FALSE,FALSE,"Springer Nature","Microbial Cell Factories","1475-2859",NA,"1475-2859","1475-2859","https://creativecommons.org/licenses/by/4.0",TRUE,"38326819","PMC10848424",NA,NA,TRUE,"sn2024deal","00g656d67_sn2024deal_2024"
"INM - Leibniz-Institut für Neue Materialien",2024,1793.72,"10.1186/s13036-024-00463-y",FALSE,FALSE,"Springer Nature","Journal of Biological Engineering","1754-1611",NA,"1754-1611","1754-1611","https://creativecommons.org/licenses/by/4.0",TRUE,"39533331","PMC11559228",NA,NA,TRUE,"wiley2024deal","00g656d67_wiley2024deal_2024"
"INM - Leibniz-Institut für Neue Materialien",2024,NA,"10.1002/adbi.202400384",TRUE,FALSE,"Wiley-Blackwell","Advanced Biology","2701-0198","2701-0198","2701-0198","2701-0198","http://creativecommons.org/licenses/by/4.0/",TRUE,"40729545","PMC12447120",NA,NA,FALSE,"wiley2024deal","00g656d67_wiley2024deal_2024"
"INM - Leibniz-Institut für Neue Materialien",2024,2500,"10.1016/j.mtbio.2024.101437",FALSE,FALSE,"Elsevier BV","Materials Today Bio","2590-0064","2590-0064",NA,"2590-0064","http://creativecommons.org/licenses/by-nc/4.0/",TRUE,"39850240","PMC11755081",NA,NA,TRUE,"els2023deal","00g656d67_els2023deal_2024"
