institution,period,euro,doi,is_hybrid,publisher,journal_full_title,issn,issn_print,issn_electronic,url
ki,2023,1754.61,10.3390/children10010088,FALSE,,,,,,
ki,2023,3210.23,10.1002/bdr2.2055,TRUE,,,,,,
ki,2023,4563.87,10.1073/pnas.2209856120,TRUE,,,,,,
ki,2023,2366.76,10.3390/jcm12020495,FALSE,,,,,,
ki,2023,1979.13,10.3390/ph16020139,FALSE,,,,,,
ki,2023,2935.58,10.3389/fpubh.2022.1073318,FALSE,,,,,,
ki,2023,2162.46,10.1155/2023/9393497,FALSE,,,,,,
ki,2023,5031.58,10.1002/art.42442,TRUE,,,,,,
ki,2023,2942.79,10.3389/fimmu.2023.1073414,FALSE,,,,,,
ki,2023,2177.50,10.29219/fnr.v67.8771,FALSE,,,,,,
ki,2023, 984.04,10.1177/20552173231153557,FALSE,,,,,,
ki,2023,2743.08,10.1037/mac0000091,TRUE,,,,,,
ki,2023,2929.23,10.3389/fped.2023.1111270,FALSE,,,,,,
ki,2023,1549.18,10.3390/biomedicines11020295,FALSE,,,,,,
ki,2023,1174.14,10.3390/cancers15030692,FALSE,,,,,,
ki,2023,1346.74,10.2196/42357,FALSE,,,,,,
ki,2023,1859.92,10.3390/cells12020302,FALSE,,,,,,
ki,2023,2642.75,10.3389/fmed.2023.1061654,FALSE,,,,,,
ki,2023,2929.23,10.3389/fimmu.2023.1101433,FALSE,,,,,,
ki,2023, 222.42,10.17912/micropub.biology.000697,FALSE,,,,,,
ki,2023,2582.39,10.1016/j.invent.2022.100590,FALSE,,,,,,
ki,2023,1171.78,10.1097/HS9.0000000000000838,FALSE,,,,,,
ki,2023, 495.16,10.1183/23120541.00492-2022,FALSE,,,,,,
ki,2023,2869.26,10.3389/fonc.2023.1127707,FALSE,,,,,,
ki,2023,1461.26,10.2340/jrm.v54.2067,FALSE,,,,,,
ki,2023,3079.53,10.1183/13993003.01783-2022,TRUE,,,,,,
ki,2023,2892.91,10.3389/fphar.2023.1030849,FALSE,,,,,,
ki,2023,1640.37,10.3390/cancers15030912,FALSE,,,,,,
ki,2023,2929.96,10.3389/fped.2023.1118586,FALSE,,,,,,
ki,2023,2052.73,10.3390/nu15040873,FALSE,,,,,,
ki,2023,3216.24,10.1523/JNEUROSCI.1331-22.2023,TRUE,,,,,,
ki,2023,1163.39,10.3390/cancers15030865,FALSE,,,,,,
ki,2023,4014.48,10.1097/j.pain.0000000000002881,TRUE,,,,,,
ki,2023,1814.34,10.3390/ijms24043640,FALSE,,,,,,
ki,2023,2745.95,10.7554/eLife.77345,FALSE,,,,,,
ki,2023,1886.92,10.3389/fviro.2023.1128253,FALSE,,,,,,
ki,2023,2251.97,10.1097/JU9.0000000000000014,FALSE,,,,,,
ki,2023,2921.31,10.3389/fendo.2023.1026168,FALSE,,,,,,
ki,2023,1821.29,10.5271/sjweh.4079,FALSE,,,,,,
ki,2023,2717.49,10.7554/eLife.82785,FALSE,,,,,,
ki,2023,1872.52,10.3389/frhs.2023.1099538,FALSE,,,,,,
ki,2023,2025.92,10.1136/jitc-2022-005841,FALSE,,,,,,
ki,2023,1534.92,10.1117/1.JMI.10.6.061404,TRUE,,,,,,
ki,2023,4856.76,10.1172/JCI158357,FALSE,,,,,,
ki,2023,2688.24,10.3389/fphar.2023.968106,FALSE,,,,,,
ki,2023,2367.00,10.3390/cells12040643,FALSE,,,,,,
ki,2023,2904.54,10.3389/fnut.2023.1035343,FALSE,,,,,,
ki,2023,3702.84,10.1002/ehf2.14302,FALSE,,,,,,
ki,2023,2361.06,10.3390/cancers15041160,FALSE,,,,,,
ki,2023,3178.51,10.1093/geroni/igad006,FALSE,,,,,,
ki,2023,2904.54,10.3389/fimmu.2023.1129261,FALSE,,,,,,
ki,2023,1770.02,10.3390/nu15051168,FALSE,,,,,,
ki,2023,2566.59,10.2147/ppa.s396035,FALSE,,,,,,
ki,2023,2431.52,10.3390/ijerph20043675,FALSE,,,,,,
ki,2023,2232.52,10.3390/cancers15051499,FALSE,,,,,,
ki,2023,2460.19,10.3390/ijerph20043771,FALSE,,,,,,
ki,2023,1844.07,10.3389/fnins.2023.1143044,FALSE,,,,,,
ki,2023,1763.10,10.3390/biomedicines11030807,FALSE,,,,,,
ki,2023,1580.27,10.3390/cancers13205240,FALSE,,,,,,
ki,2023,3019.89,10.1097/PHM.0000000000002233,TRUE,,,,,,
ki,2023,2947.06,10.3389/fimmu.2023.1125884,FALSE,,,,,,
ki,2023,5526.53,10.15252/emmm.202215809,FALSE,,,,,,
ki,2023,4003.61,10.1172/jci.insight.161042,FALSE,,,,,,
ki,2023,2332.08,10.3390/cancers15051585,FALSE,,,,,,
ki,2023,3388.25,10.1016/j.nicl.2023.103347,FALSE,,,,,,
ki,2023,3024.06,10.3389/fonc.2023.1146486,FALSE,,,,,,
ki,2023,2020.63,10.3390/ijms24065582,FALSE,,,,,,
ki,2023,2622.71,10.2147/CIA.S359185,FALSE,,,,,,
ki,2023,2576.80,10.3390/jcm12062325,FALSE,,,,,,
ki,2023,2496.51,10.1016/j.ejmg.2022.104637,TRUE,,,,,,
ki,2023,1093.76,10.3390/pathogens12030476,FALSE,,,,,,
ki,2023,2924.70,10.3389/fimmu.2023.1151754,FALSE,,,,,,
ki,2023,2276.62,10.2105/AJPH.2023.307281,TRUE,,,,,,
ki,2023,2904.54,10.3389/fmed.2023.1146353,FALSE,,,,,,
ki,2023,1543.55,10.1371/journal.pone.0262889,FALSE,,,,,,
ki,2023,4219.62,10.1172/jci.insight.164875,FALSE,,,,,,
ki,2023,2907.32,10.3389/fonc.2023.1143811,FALSE,,,,,,
ki,2023,2339.33,10.1073/pnas.2220320120,TRUE,,,,,,
ki,2023,2335.41,10.2196/40285,FALSE,,,,,,
ki,2023,2550.43,10.3390/cancers15071972,FALSE,,,,,,
ki,2023,1754.26,10.1002/dad2.12426,FALSE,,,,,,
ki,2023, 905.24,10.3390/biom13040630,FALSE,,,,,,
ki,2023,2955.32,10.1128/spectrum.05066-22,FALSE,,,,,,
ki,2023,3439.74,10.1161/CIRCGEN.122.003710,TRUE,,,,,,
ki,2023,2750.57,10.1261/rna.079190.122,TRUE,,,,,,
ki,2023,1803.65,10.7554/eLife.87188,FALSE,,,,,,
ki,2023,2914.65,10.3389/fpsyg.2023.1165911,FALSE,,,,,,
ki,2023,2258.92,10.3892/or.2023.8562,TRUE,,,,,,
ki,2023,1352.74,10.3357/AMHP.6218.2023,TRUE,,,,,,
ki,2023,3666.29,10.1126/sciadv.adg3032,FALSE,,,,,,
ki,2023, 338.91,10.1037/cps0000144,TRUE,,,,,,
ki,2023,2890.21,10.1093/eurheartj/ehad655.2704,TRUE,,,,,,
ki,2023,1988.79,10.3390/ijms24076628,FALSE,,,,,,
ki,2023,2095.95,10.3390/ijerph20085487,FALSE,,,,,,
ki,2023,2632.46,10.3389/fmed.2023.1132799,FALSE,,,,,,
ki,2023,2829.64,10.1152/ajpendo.00009.2023,TRUE,,,,,,
ki,2023,3075.27,10.2337/dc22-2284,TRUE,,,,,,
ki,2023,2899.93,10.3389/fphys.2023.1161062,FALSE,,,,,,
ki,2023,4084.58,10.1097/QAD.0000000000003512,TRUE,,,,,,
ki,2023,1897.15,10.3389/fresc.2023.1159208,FALSE,,,,,,
ki,2023,2411.33,10.3390/cells12091229,FALSE,,,,,,
ki,2023,2574.04,10.1097/MBC.0000000000001111,TRUE,,,,,,
ki,2023,4638.44,10.1073/pnas.2212476120,TRUE,,,,,,
ki,2023,2020.79,10.3390/ijms24076244,FALSE,,,,,,
ki,2023,3047.34,10.3389/fpsyt.2023.1152286,FALSE,,,,,,
ki,2023,2879.59,10.3389/fimmu.2023.1178135,FALSE,,,,,,
ki,2023,1813.10,10.3390/ijms24098141,FALSE,,,,,,
ki,2023,1402.06,10.3389/ftox.2023.1183824,FALSE,,,,,,
ki,2023,2167.80,10.1182/blood.2022016896,TRUE,,,,,,
ki,2023, 981.79,10.1183/23120541.00036-2023,FALSE,,,,,,
ki,2023,2964.57,10.1097/JOM.0000000000002869,TRUE,,,,,,
ki,2023,2890.01,10.3389/fneur.2023.1148781,FALSE,,,,,,
ki,2023,2886.64,10.3389/fnmol.2023.1106765,FALSE,,,,,,
ki,2023,3406.69,10.1161/hypertensionaha.123.21210,TRUE,,,,,,
ki,2023,2789.80,10.1093/braincomms/fcad001,FALSE,,,,,,
ki,2023,2889.17,10.3389/fonc.2023.1176698,FALSE,,,,,,
ki,2023,3098.66,10.1016/j.cortex.2023.04.005,TRUE,,,,,,
ki,2023,4471.69,10.1161/CIRCULATIONAHA.123.064944,TRUE,,,,,,
ki,2023,2856.56,10.3389/fpubh.2023.1077068,FALSE,,,,,,
ki,2023,2889.17,10.3389/fimmu.2023.1200769,FALSE,,,,,,
ki,2023,2889.17,10.3389/fmicb.2023.1172340,FALSE,,,,,,
ki,2023,3892.06,10.1007/s00127-023-02484-2,TRUE,,,,,,
ki,2023,2318.62,10.3390/nu15102321,FALSE,,,,,,
ki,2023,2918.36,10.3389/fpsyg.2023.1083047,FALSE,,,,,,
ki,2023,1737.99,10.3390/cells12111469,FALSE,,,,,,
ki,2023,2928.95,10.3389/fgene.2023.1176626,FALSE,,,,,,
ki,2023,1964.27,10.3324/haematol.2022.282638,FALSE,,,,,,
ki,2023,1387.45,10.1128/spectrum.04486-22,FALSE,,,,,,
ki,2023,1160.14,10.1177/14791641231176767,FALSE,,,,,,
ki,2023,1836.39,10.1158/1055-9965.EPI-23-0169,TRUE,,,,,,
ki,2023,3052.23,10.3389/fimmu.2023.1186097,FALSE,,,,,,
ki,2023,1685.26,10.1371/journal.pone.0286288,FALSE,,,,,,
ki,2023,2156.92,10.3390/nu15112546,FALSE,,,,,,
ki,2023,1887.27,10.7554/eLife.89482.1,FALSE,,,,,,
ki,2023,1801.76,10.1039/d3na00323j,FALSE,,,,,,
ki,2023,2906.61,10.3389/fneur.2023.1170005,FALSE,,,,,,
ki,2023,3394.89,10.1523/JNEUROSCI.1743-22.2023,TRUE,,,,,,
ki,2023,1896.00,10.3389/fmed.2023.1141035,FALSE,,,,,,
ki,2023,2481.72,10.1016/j.jpain.2023.05.006,TRUE,,,,,,
ki,2023,4179.42,10.1212/WNL.0000000000207656,TRUE,,,,,,
ki,2023,2082.45,10.3390/children10061056,FALSE,,,,,,
