institution,period,euro,doi,is_hybrid,publisher,journal_full_title,issn,issn_print,issn_electronic,url
ki,2022, 1774.70,10.3390/pharmaceutics14010038,FALSE,,,,,,
ki,2022, 1597.29,10.3390/ijms23020722,FALSE,,,,,,
ki,2022, 1725.03,10.3390/molecules26216709,FALSE,,,,,,
ki,2022, 1863.42,10.3390/cancers14010077,FALSE,,,,,,
ki,2022, 1613.68,10.3390/antiox11020296,FALSE,,,,,,
ki,2022, 1893.51,10.3390/cancers14030746,FALSE,,,,,,
ki,2022, 2048.88,10.3390/ijerph19031238,FALSE,,,,,,
ki,2022, 1567.88,10.3390/antibiotics10121462,FALSE,,,,,,
ki,2022, 2164.01,10.3390/nu14030602,FALSE,,,,,,
ki,2022,  806.54,10.3390/cancers14040917,FALSE,,,,,,
ki,2022, 1884.05,10.3390/biom12020292,FALSE,,,,,,
ki,2022, 2184.68,10.3390/jcm11041008,FALSE,,,,,,
ki,2022, 1637.87,10.3390/ijerph19042431,FALSE,,,,,,
ki,2022, 1637.87,10.3390/children9030321,FALSE,,,,,,
ki,2022, 2048.13,10.3390/ijerph19042232,FALSE,,,,,,
ki,2022, 1808.64,10.3390/cancers14051186,FALSE,,,,,,
ki,2022,  919.02,10.3390/cells11030514,FALSE,,,,,,
ki,2022, 1001.31,10.3390/pathogens11020271,FALSE,,,,,,
ki,2022, 2297.55,10.3390/ijerph19063489,FALSE,,,,,,
ki,2022, 1930.78,10.3390/ijms23073482,FALSE,,,,,,
ki,2022, 1922.88,10.3390/jcm11072046,FALSE,,,,,,
ki,2022, 1280.66,10.3390/life12040525,FALSE,,,,,,
ki,2022, 4305.91,10.1038/s41416-021-01459-x,TRUE,,,,,,
ki,2022, 4323.33,10.1038/s41366-021-01060-5,TRUE,,,,,,
ki,2022, 4608.13,10.1038/s41385-021-00473-9,TRUE,,,,,,
ki,2022, 3612.28,10.1038/s41375-021-01123-6,TRUE,,,,,,
ki,2022, 4328.84,10.1038/s41380-021-01349-x,TRUE,,,,,,
ki,2022, 3640.87,10.1038/s41386-021-01179-z,TRUE,,,,,,
