institution;period;euro;doi;is_hybrid;publisher;journal_full_title;issn;url
Goettingen University;2019; 819,92;10.3390/agronomy9090518;false;MDPI;Agronomy;2073-4395;http://resolver.sub.uni-goettingen.de/purl?gs-1/16241
Goettingen University;2019; 1.413,92;10.1063/1.5109067;false;AIP Publishing;AIP Advances;2158-3226;http://resolver.sub.uni-goettingen.de/purl?gs-1/16303
Goettingen University;2019; 1.487,50;10.3233/ADR-190132;false;IOS Press;Alzheimer’s Disease reports;2328-9503;http://resolver.sub.uni-goettingen.de/purl?gs-1/16080
Goettingen University;2019; 524,58;10.3390/ani9050207;false;MDPI;Animals;2076-2615;http://resolver.sub.uni-goettingen.de/purl?gs-1/15815
Goettingen University;2019; 786,85;10.3390/ani9050210;false;MDPI;Animals;2076-2615;http://resolver.sub.uni-goettingen.de/purl?gs-1/15837
Goettingen University;2019; 755,42;10.3390/ani9110949;false;MDPI;Animals;2076-2615;http://resolver.sub.uni-goettingen.de/purl?gs-1/15841
Goettingen University;2019; 973,79;10.3390/ani9121042;false;MDPI;Animals;2076-2615;http://resolver.sub.uni-goettingen.de/purl?gs-1/15863
Goettingen University;2019; 2.084,88;10.1002/acn3.735;false;Wiley (OA-Journals);Annals of Clinical and Translational Neurology ;2328-9503;http://resolver.sub.uni-goettingen.de/purl?gs-1/16351
Goettingen University;2019; 1.215,22;10.3390/app9153044;false;MDPI;Applied Sciences;1471-2148;http://resolver.sub.uni-goettingen.de/purl?gs-1/16372
Goettingen University;2019; 1.677,40;10.1177/1759091419845524;false;Sage ;ASN Neuro;1759-0914;http://resolver.sub.uni-goettingen.de/purl?gs-1/16286
Goettingen University;2019; 1.678,64;10.1177/1759091419892692;false;Sage ;ASN Neuro;1759-0914;http://resolver.sub.uni-goettingen.de/purl?gs-1/16103
Goettingen University;2019; 2.565,64;10.5194/amt-12-4393-2019;false;Copernicus;Atmospheric Measurement Techniques;1867-8548;http://resolver.sub.uni-goettingen.de/purl?gs-1/16104
Goettingen University;2019; 1.832,60;10.5194/amt-12-4677-2019;false;Copernicus;Atmospheric Measurement Techniques;1867-8548;http://resolver.sub.uni-goettingen.de/purl?gs-1/16105
Goettingen University;2019; 2.434,74;10.5194/bg-16-1607-2019;false;Copernicus;Biogeosciences;1726-4189;http://resolver.sub.uni-goettingen.de/purl?gs-1/16678
Goettingen University;2019; 1.959,93;10.5194/bg-16-2873-2019;false;Copernicus;Biogeosciences;1726-4189;http://resolver.sub.uni-goettingen.de/purl?gs-1/15788
Goettingen University;2019; 1.106,70;10.5194/bg-16-4783-2019;false;Copernicus;Biogeosciences;1726-4189;http://resolver.sub.uni-goettingen.de/purl?gs-1/16375
Goettingen University;2019; 159,35;10.3390/biom9060238;false;MDPI;Biomolecules;2218-273X;http://resolver.sub.uni-goettingen.de/purl?gs-1/16868
Goettingen University;2019; 779,14;10.3390/biom9120800;false;MDPI;Biomolecules;2218-273X;http://resolver.sub.uni-goettingen.de/purl?gs-1/15834
Goettingen University;2019; 1.661,24;10.1186/s12871-019-0725-7;false;BioMed Central;BMC Anesthesiology;1536-5964;http://resolver.sub.uni-goettingen.de/purl?gs-1/16069
