"institution";"period";"euro";"DOI";"is_hybrid";"publisher";"journal_full_title";"issn";"url"
"Aalto University";"2020";"5141";"10.1093/cercor/bhaa306";"TRUE";"";"";"";""
"VTT Technical Research Centre of Finland Ltd";"2020";"1570";"10.3390/jmse8020141";"FALSE";"";"";"";""
"VTT Technical Research Centre of Finland Ltd";"2019";"2839";"10.3390/rs11040384";"FALSE";"";"";"";""
"VTT Technical Research Centre of Finland Ltd";"2020";"740";"10.3390/foods9121725";"FALSE";"";"";"";""
"Häme University of Applied Sciences";"2022";"1436";"10.3390/bs12030079";"FALSE";"";"";"";""
"Aalto University";"2020";"2631";"10.25300/MISQ/2020/15610";"TRUE";"";"";"";""
"South-Eastern Finland University of Applied Sciences (Xamk)";"2022";"3420";"10.3390/f14010023";"FALSE";"";"";"";""
"Natural Resources Institute Finland";"2022";"1600";"10.14214/sf.10609";"FALSE";"";"";"";""
"Aalto University";"2022";"2239";"10.3390/en15145271";"FALSE";"";"";"";""
"VTT Technical Research Centre of Finland Ltd";"2020";"2686";"10.3390/app10196985";"FALSE";"";"";"";""
"Aalto University";"2023";"2588";"10.1038/s41598-023-28796-6";"FALSE";"";"";"";""
"University of Oulu";"2022";"2281";"10.1186/s40035-022-00297-y";"FALSE";"";"";"";""
"JAMK University of Applied Sciences";"2022";"937";"10.3389/feduc.2022.846567";"FALSE";"";"";"";""
"University of Eastern Finland";"2024";"1185";"10.3390/languages9050153";"FALSE";"";"";"";""
"University of Jyväskylä";"2023";"5020";"10.1016/S2666-7568(23)00231-3";"TRUE";"";"";"";""
"Aalto University";"2020";"855";"10.1016/j.trf.2020.01.003";"TRUE";"";"";"";""
"Aalto University";"2020";"228";"10.1016/j.ohx.2020.e00109";"FALSE";"";"";"";""
"Aalto University";"2020";"3060";"10.1057/s41267-020-00329-7";"TRUE";"";"";"";""
"Aalto University";"2020";"1111";"10.1016/j.apor.2020.102290";"TRUE";"";"";"";""
"Aalto University";"2020";"1229";"10.1016/j.jcrysgro.2020.125840";"TRUE";"";"";"";""
"Aalto University";"2020";"1115";"10.3390/min10080653";"FALSE";"";"";"";""
"Aalto University";"2020";"654";"10.3390/machines8030039";"FALSE";"";"";"";""
"Aalto University";"2019";"2395";"10.1080/07370024.2019.1574225";"TRUE";"";"";"";""
"Aalto University";"2020";"1506";"10.3390/su12155998";"FALSE";"";"";"";""
"Aalto University";"2021";"2517";"10.1080/23322551.2021.2002056";"TRUE";"";"";"";""
"Aalto University";"2022";"1990";"10.1186/s12859-021-04540-7";"FALSE";"";"";"";""
"Aalto University";"2022";"1648";"10.1017/dsj.2022.13";"FALSE";"";"";"";""
"Aalto University";"2022";"2930";"10.1016/j.cattod.2022.05.010";"TRUE";"";"";"";""
"Aalto University";"2022";"880";"10.1016/j.sandf.2022.101213";"FALSE";"";"";"";""
"Aalto University";"2022";"2280";"10.1016/j.jbvi.2022.e00356";"TRUE";"";"";"";""
"Aalto University";"2020";"1413";"10.3390/su12020719";"FALSE";"";"";"";""
"VTT Technical Research Centre of Finland Ltd";"2016";"2200";"10.1007/s10043-016-0181-2";"TRUE";"";"";"";""
"VTT Technical Research Centre of Finland Ltd";"2016";"2000";"10.1186/s12934-016-0544-1";"FALSE";"";"";"";""
"VTT Technical Research Centre of Finland Ltd";"2024";"703";"10.15406/jteft.2024.10.00361";"FALSE";"";"";"";""
"University of Oulu";"2022";"2656";"10.3389/fnins.2022.836378";"FALSE";"";"";"";""
"University of Oulu";"2022";"1780";"10.1080/15230430.2022.2155352";"FALSE";"";"";"";""
"University of Oulu";"2022";"1397";"10.1525/elementa.2022.00002";"FALSE";"";"";"";""
"University of Oulu";"2023";"2145";"10.1038/s41598-023-30605-z";"FALSE";"";"";"";""
"University of Oulu";"2023";"1190";"10.1016/j.jmrt.2023.01.157";"FALSE";"";"";"";""
"University of Oulu";"2023";"1153";"10.3390/w15050861";"FALSE";"";"";"";""
"University of Oulu";"2023";"2150";"10.1016/j.ejrh.2023.101360";"FALSE";"";"";"";""
"University of Oulu";"2023";"3170";"10.1029/2022JD037337";"TRUE";"";"";"";""
"University of Oulu";"2023";"1199";"10.3389/feduc.2023.1112835";"FALSE";"";"";"";""
"University of Oulu";"2023";"1207";"10.1109/jssc.2023.3273502";"TRUE";"";"";"";""
"University of Oulu";"2023";"2009";"10.3390/app13126945";"FALSE";"";"";"";""
"University of Oulu";"2023";"96";"10.3897/compcytogen.17.102830";"FALSE";"";"";"";""
"University of Oulu";"2023";"2184";"10.1107/S205225252300444X";"FALSE";"";"";"";""
"University of Oulu";"2023";"2511";"10.1186/s13046-023-02745-7";"FALSE";"";"";"";""
"University of Oulu";"2023";"2110";"10.1016/j.dibe.2023.100219";"FALSE";"";"";"";""
"University of Oulu";"2023";"2200";"10.1016/j.jasrep.2023.104216";"TRUE";"";"";"";""
"University of Oulu";"2023";"1200";"10.1051/swsc/2023024";"FALSE";"";"";"";""
"University of Oulu";"2023";"1798";"10.3390/ma16247597";"FALSE";"";"";"";""
"University of Oulu";"2024";"2329";"10.1016/j.matdes.2024.112654";"FALSE";"";"";"";""
"Aalto University";"2023";"2516";"10.3389/fpsyg.2023.1103996";"FALSE";"";"";"";""
"Aalto University";"2020";"1506";"10.3390/en13153799";"FALSE";"";"";"";""
"Aalto University";"2021";"1623";"10.3390/app11083609";"FALSE";"";"";"";""
"University of Jyväskylä";"2019";"3307";"10.1002/smj.3080";"TRUE";"";"";"";""
"University of Jyväskylä";"2020";"1290";"10.1063/5.0010884";"FALSE";"";"";"";""
"University of Jyväskylä";"2018";"860";"10.1080/00141844.2018.1559214";"TRUE";"";"";"";""
"University of Jyväskylä";"2018";"860";"10.1080/00313831.2018.1554601";"TRUE";"";"";"";""
"Aalto University";"2020";"1390";"10.3390/su12020576";"FALSE";"";"";"";""
"Aalto University";"2020";"659";"10.3390/act9010012";"FALSE";"";"";"";""
"Aalto University";"2020";"935";"10.3390/educsci10060156";"FALSE";"";"";"";""
"Aalto University";"2020";"1690";"10.1186/s12859-020-03621-3";"FALSE";"";"";"";""
"Aalto University";"2020";"841";"10.3390/jsan9020030";"FALSE";"";"";"";""
"Aalto University";"2020";"1514";"10.3390/en13143553";"FALSE";"";"";"";""
"Aalto University";"2020";"1167";"10.3390/jmse8100759";"FALSE";"";"";"";""
"Aalto University";"2019";"1790";"10.1057/s42214-019-00036-7";"TRUE";"";"";"";""
"Aalto University";"2020";"1534";"10.3390/en13082117";"FALSE";"";"";"";""
"Aalto University";"2021";"270";"10.3390/ph14070676";"FALSE";"";"";"";""
"Aalto University";"2020";"1842";"10.1109/JPROC.2020.2969687";"TRUE";"";"";"";""
"Aalto University";"2022";"2835";"10.2196/33505";"FALSE";"";"";"";""
"Aalto University";"2019";"1600";"10.1088/1367-2630/ab34f0";"FALSE";"";"";"";""
"Aalto University";"2023";"2487";"10.1073/pnas.2211509120";"TRUE";"";"";"";""
"Aalto University";"2020";"430";"10.55365/1923.X2020.18.07";"FALSE";"";"";"";""
"Aalto University";"2020";"1250";"10.3390/electronics9101675";"FALSE";"";"";"";""
"VTT Technical Research Centre of Finland Ltd";"2020";"2750";"10.1002/fuce.201900075";"TRUE";"";"";"";""
"Aalto University";"2022";"1203";"10.1145/3508359";"TRUE";"";"";"";""
"University of Oulu";"2022";"3008";"10.3389/fonc.2022.981009";"FALSE";"";"";"";""
"University of Oulu";"2022";"1118";"10.3389/fcomp.2022.1008552";"FALSE";"";"";"";""
"University of Oulu";"2022";"3350";"10.1002/solr.202200995";"TRUE";"";"";"";""
"University of Oulu";"2022";"2180";"10.1016/j.comppsych.2022.152359";"FALSE";"";"";"";""
"University of Oulu";"2023";"5190";"10.1038/s41467-023-36358-7";"FALSE";"";"";"";""
"University of Oulu";"2023";"2145";"10.1038/s41598-023-31369-2";"FALSE";"";"";"";""
"University of Oulu";"2023";"1979";"10.3389/fdgth.2023.1034724";"FALSE";"";"";"";""
"University of Oulu";"2023";"1161";"10.3390/ma16062523";"FALSE";"";"";"";""
"University of Oulu";"2023";"1000";"10.1029/2023JA031352";"TRUE";"";"";"";""
"University of Oulu";"2023";"1190";"10.1016/j.jmrt.2023.03.134";"FALSE";"";"";"";""
"University of Oulu";"2023";"978";"10.1039/d3ra02531d";"FALSE";"";"";"";""
"University of Oulu";"2023";"2870";"10.1016/j.mtbio.2023.100647";"FALSE";"";"";"";""
"University of Oulu";"2023";"2550";"10.1016/j.matdes.2023.112059";"FALSE";"";"";"";""
"University of Oulu";"2023";"2040";"10.1098/rstb.2022.0142";"TRUE";"";"";"";""
"University of Oulu";"2023";"1600";"10.1002/2688-8319.12255";"FALSE";"";"";"";""
"University of Oulu";"2023";"1190";"10.1016/j.jmrt.2023.08.183";"FALSE";"";"";"";""
"University of Oulu";"2023";"2554";"10.3390/buildings13092172";"FALSE";"";"";"";""
"University of Oulu";"2023";"2245";"10.1038/s41598-023-44735-x";"FALSE";"";"";"";""
"University of Oulu";"2023";"1811";"10.1109/access.2023.3337214";"FALSE";"";"";"";""
"University of Oulu";"2023";"380";"10.1163/21971927-bja10041";"FALSE";"";"";"";""
"Aalto University";"2020";"1780";"10.1155/2020/8831976";"FALSE";"";"";"";""
"University of Jyväskylä";"2019";"2500";"10.1111/1365-2656.13103";"TRUE";"";"";"";""
"University of Jyväskylä";"2019";"2164";"10.1128/JVI.01393-19";"TRUE";"";"";"";""
"University of Jyväskylä";"2019";"2395";"10.1080/0309877X.2018.1541971";"TRUE";"";"";"";""
"University of Jyväskylä";"2019";"666";"10.1016/j.na.2019.01.008";"TRUE";"";"";"";""
"University of Jyväskylä";"2020";"782";"10.1016/j.jwb.2020.101140";"TRUE";"";"";"";""
"University of Jyväskylä";"2020";"950";"10.1186/s12891-020-03551-4";"FALSE";"";"";"";""
"University of Jyväskylä";"2020";"1746";"10.1186/s13071-020-04259-z";"FALSE";"";"";"";""
"Aalto University";"2020";"1099";"10.3390/su12030911";"FALSE";"";"";"";""
"Aalto University";"2020";"2680";"10.1038/s42005-020-0307-5";"FALSE";"";"";"";""
"Aalto University";"2020";"1472";"10.3390/en13071738";"FALSE";"";"";"";""
"Aalto University";"2020";"2070";"10.1016/j.cirpj.2020.05.002";"TRUE";"";"";"";""
"Aalto University";"2020";"747";"10.3390/min10060553";"FALSE";"";"";"";""
"Aalto University";"2020";"1514";"10.3390/en13143551";"FALSE";"";"";"";""
"Aalto University";"2020";"3042";"10.1063/5.0004856";"TRUE";"";"";"";""
"Aalto University";"2020";"1667";"10.3390/s20205928";"FALSE";"";"";"";""
"Aalto University";"2021";"3486";"10.1016/j.inffus.2021.02.009";"TRUE";"";"";"";""
"Aalto University";"2021";"1298";"10.3390/jmse9090944";"FALSE";"";"";"";""
"Aalto University";"2021";"1623";"10.3390/antiox10060983";"FALSE";"";"";"";""
"Aalto University";"2020";"2400";"10.1002/mop.32740";"TRUE";"";"";"";""
"VTT Technical Research Centre of Finland Ltd";"2021";"1460";"10.3390/membranes11120975";"FALSE";"";"";"";""
"Aalto University";"2020";"1829";"10.1364/OE.383451";"FALSE";"";"";"";""
"Aalto University";"2022";"440";"10.1016/j.dib.2022.108580";"FALSE";"";"";"";""
"VTT Technical Research Centre of Finland Ltd";"2019";"1120";"10.1016/j.seta.2019.05.005";"TRUE";"";"";"";""
"Aalto University";"2020";"1396";"10.1016/j.ijmedinf.2020.104223";"TRUE";"";"";"";""
"Aalto University";"2022";"1623";"10.3390/pr10040784";"FALSE";"";"";"";""
"Aalto University";"2022";"1134";"10.17743/jaes.2022.0024";"TRUE";"";"";"";""
"University of Oulu";"2022";"1752";"10.1016/j.jbc.2022.101787";"FALSE";"";"";"";""
"University of Oulu";"2022";"1850";"10.1167/jov.22.12.1";"FALSE";"";"";"";""
"University of Oulu";"2022";"300";"10.14733/cadaps.2023.s6.99-110";"TRUE";"";"";"";""
"University of Oulu";"2023";"2292";"10.3390/ma16031056";"FALSE";"";"";"";""
"University of Oulu";"2023";"1945";"10.1038/s41597-023-01988-5";"FALSE";"";"";"";""
"University of Oulu";"2023";"1210";"10.3390/bios13020186";"FALSE";"";"";"";""
"University of Oulu";"2023";"1917";"10.2196/39389";"FALSE";"";"";"";""
"University of Oulu";"2023";"2410";"10.1002/mbo3.1350";"FALSE";"";"";"";""
"University of Oulu";"2023";"2153";"10.1109/lwc.2023.3264273";"TRUE";"";"";"";""
"University of Oulu";"2023";"2659";"10.1038/s41598-023-33422-6";"FALSE";"";"";"";""
"University of Oulu";"2023";"2458";"10.1103/physrevresearch.5.023121";"FALSE";"";"";"";""
"University of Oulu";"2023";"2000";"10.1515/corrrev-2022-0118";"TRUE";"";"";"";""
"University of Oulu";"2023";"1880";"10.1016/j.heliyon.2023.e16586";"FALSE";"";"";"";""
"University of Oulu";"2023";"3987";"10.1021/jacs.3c03928";"TRUE";"";"";"";""
"University of Oulu";"2023";"2550";"10.1080/21650349.2022.2157889";"TRUE";"";"";"";""
"University of Oulu";"2023";"2245";"10.1038/s41598-023-41525-3";"FALSE";"";"";"";""
"University of Oulu";"2023";"3061";"10.2196/46143";"FALSE";"";"";"";""
"University of Oulu";"2023";"2692";"10.3390/en16196936";"FALSE";"";"";"";""
"University of Oulu";"2023";"1640";"10.1016/j.slasd.2023.08.005";"FALSE";"";"";"";""
"University of Oulu";"2024";"1105";"10.1016/j.jmrt.2024.01.172";"FALSE";"";"";"";""
"Aalto University";"2020";"716";"10.1186/s13634-020-00675-6";"FALSE";"";"";"";""
"Aalto University";"2023";"2471";"10.3847/1538-4357/acac20";"FALSE";"";"";"";""
"University of Jyväskylä";"2019";"2395";"10.1080/07075332.2019.1655469";"TRUE";"";"";"";""
"University of Jyväskylä";"2020";"1368";"10.1016/j.neuroimage.2020.117058";"FALSE";"";"";"";""
"University of Jyväskylä";"2019";"919";"10.1016/j.jrp.2019.103887";"TRUE";"";"";"";""
