pos;institution_name;journal_title;eissn;doi;url;published;accepted;par_fee;article_type;article_group;initial_opt-out
1;Bergische Universität Wuppertal;4OR;1614-2411;10.1007/s10288-022-00503-7;https://doi.org/10.1007/s10288-022-00503-7;24.02.2022;03.02.2022;2750;originalpaper;Research Article;optout
2;Bergische Universität Wuppertal;Review of Managerial Science;1863-6691;10.1007/s11846-022-00578-w;https://doi.org/10.1007/s11846-022-00578-w;30.08.2022;01.08.2022;2750;originalpaper;Research Article;optin
3;Bergische Universität Wuppertal;Bulletin of Mathematical Biology;1522-9602;10.1007/s11538-022-00994-9;https://doi.org/10.1007/s11538-022-00994-9;17.02.2022;12.01.2022;2750;originalpaper;Research Article;optin
4;Bergische Universität Wuppertal;Neue Politische Literatur;2197-6082;10.1007/s42520-022-00435-w;https://doi.org/10.1007/s42520-022-00435-w;05.05.2022;26.04.2022;917;bookreview;Non Research Article;optin
5;Bergische Universität Wuppertal;SN Business & Economics;2662-9399;10.1007/s43546-022-00395-z;https://doi.org/10.1007/s43546-022-00395-z;27.12.2022;07.12.2022;2750;originalpaper;Research Article;optin
6;Bergische Universität Wuppertal;Child Indicators Research;1874-8988;10.1007/s12187-022-09919-3;https://doi.org/10.1007/s12187-022-09919-3;04.03.2022;21.01.2022;2750;originalpaper;Research Article;optin
7;Bergische Universität Wuppertal;European Journal for Security Research;2365-1695;10.1007/s41125-022-00088-6;https://doi.org/10.1007/s41125-022-00088-6;20.12.2022;04.12.2022;2750;originalpaper;Research Article;optin
8;Bergische Universität Wuppertal;Cognitive, Affective, & Behavioral Neuroscience;1531-135X;10.3758/s13415-021-00978-7;https://doi.org/10.3758/s13415-021-00978-7;18.01.2022;27.11.2021;2750;originalpaper;Research Article;optin
9;Bergische Universität Wuppertal;Applied Physics A;1432-0630;10.1007/s00339-022-05521-0;https://doi.org/10.1007/s00339-022-05521-0;15.04.2022;22.03.2022;2750;originalpaper;Research Article;optin
10;Bergische Universität Wuppertal;Higher Education;1573-174X;10.1007/s10734-022-00949-y;https://doi.org/10.1007/s10734-022-00949-y;28.11.2022;16.10.2022;2750;originalpaper;Research Article;optin
11;Bergische Universität Wuppertal;Zeitschrift für Arbeitswissenschaft;2366-4681;10.1007/s41449-022-00303-z;https://doi.org/10.1007/s41449-022-00303-z;10.03.2022;08.02.2022;2750;originalpaper;Research Article;optin
12;Bergische Universität Wuppertal;Soziale Passagen;1867-0199;10.1007/s12592-021-00404-2;https://doi.org/10.1007/s12592-021-00404-2;10.01.2022;13.12.2021;917;editorialnotes;Non Research Article;optin
13;Bergische Universität Wuppertal;Soziale Passagen;1867-0199;10.1007/s12592-022-00442-4;https://doi.org/10.1007/s12592-022-00442-4;20.12.2022;05.12.2022;917;editorialnotes;Non Research Article;optin
14;Bergische Universität Wuppertal;Soziale Passagen;1867-0199;10.1007/s12592-021-00403-3;https://doi.org/10.1007/s12592-021-00403-3;10.01.2022;13.12.2021;917;editorialnotes;Non Research Article;optin
15;Bergische Universität Wuppertal;Notfall + Rettungsmedizin;1436-0578;10.1007/s10049-021-00974-x;https://doi.org/10.1007/s10049-021-00974-x;10.01.2022;07.12.2021;2750;originalpaper;Research Article;optin
16;Bergische Universität Wuppertal;Transformation Groups;1531-586X;10.1007/s00031-022-09775-z;https://doi.org/10.1007/s00031-022-09775-z;29.10.2022;27.09.2022;2750;originalpaper;Research Article;optin
17;Bergische Universität Wuppertal;European Journal of Applied Physiology;1439-6327;10.1007/s00421-022-04997-1;https://doi.org/10.1007/s00421-022-04997-1;09.07.2022;17.06.2022;2750;originalpaper;Research Article;optin
18;Bergische Universität Wuppertal;Synthese;1573-0964;10.1007/s11229-022-03783-y;https://doi.org/10.1007/s11229-022-03783-y;01.08.2022;13.06.2022;2750;originalpaper;Research Article;optin
19;Bergische Universität Wuppertal;International Economics and Economic Policy;1612-4812;10.1007/s10368-022-00552-7;https://doi.org/10.1007/s10368-022-00552-7;05.12.2022;17.10.2022;2750;originalpaper;Research Article;optin
20;Bergische Universität Wuppertal;BIT Numerical Mathematics;1572-9125;10.1007/s10543-021-00905-9;https://doi.org/10.1007/s10543-021-00905-9;04.01.2022;17.12.2021;2750;originalpaper;Research Article;optin
21;Bergische Universität Wuppertal;Metascience;1467-9981;10.1007/s11016-022-00801-0;https://doi.org/10.1007/s11016-022-00801-0;05.09.2022;25.08.2022;917;bookreview;Non Research Article;optin
22;Bergische Universität Wuppertal;Financial Markets and Portfolio Management;2373-8529;10.1007/s11408-022-00407-w;https://doi.org/10.1007/s11408-022-00407-w;30.03.2022;07.02.2022;2750;originalpaper;Research Article;optin
23;Bergische Universität Wuppertal;Journal of Scheduling;1099-1425;10.1007/s10951-022-00758-2;https://doi.org/10.1007/s10951-022-00758-2;07.11.2022;19.09.2022;2750;originalpaper;Research Article;optin
24;Bergische Universität Wuppertal;Unterrichtswissenschaft;2520-873X;10.1007/s42010-021-00141-8;https://doi.org/10.1007/s42010-021-00141-8;27.01.2022;27.12.2021;2750;originalpaper;Research Article;optin
25;Bergische Universität Wuppertal;KZfSS Kölner Zeitschrift für Soziologie und Sozialpsychologie;1861-891X;10.1007/s11577-022-00846-3;https://doi.org/10.1007/s11577-022-00846-3;27.07.2022;20.06.2022;2750;originalpaper;Research Article;optin
26;Bergische Universität Wuppertal;Metals and Materials International;2005-4149;10.1007/s12540-022-01246-0;https://doi.org/10.1007/s12540-022-01246-0;08.06.2022;18.05.2022;2750;originalpaper;Research Article;optin
27;Bergische Universität Wuppertal;Lasers in Manufacturing and Materials Processing;2196-7237;10.1007/s40516-022-00190-6;https://doi.org/10.1007/s40516-022-00190-6;15.09.2022;30.08.2022;2750;originalpaper;Research Article;optin
28;Bergische Universität Wuppertal;German Journal of Exercise and Sport Research;2509-3150;10.1007/s12662-022-00839-6;https://doi.org/10.1007/s12662-022-00839-6;21.07.2022;04.07.2022;2750;originalpaper;Research Article;optin
29;Bergische Universität Wuppertal;Partial Differential Equations and Applications;2662-2971;10.1007/s42985-022-00167-2;https://doi.org/10.1007/s42985-022-00167-2;10.04.2022;16.03.2022;2750;originalpaper;Research Article;optin
30;Bergische Universität Wuppertal;Synthese;1573-0964;10.1007/s11229-022-03740-9;https://doi.org/10.1007/s11229-022-03740-9;15.06.2022;12.05.2022;2750;originalpaper;Research Article;optin
31;Bergische Universität Wuppertal;Journal of Intelligent Manufacturing;1572-8145;10.1007/s10845-022-01963-8;https://doi.org/10.1007/s10845-022-01963-8;28.05.2022;05.05.2022;2750;reviewpaper;Research Article;optin
32;Bergische Universität Wuppertal;Progress in Additive Manufacturing;2363-9520;10.1007/s40964-022-00319-1;https://doi.org/10.1007/s40964-022-00319-1;28.06.2022;10.06.2022;2750;originalpaper;Research Article;optin
33;Bergische Universität Wuppertal;Zeitschrift für Grundschulforschung;2523-3181;10.1007/s42278-022-00143-0;https://doi.org/10.1007/s42278-022-00143-0;02.06.2022;22.03.2022;2750;originalpaper;Research Article;optin
