institution;period;DOI;euro;is_hybrid
Johannes Gutenberg Universit„t Mainz;2016;doi:10.3389/fnhum.2015.00701;1735,79;FALSE
Johannes Gutenberg Universit„t Mainz;2016;doi:10.1002/open.201500206;2083,33;FALSE
Johannes Gutenberg Universit„t Mainz;2016;doi:10.5194/acp-16-1029-2016;1249,5;FALSE
Johannes Gutenberg Universit„t Mainz;2016;doi:10.3389/fpsyg.2015.01985;1781,96;FALSE
Johannes Gutenberg Universit„t Mainz;2016;doi:10.1371/journal.pone.0145490;1641,8;FALSE
Johannes Gutenberg Universit„t Mainz;2016;doi:10.3389/frobt.2016.00003;1757,12;FALSE
Johannes Gutenberg Universit„t Mainz;2016;doi:10.1136/bmjopen-2015-010843;1900;FALSE
Johannes Gutenberg Universit„t Mainz;2016;doi:10.1186/s12888-016-0807-8;1538,25;FALSE
Johannes Gutenberg Universit„t Mainz;2016;doi:10.1002/ece3.2063;1456,56;FALSE
Johannes Gutenberg Universit„t Mainz;2016;doi:10.1038/ncomms10510;4403;FALSE
Johannes Gutenberg Universit„t Mainz;2016;doi:10.3402/tellusb.v68.29020;1600;FALSE
Johannes Gutenberg Universit„t Mainz;2016;doi:10.1371/journal.pone.0153290;1427,75;FALSE
Johannes Gutenberg Universit„t Mainz;2016;doi:10.3389/fpsyg.2016.00247;2054,33;FALSE
Johannes Gutenberg Universit„t Mainz;2016;doi:10.1155/2016/2596956;1785;FALSE
Johannes Gutenberg Universit„t Mainz;2016;doi:10.1371/journal.pone.0155357;1343,21;FALSE
Johannes Gutenberg Universit„t Mainz;2016;doi:10.1126/science.aaf7943;1791,95;FALSE
Johannes Gutenberg Universit„t Mainz;2016;doi:10.1186/s13104-016-2062-y;1314,95;FALSE
Johannes Gutenberg Universit„t Mainz;2016;doi:10.1364/OE.24.015383;2026;FALSE
Johannes Gutenberg Universit„t Mainz;2016;doi:10.3389/fpsyg.2016.00994;2042,46;FALSE
Johannes Gutenberg Universit„t Mainz;2016;doi:10.3389/fnagi.2016.00187;2645,62;FALSE
Johannes Gutenberg Universit„t Mainz;2016;doi:10.1371/journal.pone.0155765;1321,37;FALSE
Johannes Gutenberg Universit„t Mainz;2016;doi:10.1038/srep28704;1663,62;FALSE
Johannes Gutenberg Universit„t Mainz;2016;doi:10.18632/oncotarget.7605;2604,06;FALSE
Johannes Gutenberg Universit„t Mainz;2016;doi:10.1155/2016/8628039;1385,55;FALSE
Johannes Gutenberg Universit„t Mainz;2016;doi:10.1371/journal.pone.0157009;1415,67;FALSE
Johannes Gutenberg Universit„t Mainz;2016;doi:10.1186/s12862-016-0764-3;2142;FALSE
Johannes Gutenberg Universit„t Mainz;2016;doi:10.1038/srep34618;1386,35;FALSE
Johannes Gutenberg Universit„t Mainz;2016;doi:10.1038/srep28375;1386,35;FALSE
Johannes Gutenberg Universit„t Mainz;2016;doi:10.1038/srep30108;1386,35;FALSE
Johannes Gutenberg Universit„t Mainz;2016;doi:10.1186/s13321-016-0173-z;1898,05;FALSE
Johannes Gutenberg Universit„t Mainz;2016;doi:10.1371/journal.pcbi.1005029;2402,21;FALSE
Johannes Gutenberg Universit„t Mainz;2016;doi:10.3389/fmicb.2016.01486;2237,99;FALSE
Johannes Gutenberg Universit„t Mainz;2016;doi:10.5194/amt-9-5135-2016;1677,9;FALSE
Johannes Gutenberg Universit„t Mainz;2016;doi:10.1107/S241431461601782X;110,42;FALSE
Johannes Gutenberg Universit„t Mainz;2016;doi:10.5194/se-7-1243-2016;1713,6;FALSE
Johannes Gutenberg Universit„t Mainz;2016;doi:10.3389/fnins.2016.00014;1756;FALSE
Johannes Gutenberg Universit„t Mainz;2016;doi:10.1371/journal.pone.0145948;1256,63;FALSE
