"doi","colour charge","cover charge","page charge","permission","reprint","submission fee","payment fee","other"
"10.1007/s40152-024-00398-6",NA,NA,NA,NA,NA,NA,NA,NA
"10.1002/chem.202404648",NA,NA,NA,NA,NA,NA,NA,NA
"10.1186/s12888-025-06494-z",NA,NA,NA,NA,NA,NA,NA,NA
"10.1007/s00431-024-05964-y",NA,NA,NA,NA,NA,NA,NA,NA
"10.1111/jsr.14467",NA,NA,NA,NA,NA,NA,NA,NA
"10.1186/s13104-025-07121-6",NA,NA,NA,NA,NA,NA,NA,NA
"10.1016/j.physe.2024.116170",NA,NA,NA,NA,NA,NA,NA,NA
"10.1016/j.ejor.2024.10.020",NA,NA,NA,NA,NA,NA,NA,NA
"10.1016/j.spa.2024.104548",NA,NA,NA,NA,NA,NA,NA,NA
"10.1007/s11856-023-2577-6",NA,NA,NA,NA,NA,NA,NA,NA
"10.1016/j.isci.2024.111702",NA,NA,NA,NA,NA,NA,NA,NA
"10.1002/cphc.202400973",NA,NA,NA,NA,NA,NA,NA,NA
"10.1016/j.jort.2025.100862",NA,NA,NA,NA,NA,NA,NA,NA
"10.1007/s00287-024-01586-8",NA,NA,NA,NA,NA,NA,NA,NA
"10.1007/s00287-024-01585-9",NA,NA,NA,NA,NA,NA,NA,NA
"10.1111/ejn.70015",NA,NA,NA,NA,NA,NA,NA,NA
"10.1016/j.indic.2025.100635",NA,NA,NA,NA,NA,NA,NA,NA
"10.1016/j.jde.2025.01.052",NA,NA,NA,NA,NA,NA,NA,NA
"10.1016/j.jalgebra.2024.12.019",NA,NA,NA,NA,NA,NA,NA,NA
"10.1002/adfm.202418806",NA,NA,NA,NA,NA,NA,NA,NA
"10.1007/s13138-024-00244-6",NA,NA,NA,NA,NA,NA,NA,NA
"10.1002/ejsp.3139",NA,NA,NA,NA,NA,NA,NA,NA
"10.1007/s12080-024-00600-9",NA,NA,NA,NA,NA,NA,NA,NA
"10.1007/s10055-025-01118-z",NA,NA,NA,NA,NA,NA,NA,NA
"10.1098/rspb.2024.2566",NA,NA,NA,NA,NA,NA,NA,NA
"10.1007/s12152-025-09595-4",NA,NA,NA,NA,NA,NA,NA,NA
"10.1016/j.future.2025.107847",NA,NA,NA,NA,NA,NA,NA,NA
"10.1038/s41598-025-23005-y",NA,NA,NA,NA,NA,NA,NA,NA
"10.1007/s00023-025-01575-x",NA,NA,NA,NA,NA,NA,NA,NA
"10.1016/j.nicl.2025.103784",NA,NA,NA,NA,NA,NA,NA,NA
"10.1007/s00454-025-00731-8",NA,NA,NA,NA,NA,NA,NA,NA
"10.1007/s10624-025-09769-9",NA,NA,NA,NA,NA,NA,NA,NA
"10.1002/oik.11072",NA,NA,NA,NA,NA,NA,NA,NA
"10.1007/s10015-025-01016-2",NA,NA,NA,NA,NA,NA,NA,NA
"10.1007/s11245-025-10177-5",NA,NA,NA,NA,NA,NA,NA,NA
"10.1016/j.cedpsych.2025.102362",NA,NA,NA,NA,NA,NA,NA,NA
"10.1007/s12369-025-01237-2",NA,NA,NA,NA,NA,NA,NA,NA
"10.1111/sipr.70000",NA,NA,NA,NA,NA,NA,NA,NA
"10.1242/jeb.249714",NA,NA,NA,NA,NA,NA,NA,NA
"10.1016/j.heares.2025.109276",NA,NA,NA,NA,NA,NA,NA,NA
"10.1038/s41598-025-97458-6",NA,NA,NA,NA,NA,NA,NA,NA
"10.1016/j.jmh.2025.100323",NA,NA,NA,NA,NA,NA,NA,NA
"10.1038/s41598-025-90650-8",NA,NA,NA,NA,NA,NA,NA,NA
