"institution","period","euro","doi","is_hybrid","publisher","journal_full_title","issn","license_ref","pmid","url","local_id"
"rwth","2016","321.06","10.3390/lubricants4020019",FALSE,"MDPI","Lubricants : open access journal","2075-4442","CCBY4",NA,"oai:publications.rwth-aachen.de:659651","RWTH-2016-04841"
"rwth","2016","2710.26","10.5547/01956574.37.si2.apra",TRUE,"IAEE","The energy journal","0195-6574","CCBY4",NA,"oai:publications.rwth-aachen.de:661800","RWTH-2016-05972"
"rwth","2016","2409.75","10.5194/se-7-789-2016",FALSE,"Copernicus Publ.","Solid earth : SE","1869-9529","CCBY3",NA,"oai:publications.rwth-aachen.de:670104","RWTH-2016-07346"
"rwth","2016","321.06","10.3390/risks4030020",FALSE,"MDPI","Risks : open access journal","2227-9091","CCBY4",NA,"oai:publications.rwth-aachen.de:672677","RWTH-2016-08225"
"rwth","2016","321.06","10.3390/risks4030027",FALSE,"MDPI","Risks","2227-9091","CCBY4",NA,"oai:publications.rwth-aachen.de:672931","RWTH-2016-08398"
"rwth","2016","1099.56","10.5194/se-7-843-2016",FALSE,"Copernicus Publ.","Solid earth","1869-9529","CCBY3",NA,"oai:publications.rwth-aachen.de:673037","RWTH-2016-08468"
"rwth","2016","837.76","10.5194/se-7-67-2016",FALSE,"Copernicus Publ.","Solid earth : SE","1869-9529","CCBY3",NA,"oai:publications.rwth-aachen.de:673342","RWTH-2016-08610"
"rwth","2016","1309.0","10.1186/s13321-016-0169-8",FALSE,"BioMed Central","Journal of cheminformatics","1758-2946","CCBY4",NA,"oai:publications.rwth-aachen.de:674295","RWTH-2016-09293"
"rwth","2016","504.52","10.3390/electronics5040075",FALSE,"MDPI","Electronics : open access journal","2079-9292","CCBY4",NA,"oai:publications.rwth-aachen.de:678121","RWTH-2016-10167"
"rwth","2017","168.57","10.1016/j.physletb.2016.11.001",FALSE,"North-Holland Publ.","Physics letters / B","0370-2693","CCBY4",NA,"oai:publications.rwth-aachen.de:679014","RWTH-2016-10843"
"rwth","2017","1599.42","10.1186/s13036-016-0043-2",FALSE,"Springer","Journal of biological engineering : jbe","1754-1611","CCBY4",NA,"oai:publications.rwth-aachen.de:681620","RWTH-2017-00289"
"rwth","2017","1275.00","10.1016/j.meteno.2017.01.002",FALSE,"Elsevier","Metabolic engineering communications","2214-0301","CCBY4",NA,"oai:publications.rwth-aachen.de:682704","RWTH-2017-00963"
"rwth","2017","350.0","10.3390/dj5010009",FALSE,"MDPI","Dentistry Journal","2304-6767","CCBY4",NA,"oai:publications.rwth-aachen.de:682971","RWTH-2017-01146"
"rwth","2017","2130.75","10.1111/jcmm.12936",FALSE,"Wiley-Blackwell","Journal of cellular and molecular medicine","1582-1838","CCBY4",NA,"oai:publications.rwth-aachen.de:683473","RWTH-2017-01342"
"rwth","2017","1661.24","10.1186/s12967-016-1112-5",FALSE,"BioMed Central","Journal of translational medicine","1479-5876","CCBY4",NA,"oai:publications.rwth-aachen.de:683474","RWTH-2017-01343"
"rwth","2017","2556.90","10.1002/psp4.12153",FALSE,"Nature Publ. Group","CPT: pharmacometrics & systems pharmacology","2163-8306","CCBYNCND4",NA,"oai:publications.rwth-aachen.de:683940","RWTH-2017-01727"
"rwth","2017","1917.67","10.1371/journal.pcbi.1005280",FALSE,"Public Library of Science","PLoS Computational Biology","1553-7358","CCBY4",NA,"oai:publications.rwth-aachen.de:683941","RWTH-2017-01728"
"rwth","2017","1704.60","10.1177/1753465816680786",FALSE,"Sage","Therapeutic advances in respiratory disease","1753-4666","CCBYNC3",NA,"oai:publications.rwth-aachen.de:684610","RWTH-2017-01977"
"rwth","2017","1532.31","10.1186/s12859-016-1411-0",FALSE,"BioMed Central","BMC bioinformatics","1471-2105","CCBY4",NA,"oai:publications.rwth-aachen.de:685334","RWTH-2017-02160"
"rwth","2017","2318.25","10.1111/pbi.12631",FALSE,"Wiley-Blackwell","Plant biotechnology journal","1252-6851","CCBY4",NA,"oai:publications.rwth-aachen.de:685488","RWTH-2017-02283"
"rwth","2017","1278.45","10.1002/2016ms000752",FALSE,"AGU","Journal of advances in modeling earth systems : JAMES","1942-2466","CCBYNCND4",NA,"oai:publications.rwth-aachen.de:685510","RWTH-2017-02299"
"rwth","2017","1927.80","10.5194/se-8-27-2017",FALSE,"Copernicus Publ.","Solid earth : SE","1869-9529","CCBY3",NA,"oai:publications.rwth-aachen.de:685878","RWTH-2017-02582"
"rwth","2017","1556.80","10.1186/s13019-017-0573-9",FALSE,"BioMed Central","Journal of cardiothoracic surgery","1749-8090","CCBY4",NA,"oai:publications.rwth-aachen.de:686855","RWTH-CONV-213015"
"rwth","2017","2514.28","10.3389/fnagi.2017.00034",FALSE,"Frontiers Research Foundation","Frontiers in aging neuroscience","1663-4365","CCBY4",NA,"oai:publications.rwth-aachen.de:687169","RWTH-2017-03179"
"rwth","2017","1274.19","10.1371/journal.pone.0171029",FALSE,"PLoS","PLoS one","1932-6203","CCBY4",NA,"oai:publications.rwth-aachen.de:687404","RWTH-2017-03292"
"rwth","2017","1274.19","10.1371/journal.pone.0173486",FALSE,"PLoS","PLoS one","1932-6203","CCBY4",NA,"oai:publications.rwth-aachen.de:687413","RWTH-2017-03301"
"rwth","2017","168.57","10.1016/j.nuclphysb.2016.12.015",FALSE,"North-Holland Publ. Co.","Nuclear physics / B","0550-3213","CCBY4",NA,"oai:publications.rwth-aachen.de:687495","RWTH-2017-03362"
"rwth","2017","168.57","10.1007/jhep02(2017)048",FALSE,"Springer","Journal of high energy physics : JHEP","1029-8479","CCBY4",NA,"oai:publications.rwth-aachen.de:687499","RWTH-2017-03365"
"rwth","2017","1278.45","10.2196/games.7197",FALSE,NA,"Journal of Medical Internet Research : JMIR / Serious Games","2291-9279","CCBY2",NA,"oai:publications.rwth-aachen.de:687940","RWTH-2017-03518"
"rwth","2017","1606.50","10.5194/se-8-291-2017",FALSE,"Copernicus Publ.","Solid earth : SE","1869-9529","CCBY3",NA,"oai:publications.rwth-aachen.de:688297","RWTH-2017-03721"
"rwth","2017","168.57","10.1007/jhep01(2017)076",FALSE,"Springer","Journal of high energy physics : JHEP","1029-8479","CCBY4",NA,"oai:publications.rwth-aachen.de:688383","RWTH-2017-03778"
"rwth","2017","300.00","10.5709/acp-0210-1",FALSE,"University of Finance and Management","Advances in cognitive psychology","1895-1171","CCBYNC4",NA,"oai:publications.rwth-aachen.de:688460","RWTH-2017-03814"
"rwth","2017","168.57","10.1007/jhep03(2017)001",FALSE,"Springer","Journal of high energy physics : JHEP","1029-8479","CCBY4",NA,"oai:publications.rwth-aachen.de:688552","RWTH-2017-03874"
"rwth","2017","168.57","10.1007/jhep03(2017)077",FALSE,"Springer","Journal of high energy physics : JHEP","1029-8479","CCBY4",NA,"oai:publications.rwth-aachen.de:688564","RWTH-2017-03886"
"rwth","2017","168.57","10.1007/jhep03(2017)078",FALSE,"Springer","Journal of high energy physics : JHEP","1029-8479","CCBY4",NA,"oai:publications.rwth-aachen.de:688565","RWTH-2017-03887"
"rwth","2017","168.57","10.1016/j.physletb.2017.01.044",FALSE,"North-Holland Publ.","Physics letters / B","0370-2693","CCBY4",NA,"oai:publications.rwth-aachen.de:688573","RWTH-2017-03894"
"rwth","2017","168.57","10.1016/j.physletb.2017.01.061",FALSE,"North-Holland Publ.","Physics letters / B","0370-2693","CCBY4",NA,"oai:publications.rwth-aachen.de:688577","RWTH-2017-03898"
"rwth","2017","168.57","10.1016/j.physletb.2017.02.007",FALSE,"North-Holland Publ.","Physics letters / B","0370-2693","CCBY4",NA,"oai:publications.rwth-aachen.de:688622","RWTH-2017-03928"
"rwth","2017","1241.51","10.1038/s41598-017-01196-3",FALSE,"Nature Publishing Group","Scientific reports","2045-2322","CCBY4",NA,"oai:publications.rwth-aachen.de:688661","RWTH-2017-03947"
"rwth","2018","1.78","10.1177/0040517517705626",FALSE,"Sage Publ.","Textile research journal : TRJ","1746-7748",NA,NA,"oai:publications.rwth-aachen.de:688779","RWTH-2017-04023"
"rwth","2017","1750.41","10.1186/s13068-017-0790-4",FALSE,"BioMed Central","Biotechnology for biofuels","1754-6834","CCBY4",NA,"oai:publications.rwth-aachen.de:688924","RWTH-2017-04110"
"rwth","2017","1532.31","10.1186/s13037-017-0130-4",FALSE,"BioMed Central","Patient safety in surgery","1754-9493","CCBY4",NA,"oai:publications.rwth-aachen.de:689217","RWTH-2017-04231"
"rwth","2017","774.00","10.3390/catal7050142",FALSE,"MDPI","Catalysts : open access journal","2073-4344","CCBY4",NA,"oai:publications.rwth-aachen.de:689381","RWTH-2017-04328"
"rwth","2017","168.57","10.1140/epjc/s10052-017-4716-x",FALSE,"Springer","The European physical journal / C","1434-6044","CCBY4",NA,"oai:publications.rwth-aachen.de:689382","RWTH-2017-04329"
"rwth","2017","168.57","10.1007/jhep04(2017)071",FALSE,"Springer","Journal of high energy physics : JHEP","1029-8479","CCBY4",NA,"oai:publications.rwth-aachen.de:689384","RWTH-2017-04331"
"rwth","2017","2514.28","10.3389/fpsyg.2017.00755",FALSE,"Frontiers Research Foundation","Frontiers in psychology","1664-1078","CCBY4",NA,"oai:publications.rwth-aachen.de:689514","RWTH-2017-04416"
