"institution","period","euro","doi","backlist_oa","publisher","book_title","isbn","isbn_print","isbn_electronic","license_ref","indexed_in_crossref","doab"
"University of Zurich",2021,6981.9,"10.34313/978-3-290-18458-2",FALSE,"TVZ Theologischer Verlag Zürich","Seelsorge bei assistiertem Suizid. Ethik, Praktische Theologie und kirchliche Praxis","978-3-290-18457-5","978-3-290-18457-5","978-3-290-18458-2","CC BY-NC-ND 4.0",FALSE,FALSE
"University of Zurich",2021,6970.03,"10.4324/9781003169086",FALSE,"Routledge","On the Significance of Religion in Violence Against Women and Girls","978-1-003-16908-6",NA,"978-1-003-16908-6","http://creativecommons.org/licenses/by-nc-nd/4.0",TRUE,FALSE
"University of Zurich",2021,11765.66,"10.24894/978-3-7965-4432-3",FALSE,"Schwabe Verlag","Jahrbuch Qualität der Medien 2021","978-3-7965-4432-3",NA,"978-3-7965-4432-3","https://creativecommons.org/licenses/by-nc-nd/4.0",TRUE,FALSE
"University of Zurich",2021,1963.83,"10.36862/eiz-367",FALSE,"EIZ Publishing","Begegnungen - Beiträge von Assistierenden zum 50. Geburtstag von Thomas Gächter","978-3-03805-367-5","978-3-03805-367-5",NA,"CC BY-NC-ND 4.0",TRUE,FALSE
"University of Zurich",2021,912.37,"10.34313/978-3-290-18389-9",FALSE,"TVZ Theologischer Verlag Zürich","Seelsorgedokumentation in digitalen Patientendossiers","978-3-290-18389-9","978-3-290-18389-9",NA,"https://creativecommons.org/licenses/by-nc-nd/3.0/ch",TRUE,FALSE
"University of Zurich",2021,2562.29,"10.1628/978-3-16-160101-9",FALSE,"Mohr Siebeck","Ehre","978-3-16-160101-9",NA,"978-3-16-160101-9","https://creativecommons.org/licenses/by-nc-nd/4.0/",TRUE,FALSE
"University of Zurich",2021,6804.43,"10.14361/9783839457948",FALSE,"transcript Verlag","Chirale Welten","978-3-8376-5794-4","978-3-8376-5794-4","978-3-8394-5794-8","https://creativecommons.org/licenses/by-nd/4.0/",TRUE,TRUE
"University of Zurich",2021,2000,"10.31244/9783830993339",FALSE,"Waxmann Verlag","Textproduktion von schwach schreibenden Jugendlichen. Eine empirische Studie zum Schreibprozess im Kontext des persuasiven Argumentierens","978-3-8309-4333-4","978-3-8309-4333-4",NA,"CC BY-NC-SA 4.0",TRUE,TRUE
"University of Zurich",2020,3271.1,"10.36862/eiz-297",FALSE,"EIZ Publishing","Schweiz – Europäische Union: Grundlagen, Bilaterale Abkommen, Autonomer Nachvollzug","978-3-03805-297-5","978-3-03805-297-5",NA,"CC BY-NC-ND 4.0",TRUE,FALSE
"University of Zurich",2020,1753.2,NA,FALSE,"Schwabe Verlag","Qualität der Medien. Schweiz – Suisse – Svizzera. Jahrbuch 2020","978-3-7965-4291-6","978-3-7965-4291-6","978-3-7965-4311-1","CC BY-NC-ND 4.0",FALSE,FALSE
"University of Zurich",2018,2233.73,NA,FALSE,"wbg Academic","Spiritual Care im globalisierten Gesundheitswesen. Historische Hintergründe und aktuelle Entwicklungen","978-3-534-40222-9","978-3-534-40222-9","978-3-534-40224-3","CC BY-NC-ND 4.0",FALSE,FALSE
"University of Zurich",2019,1650,NA,FALSE,"Iudicium","Murakami Haruki: Noruwei no mori. Eine gendertheoretische Analyse","978-3-86205-614-9",NA,NA,NA,FALSE,FALSE
"University of Zurich",2018,4370.13,"10.24921/2018.94115924",FALSE,"Carl Grossmann","Introduction to Swiss Law","978-3-941159-24-2","978-3-941159-24-2","978-3-941159-24-2","http://creativecommons.org/licenses/by/4.0/",TRUE,TRUE
"University of Zurich",2016,3453.97,"10.1007/978-3-658-15898-9",FALSE,"Springer Fachmedien Wiesbaden","Agenda-Setting zwischen Parlament und Medien","978-3-658-15897-2","978-3-658-15897-2","978-3-658-15898-9","http://creativecommons.org/licenses/by-nc/4.0",TRUE,TRUE
"University of Zurich",2018,1000,"10.5281/zenodo.290662",FALSE,"Language Science Press","The Unicode Cookbook for Linguists: Managing writing systems using orthography profiles","978-3-96110-091-0",NA,NA,"CC BY 4.0",FALSE,FALSE
"University of Zurich",2014,1663.35,"10.3726/978-3-653-05927-4",FALSE,"Peter Lang","Disrupted Idylls","978-3-653-95811-9",NA,"978-3-653-95811-9","CC BY-NC-ND 4.0",TRUE,TRUE
