institution_ror,institution,period,euro,doi,is_hybrid,type,contract_primary_identifier,contract_group_id,external_costsplitting,gold-oa,vat,colour charge,cover charge,hybrid-oa,other,page charge,permission,publication charge,reprint,submission fee,payment fee,url
https://ror.org/033bb5z47,Bauhaus-Universität Weimar,2023,2343.54,10.1002/cepa.2437,TRUE,journal article,wiley2019deal,033bb5z47_wiley2019deal_2023,false,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/033bb5z47,Bauhaus-Universität Weimar,2023,2343.54,10.1002/cepa.2421,TRUE,journal article,wiley2019deal,033bb5z47_wiley2019deal_2023,false,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/033bb5z47,Bauhaus-Universität Weimar,2023,2343.54,10.1111/cgf.14923,TRUE,journal article,wiley2019deal,033bb5z47_wiley2019deal_2023,false,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/033bb5z47,Bauhaus-Universität Weimar,2023,2343.54,10.1002/cepa.2605,TRUE,journal article,wiley2019deal,033bb5z47_wiley2019deal_2023,false,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/033bb5z47,Bauhaus-Universität Weimar,2023,2343.54,10.1002/cepa.2799,TRUE,journal article,wiley2019deal,033bb5z47_wiley2019deal_2023,false,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/033bb5z47,Bauhaus-Universität Weimar,2023,2343.54,10.1002/cepa.2802,TRUE,journal article,wiley2019deal,033bb5z47_wiley2019deal_2023,false,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/033bb5z47,Bauhaus-Universität Weimar,2023,2343.54,10.1002/cepa.2780,TRUE,journal article,wiley2019deal,033bb5z47_wiley2019deal_2023,false,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/033bb5z47,Bauhaus-Universität Weimar,2023,2343.54,10.1002/cepa.2840,TRUE,journal article,wiley2019deal,033bb5z47_wiley2019deal_2023,false,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/033bb5z47,Bauhaus-Universität Weimar,2023,2343.54,10.1002/cepa.2779,TRUE,journal article,wiley2019deal,033bb5z47_wiley2019deal_2023,false,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/033bb5z47,Bauhaus-Universität Weimar,2023,2343.54,10.1002/cepa.2847,TRUE,journal article,wiley2019deal,033bb5z47_wiley2019deal_2023,false,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/033bb5z47,Bauhaus-Universität Weimar,2023,2343.54,10.1002/cepa.2848,TRUE,journal article,wiley2019deal,033bb5z47_wiley2019deal_2023,false,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/033bb5z47,Bauhaus-Universität Weimar,2023,2343.54,10.1002/cepa.2897,TRUE,journal article,wiley2019deal,033bb5z47_wiley2019deal_2023,false,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/033bb5z47,Bauhaus-Universität Weimar,2023,2343.54,10.1002/cepa.2898,TRUE,journal article,wiley2019deal,033bb5z47_wiley2019deal_2023,false,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/033bb5z47,Bauhaus-Universität Weimar,2023,2343.54,10.1002/cepa.2899,TRUE,journal article,wiley2019deal,033bb5z47_wiley2019deal_2023,false,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/033bb5z47,Bauhaus-Universität Weimar,2023,2343.54,10.1002/cepa.2893,TRUE,journal article,wiley2019deal,033bb5z47_wiley2019deal_2023,false,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/033bb5z47,Bauhaus-Universität Weimar,2023,2343.54,10.1002/cepa.2894,TRUE,journal article,wiley2019deal,033bb5z47_wiley2019deal_2023,false,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/033bb5z47,Bauhaus-Universität Weimar,2023,2343.54,10.1002/cepa.2892,TRUE,journal article,wiley2019deal,033bb5z47_wiley2019deal_2023,false,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/033bb5z47,Bauhaus-Universität Weimar,2023,2343.54,10.1002/cepa.2888,TRUE,journal article,wiley2019deal,033bb5z47_wiley2019deal_2023,false,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/033bb5z47,Bauhaus-Universität Weimar,2023,2343.54,10.1002/cepa.2947,TRUE,journal article,wiley2019deal,033bb5z47_wiley2019deal_2023,false,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/033bb5z47,Bauhaus-Universität Weimar,2023,2343.54,10.1002/cepa.2983,TRUE,journal article,wiley2019deal,033bb5z47_wiley2019deal_2023,false,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/033bb5z47,Bauhaus-Universität Weimar,2023,2343.54,10.1002/cepa.2985,TRUE,journal article,wiley2019deal,033bb5z47_wiley2019deal_2023,false,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/033bb5z47,Bauhaus-Universität Weimar,2023,2343.54,10.1002/cepa.3008,TRUE,journal article,wiley2019deal,033bb5z47_wiley2019deal_2023,false,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/033bb5z47,Bauhaus-Universität Weimar,2023,2343.54,10.1002/cepa.3011,TRUE,journal article,wiley2019deal,033bb5z47_wiley2019deal_2023,false,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/033bb5z47,Bauhaus-Universität Weimar,2023,2343.54,10.1002/cepa.2913,TRUE,journal article,wiley2019deal,033bb5z47_wiley2019deal_2023,false,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/033bb5z47,Bauhaus-Universität Weimar,2023,2343.54,10.1002/cepa.3000,TRUE,journal article,wiley2019deal,033bb5z47_wiley2019deal_2023,false,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/033bb5z47,Bauhaus-Universität Weimar,2023,2343.54,10.1002/cepa.2903,TRUE,journal article,wiley2019deal,033bb5z47_wiley2019deal_2023,false,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/033bb5z47,Bauhaus-Universität Weimar,2023,2343.54,10.1002/cepa.2770,TRUE,journal article,wiley2019deal,033bb5z47_wiley2019deal_2023,false,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/033bb5z47,Bauhaus-Universität Weimar,2023,2343.54,10.1002/cepa.2937,TRUE,journal article,wiley2019deal,033bb5z47_wiley2019deal_2023,false,NA,NA,NA,NA,0.0,NA,NA,NA,NA,NA,NA,NA,NA
