institution_ror,institution,period,euro,doi,is_hybrid,opt-out,type,contract_primary_identifier,contract_group_id,external_costsplitting,gold-oa,vat,colour charge,cover charge,hybrid-oa,other,page charge,permission,publication charge,reprint,submission fee,payment fee,url
https://ror.org/02hpadn98,Bielefeld U,2024,2919.46,10.3389/ijph.2024.1607396,FALSE,FALSE,journal article,NA,NA,false,2919.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/02hpadn98,Bielefeld U,2024,1221.77,10.3389/ijph.2024.1607412,FALSE,FALSE,journal article,NA,NA,false,1221.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/02hpadn98,Bielefeld U,2023,2497.98,10.3389/phrs.2023.1606201,FALSE,FALSE,journal article,NA,NA,false,2497.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/02hpadn98,Bielefeld U,2024,1677.03,10.1177/20438087241252532,FALSE,FALSE,journal article,NA,NA,false,1677.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/02hpadn98,Bielefeld U,2024,2645.31,10.1177/23821205241304531,FALSE,FALSE,journal article,NA,NA,false,2645.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/02hpadn98,Bielefeld U,2024,3354.41,10.1192/bjo.2024.847,FALSE,FALSE,journal article,NA,NA,false,3354.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/02hpadn98,Bielefeld U,2024,3319.78,10.1021/jacsau.4c00247,FALSE,FALSE,journal article,NA,NA,false,3319.7799999999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/02hpadn98,Bielefeld U,2024,2586.74,10.1063/5.0183566,FALSE,FALSE,journal article,NA,NA,false,2586.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/02hpadn98,Bielefeld U,2024,2832.93,10.1093/g3journal/jkae179,FALSE,FALSE,journal article,NA,NA,false,2832.9300000000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/02hpadn98,Bielefeld U,2024,2162.38,10.1109/access.2024.3471471,FALSE,FALSE,journal article,NA,NA,false,2162.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/02hpadn98,Bielefeld U,2023,2128.56,10.1109/jispin.2023.3337055,FALSE,FALSE,journal article,NA,NA,false,2128.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/02hpadn98,Bielefeld U,2024,1425.32,10.1128/mra.00699-24,FALSE,FALSE,journal article,NA,NA,false,1425.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/02hpadn98,Bielefeld U,2024,1416.34,10.1128/mra.00700-24,FALSE,FALSE,journal article,NA,NA,false,1416.3400000000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/02hpadn98,Bielefeld U,2023,1185.31,10.11648/j.sjedu.20241201.11,FALSE,FALSE,journal article,NA,NA,false,1185.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/02hpadn98,Bielefeld U,2023,2025.45,10.1167/jov.24.1.8,FALSE,FALSE,journal article,NA,NA,false,2025.4499999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/02hpadn98,Bielefeld U,2024,1100.93,10.18103/mra.v12i8.5438,FALSE,FALSE,journal article,NA,NA,false,1100.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/02hpadn98,Bielefeld U,2024,2181.68,10.2196/56787,FALSE,FALSE,journal article,NA,NA,false,2181.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/02hpadn98,Bielefeld U,2024,1114.56,10.2196/63306,FALSE,FALSE,journal article,NA,NA,false,1114.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/02hpadn98,Bielefeld U,2024,2391.59,10.3389/fneur.2024.1450027,FALSE,FALSE,journal article,NA,NA,false,2391.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/02hpadn98,Bielefeld U,2024,1991.97,10.3389/fpubh.2024.1345808,FALSE,FALSE,journal article,NA,NA,false,1991.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/02hpadn98,Bielefeld U,2023,2270.4,10.3389/fragi.2023.1171133,FALSE,FALSE,journal article,NA,NA,false,2270.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/02hpadn98,Bielefeld U,2024,1184.05,10.7717/peerj.17243,FALSE,FALSE,journal article,NA,NA,false,1184.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/02hpadn98,Bielefeld U,2024,2492.54,10.1016/j.jbc.2024.107210,FALSE,FALSE,journal article,NA,NA,false,2492.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
