institution_ror,institution,period,euro,doi,is_hybrid,opt-out,type,contract_primary_identifier,contract_group_id,external_costsplitting,gold-oa,vat,colour charge,cover charge,hybrid-oa,other,page charge,permission,publication charge,reprint,submission fee,payment fee,url
https://ror.org/046ak2485,FU Berlin,2024,2164.25,10.3390/molecules29020330,FALSE,FALSE,journal article,NA,NA,false,2164.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/046ak2485,FU Berlin,2024,2329.75,10.3390/membranes14020040,FALSE,FALSE,journal article,NA,NA,false,2329.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/046ak2485,FU Berlin,2024,1336.38,10.3390/psycholint6020029,FALSE,FALSE,journal article,NA,NA,false,1336.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/046ak2485,FU Berlin,2024,2276.8,10.3390/vetsci11040140,FALSE,FALSE,journal article,NA,NA,false,2276.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/046ak2485,FU Berlin,2024,2291.31,10.3390/microorganisms11102492,FALSE,FALSE,journal article,NA,NA,false,2291.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/046ak2485,FU Berlin,2024,2388.82,10.3390/ani14091385,FALSE,FALSE,journal article,NA,NA,false,2388.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/046ak2485,FU Berlin,2024,2370.85,10.3390/microorganisms12040818,FALSE,FALSE,journal article,NA,NA,false,2370.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/046ak2485,FU Berlin,2024,2188.73,10.3390/atmos15030361,FALSE,FALSE,journal article,NA,NA,false,2188.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/046ak2485,FU Berlin,2024,2378.42,10.3390/ani14081192,FALSE,FALSE,journal article,NA,NA,false,2378.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/046ak2485,FU Berlin,2024,1544.27,10.3390/environments11060111,FALSE,FALSE,journal article,NA,NA,false,1544.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/046ak2485,FU Berlin,2024,2413.94,10.3390/ani14050801,FALSE,FALSE,journal article,NA,NA,false,2413.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/046ak2485,FU Berlin,2024,2253.84,10.3390/molecules29133120,FALSE,FALSE,journal article,NA,NA,false,2253.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/046ak2485,FU Berlin,2024,2134.26,10.3390/ani14131975,FALSE,FALSE,journal article,NA,NA,false,2134.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/046ak2485,FU Berlin,2024,2337.53,10.3390/v16071119,FALSE,FALSE,journal article,NA,NA,false,2337.5299999999997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/046ak2485,FU Berlin,2024,1823.16,10.3390/microbiolres15030108,FALSE,FALSE,journal article,NA,NA,false,1823.1599999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/046ak2485,FU Berlin,2024,1367.38,10.3390/molecules29163975,FALSE,FALSE,journal article,NA,NA,false,1367.3799999999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/046ak2485,FU Berlin,2024,1215.44,10.3390/ani14172578,FALSE,FALSE,journal article,NA,NA,false,1215.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
https://ror.org/046ak2485,FU Berlin,2024,2296.52,10.3390/w16162268,FALSE,FALSE,journal article,NA,NA,false,2296.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
