"institution","period","euro","doi","backlist_oa","publisher","book_title","isbn","isbn_print","isbn_electronic","license_ref","indexed_in_crossref","doab"
"FU Berlin",2023,6000,"10.26530/20.500.12657/75901",FALSE,"Frank & Timme","O corpo-cronômetro : As temporalidades do corpo na literatura brasileira","978-3-7329-9122-8","978-3-7329-9122-8",NA,NA,TRUE,FALSE
"FU Berlin",2023,4081.69,"10.14361/9783839467848",FALSE,"transcript Verlag","Digitale Autor:innenschaft","978-3-8376-6784-4","978-3-8376-6784-4","978-3-8394-6784-8","https://creativecommons.org/licenses/by-nc-nd/4.0/",TRUE,FALSE
"FU Berlin",2023,6000,"10.14361/9783839467244",FALSE,"transcript Verlag","Kriegsküchen in Wien und Berlin","978-3-8376-6724-0","978-3-8376-6724-0","978-3-8394-6724-4","https://creativecommons.org/licenses/by/4.0/",TRUE,TRUE
"FU Berlin",2023,3570,"10.14361/9783839464472",FALSE,"transcript Verlag","Uma ilha brasileira no campo literário alemão","978-3-8376-6447-8","978-3-8376-6447-8","978-3-8394-6447-2","https://creativecommons.org/licenses/by-sa/4.0/",TRUE,TRUE
"FU Berlin",2023,5480.55,"10.14220/9783737015394",FALSE,"V&R unipress","Sprachbildung und historisches Lernen – aber wie?","978-3-8471-1539-7","978-3-8471-1539-7","978-3-7370-1539-4",NA,TRUE,FALSE
"FU Berlin",2023,5997.6,"10.5771/9783496030874",FALSE,"Reimer Verlag","Anthropologie der Emotionen","978-3-496-03087-4","978-3-496-03087-4",NA,"https://creativecommons.org/licenses/by-nc-nd/4.0/",TRUE,FALSE
"FU Berlin",2023,6000,"10.56687/9781529228021",FALSE,"Bristol University Press","The Environment in Global Sustainability Governance","978-1-5292-2802-1",NA,"978-1-5292-2802-1","http://creativecommons.org/licenses/by-nc-nd/4.0",TRUE,FALSE
"FU Berlin",2023,6000,"10.14361/9783839464540",FALSE,"transcript Verlag","Handbuch Queere Zeitgeschichten I","978-3-8376-6454-6","978-3-8376-6454-6","978-3-8394-6454-0","https://creativecommons.org/licenses/by-nc/4.0/",TRUE,FALSE
"FU Berlin",2023,2900,"10.14361/9783839465943",FALSE,"transcript Verlag","Cosmos and Republic","978-3-8376-6594-9","978-3-8376-6594-9","978-3-8394-6594-3","https://creativecommons.org/licenses/by/4.0/",TRUE,FALSE
"FU Berlin",2023,6931.75,"10.11116/9789461665263",FALSE,"Leuven University Press","Building a White Nation","978-94-6166-526-3","978-94-6166-526-3",NA,NA,TRUE,FALSE
"FU Berlin",2023,5652.5,"10.1017/9781009306300",FALSE,"Cambridge University Press","Feeding, Bonding, and the Formation of Social Relationships","978-1-009-30630-0","978-1-009-30627-0","978-1-009-30630-0","https://www.cambridge.org/core/terms",TRUE,FALSE
"FU Berlin",2023,7140,"10.14361/9783839467138",FALSE,"transcript Verlag","Lehrer:innen im ›Brennpunkt‹","978-3-8376-6713-4","978-3-8376-6713-4","978-3-8394-6713-8","https://creativecommons.org/licenses/by/4.0/",TRUE,TRUE
"FU Berlin",2023,7149,"10.1515/9783111317755",FALSE,"De Gruyter","Playing American","978-3-11-131775-5",NA,"978-3-11-131775-5","http://creativecommons.org/licenses/by/4.0",TRUE,FALSE
"FU Berlin",2023,5979.75,"10.14361/9783839465110",FALSE,"transcript Verlag","Arbeitskämpfe und Land Grabbing","978-3-8376-6511-6","978-3-8376-6511-6","978-3-8394-6511-0","https://creativecommons.org/licenses/by/4.0/",TRUE,FALSE
"FU Berlin",2023,6000,"10.1628/978-3-16-162118-5",FALSE,"Mohr Siebeck","Wahrheit und Recht","978-3-16-162118-5",NA,"978-3-16-162118-5","https://creativecommons.org/licenses/by-nc-nd/4.0/",TRUE,FALSE
"FU Berlin",2023,6000,"10.1515/9783111304595",FALSE,"De Gruyter","Intonation between phrasing and accent","978-3-11-130459-5",NA,"978-3-11-130459-5","http://creativecommons.org/licenses/by-nc-nd/4.0",TRUE,FALSE
"FU Berlin",2023,5950,"10.12907/978-3-593-44973-9",FALSE,"Campus Verlag","Nerven, Krieg und militärische Führung","978-3-593-51495-6","978-3-593-51495-6","978-3-593-44973-9",NA,FALSE,TRUE
"FU Berlin",2023,6000,"10.14361/9783839466001",FALSE,"transcript Verlag","Prekäre Freizügigkeiten","978-3-8376-6600-7","978-3-8376-6600-7","978-3-8394-6600-1","https://creativecommons.org/licenses/by/4.0/",TRUE,TRUE
