"institution","period","euro","doi","backlist_oa","publisher","book_title","isbn","isbn_print","isbn_electronic","license_ref","indexed_in_crossref","doab"
"FU Berlin",2025,13923,"10.13173/9783447123709",FALSE,"Harrassowitz Verlag","Atalanta fugiens","978-3-447-12370-9","978-3-447-12370-9",NA,"https://creativecommons.org/licenses/by-sa/4.0/",TRUE,FALSE
"FU Berlin",2025,8925,"10.5771/9783748919957",FALSE,"Nomos Verlagsgesellschaft mbH & Co. KG","Law and Protest at the Periphery of Democracy","978-3-7489-1995-7","978-3-7489-1995-7",NA,"https://creativecommons.org/licenses/by/4.0/",TRUE,FALSE
"FU Berlin",2025,2995.96,"10.32028/9781803279879",FALSE,"Archaeopress Publishing Ltd","Die Aneignung und Umnutzung von Herrschaftsräumen am Beispiel der Squattersiedlung der südwestasiatischen Eisenzeit","978-1-80327-987-9","978-1-80327-987-9",NA,NA,TRUE,FALSE
"FU Berlin",2025,4760,"10.12907/978-3-593-45943-1",FALSE,"Campus Verlag","Public Anthropology","978-3-593-45943-1",NA,"978-3-593-45943-1","https://creativecommons.org/licenses/by-nc-nd/4.0/legalcode",TRUE,TRUE
"FU Berlin",2025,6000,"10.1515/9783111608228",FALSE,"De Gruyter","Beruf Sexarbeit","978-3-11-160569-2","978-3-11-160569-2","978-3-11-160822-8","http://creativecommons.org/licenses/by/4.0",TRUE,FALSE
"FU Berlin",2025,2499,"10.13173/9783447124188",FALSE,"Harrassowitz Verlag","Die Entdeckung der Engelsbrüder. Religiosität, Gemeinschaftlichkeit und Kommunikation um 1700","978-3-447-12418-8","978-3-447-12418-8",NA,"https://creativecommons.org/licenses/by-sa/4.0/",TRUE,FALSE
"FU Berlin",2025,7140.68,"10.14361/9783839409503",FALSE,"transcript Verlag","Climatic Subjects","978-3-8376-7786-7","978-3-8376-7786-7","978-3-8394-0950-3","http://creativecommons.org/licenses/by/4.0",TRUE,FALSE
"FU Berlin",2025,734.23,"10.25972/wup-978-3-95826-265-2",FALSE,"Würzburg University Press","China's landless peasants and the role of state-led rural urbanization","978-3-95826-264-5",NA,NA,NA,FALSE,FALSE
"FU Berlin",2025,3450,NA,FALSE,"wbg Academic","De súbditos otomanos a «franceses del oriente»","978-3-534-64232-8","978-3-534-64232-8","978-3-534-64233-5",NA,FALSE,FALSE
"FU Berlin",2025,5000,"10.1515/9783111436661",FALSE,"De Gruyter","New Hollywood and Countercultural Whiteness","978-3-11-143666-1",NA,"978-3-11-143666-1","http://creativecommons.org/licenses/by/4.0",TRUE,TRUE
"FU Berlin",2025,7000,"10.1515/9783111648668",FALSE,"De Gruyter","Das lateinische Lehrgedicht der Frühen Neuzeit im Angesicht der Moderne","978-3-11-164866-8",NA,"978-3-11-164866-8","http://creativecommons.org/licenses/by/4.0",TRUE,FALSE
"FU Berlin",2025,10962.28,"10.13109/9783666502040",FALSE,"Vandenhoeck & Ruprecht","Die Formierung der frühen Religionswissenschaft in China (1890-1949)","978-3-666-50204-0","978-3-666-50204-0","978-3-666-50204-0",NA,TRUE,TRUE
"FU Berlin",2025,5000,"10.1515/9783111620060",FALSE,"De Gruyter","Beyond Federation","978-3-11-161947-7","978-3-11-161947-7","978-3-11-162006-0","http://creativecommons.org/licenses/by/4.0",TRUE,FALSE
"FU Berlin",2025,5000,"10.1515/9783111611358",FALSE,"De Gruyter","Environment, Technology, and Development","978-3-11-161004-7","978-3-11-161004-7","978-3-11-161135-8","http://creativecommons.org/licenses/by-nc-nd/4.0",TRUE,FALSE
"FU Berlin",2025,5000,"10.1515/9783111625188",FALSE,"De Gruyter","Klassen Gefühle Erzählen","978-3-11-162514-0","978-3-11-162514-0","978-3-11-162518-8","http://creativecommons.org/licenses/by/4.0",TRUE,FALSE
"FU Berlin",2025,2975,"10.13173/9783447124171",FALSE,"Harrassowitz Verlag","« L’Olympe même de nos lumières est jaloux ». Die Preisfragen der französischen Akademien (1670–1794) als Medium der Wissensreflexion","978-3-447-12417-1","978-3-447-12417-1",NA,"https://creativecommons.org/licenses/by-sa/4.0/",TRUE,FALSE
"FU Berlin",2025,3213,"10.5771/9783748943853",FALSE,"Nomos Verlagsgesellschaft mbH & Co. KG","Deference to the Executive?","978-3-7489-4385-3","978-3-7489-4385-3",NA,"https://creativecommons.org/licenses/by/4.0/",TRUE,FALSE
"FU Berlin",2025,8377,"10.26530/20.500.12657/109755",FALSE,"Frank & Timme","Lateinamerika denken und beschreiben","978-3-7329-8811-2","978-3-7329-8811-2",NA,NA,TRUE,FALSE
"FU Berlin",2025,4998,"10.4324/9781003370024",FALSE,"Routledge","Collections as Relations","978-1-003-37002-4",NA,"978-1-003-37002-4",NA,TRUE,TRUE
"FU Berlin",2025,6050,"10.14361/9783839476772",FALSE,"transcript Verlag","Cosmopolitan Communication Studies","978-3-8376-7677-8","978-3-8376-7677-8","978-3-8394-7677-2","https://creativecommons.org/licenses/by-sa/4.0",TRUE,TRUE
"FU Berlin",2025,2499,"10.13173/9783447123716",FALSE,"Harrassowitz Verlag","»kunst im biotop«. Schreib- und Lesegemeinschaften im Prenzlauer Berg der 1980er Jahre","978-3-447-12371-6","978-3-447-12371-6",NA,"https://creativecommons.org/licenses/by-sa/4.0/",TRUE,FALSE
"FU Berlin",2025,8450,"10.59641/e5h1b2c3d4",FALSE,"Sidestone Press","Village Life at Prehistoric Monjukli Depe, Turkmenistan. Microarchaeological, Archaeobiological, and Artifact Studies","978-94-6426-370-1","978-94-6426-370-1",NA,NA,TRUE,FALSE
"FU Berlin",2025,8568,"10.30965/9783846768600",FALSE,"Brill | Fink","Emotion and Calculation","978-3-8467-6860-0","978-3-7705-6860-4","978-3-8467-6860-0",NA,TRUE,FALSE
"FU Berlin",2025,5000,"10.1515/9783110989588",FALSE,"De Gruyter","Military Justice in Modern History","978-3-11-099986-0","978-3-11-099986-0","978-3-11-098958-8","http://creativecommons.org/licenses/by/4.0",TRUE,FALSE
