"period","Betrag EUR","DOI","Journal","ISSN.1","ISSN.2","Publisher","base.url","record.id","is_hybrid"
2017,931.77,"10.5194/amt-9-5965-2016","Atmospheric Measurement Techniques","NA","NA","Copernicus","gfzpublic.gfz-potsdam.de",1978896,FALSE
2017,1967.07,"10.5194/hess-20-4605-2016","Hydrology and Earth System Science","NA","NA","Copernicus","gfzpublic.gfz-potsdam.de",1856888,FALSE
2017,821.10,"10.5194/angeo-34-901-2016","Annales Geophysicae","NA","NA","Copernicus","gfzpublic.gfz-potsdam.de",1825898,FALSE
2017,2056.32,"10.5194/hess-20-4283-2016","Hydrology and Earth System Science","NA","NA","Copernicus","gfzpublic.gfz-potsdam.de",1791896,FALSE
2017,1132.23,"10.3390/w9010055","Water","NA","NA","MDPI","gfzpublic.gfz-potsdam.de",1985889,FALSE
2017,1519.09,"10.3390/rs9020170","Remote Sensing","NA","NA","MDPI","gfzpublic.gfz-potsdam.de",2415898,FALSE
2017,628.95,"10.3390/ijgi6040114","ISPRS International Journal of Geo-Information","NA","NA","MDPI","gfzpublic.gfz-potsdam.de",2939901,FALSE
2017,2798.70,"10.3389/fmicb.2017.00677 ","Frontiers in Microbiology","NA","NA","Frontiers","gfzpublic.gfz-potsdam.de",2144892,FALSE
2017,331.28,"10.3390/geosciences7020028","Geosciences","NA","NA","MDPI","gfzpublic.gfz-potsdam.de",2446897,FALSE
2017,1627.92,"10.5194/hess-21-1611-2017","Hydrology and Earth System Science","NA","NA","Copernicus","gfzpublic.gfz-potsdam.de",2100888,FALSE
2017,1456.56,"10.5194/hess-21-821-2017","Hydrology and Earth System Science","NA","NA","Copernicus","gfzpublic.gfz-potsdam.de",2041894,FALSE
2017,1627.92,"10.5194/tc-11-247-2017","The Cryosphere","NA","NA","Copernicus","gfzpublic.gfz-potsdam.de",1906902,FALSE
2017,3962.70,"10.5194/se-8-45-2017","Solid Earth","NA","NA","Copernicus","gfzpublic.gfz-potsdam.de",1862903,FALSE
2017,1713.60,"10.5194/amt-10-15-2017","Atmospheric Measurement Techniques","NA","NA","Copernicus","gfzpublic.gfz-potsdam.de",1586898,FALSE
2017,0.00,"10.3390/min7050068","Minerals","NA","NA","MDPI","gfzpublic.gfz-potsdam.de",2285890,FALSE
2017,1293.26,"10.3390/w9050313","Water","NA","NA","MDPI","gfzpublic.gfz-potsdam.de",2201890,FALSE
2017,1391.13,"10.3390/en10060739","Energies","NA","NA","MDPI","gfzpublic.gfz-potsdam.de",2253893,FALSE
2017,1552.95,"10.1038/s41598-017-05783-2","Scientific Reports","NA","NA","Springer Nature","gfzpublic.gfz-potsdam.de",2426905,FALSE
2017,1656.48,"10.5194/hess-21-3167-2017","Hydrology and Earth System Science","NA","NA","Copernicus","gfzpublic.gfz-potsdam.de",2338888,FALSE
2017,1863.54,"10.5194/bg-14-3111-2017","Biogeosciences","NA","NA","Copernicus","gfzpublic.gfz-potsdam.de",2322910,FALSE
2017,1428.00,"10.5194/esurf-5-311-2017","Earth Surface Dynamics","NA","NA","Copernicus","gfzpublic.gfz-potsdam.de",2313912,FALSE
2017,2598.04,"10.3389/fmicb.2017.01339 ","Frontiers in Microbiology","NA","NA","Frontiers","gfzpublic.gfz-potsdam.de",2393896,FALSE
2017,1466.46,"10.3390/rs9070676","Remote Sensing","NA","NA","MDPI","gfzpublic.gfz-potsdam.de",2344888,FALSE
2017,1603.75,"10.3390/s17081857","Sensors","NA","NA","MDPI","gfzpublic.gfz-potsdam.de",2469896,FALSE
2017,1366.35,"10.1002/2017MS000951","Journal of Advances in Modeling Earth Systems","NA","NA","AGU","gfzpublic.gfz-potsdam.de",2322902,FALSE
2017,1499.40,"10.5194/amt-10-2183-2017","Atmospheric Measurement Techniques","NA","NA","Copernicus","gfzpublic.gfz-potsdam.de",1978915,FALSE
2017,1860.76,"10.1002/2017EF000606","Earth's Future","NA","NA","AGU","gfzpublic.gfz-potsdam.de",2590888,FALSE
2017,1411.39,"10.3390/rs9090943","Remote Sensing","NA","NA","MDPI","gfzpublic.gfz-potsdam.de",2772892,FALSE
2017,4403.00,"10.1038/s41467-017-01256-2","Nature Communications","NA","NA","Springer Nature","gfzpublic.gfz-potsdam.de",2657903,FALSE
2017,1320.03,"10.3390/en10101559","Energies","NA","NA","MDPI","gfzpublic.gfz-potsdam.de",2638899,FALSE
2017,1313.97,"10.3390/en10101643","Energies","NA","NA","MDPI","gfzpublic.gfz-potsdam.de",2666890,FALSE
2017,476.00,"10.5194/gi-6-345-2017","Geoscientific Instrumentation, Methods and Data Systems","NA","NA","Copernicus","gfzpublic.gfz-potsdam.de",2712913,FALSE
2017,999.60,"10.5194/esurf-5-557-2017","Earth Surface Dynamics","NA","NA","Copernicus","gfzpublic.gfz-potsdam.de",2573901,FALSE
2017,1874.25,"10.5194/se-8-921-2017","Solid Earth","NA","NA","Copernicus","gfzpublic.gfz-potsdam.de",2573892,FALSE
2017,1213.80,"10.5194/esurf-5-511-2017","Earth Surface Dynamics","NA","NA","Copernicus","gfzpublic.gfz-potsdam.de",2708891,FALSE
2017,1370.88,"10.5194/amt-10-3117-2017","Atmospheric Measurement Techniques","NA","NA","Copernicus","gfzpublic.gfz-potsdam.de",2182891,FALSE
2017,59.50,"10.5194/se-7-1365-2016-corrigendum","Solid Earth","NA","NA","Copernicus","gfzpublic.gfz-potsdam.de",1731890,FALSE
2017,2070.60,"10.5194/hess-21-3991-2017","Hydrology and Earth System Science","NA","NA","Copernicus","gfzpublic.gfz-potsdam.de",2446894,FALSE
2017,1884.96,"10.5194/hess-21-3727-2017","Hydrology and Earth System Science","NA","NA","Copernicus","gfzpublic.gfz-potsdam.de",2446900,FALSE
2017,1456.56,"10.5194/nhess-17-1159-2017","Natural Hazards and Earth System Sciences","NA","NA","Copernicus","gfzpublic.gfz-potsdam.de",2549893,FALSE
2017,1760.01,"10.5194/cp-13-741-2017","Climate of the Past","NA","NA","Copernicus","gfzpublic.gfz-potsdam.de",2341889,FALSE
2017,1564.29,"10.3390/s17102400","Sensors","NA","NA","MDPI","gfzpublic.gfz-potsdam.de",2829900,FALSE
