index;institution;period;DOI;euro;is_hybrid;opt_out
969;Ludwig-Maximilians-Universität München;2021;10.1002/cphc.202001034;1.315,45;TRUE;FALSE
970;Ludwig-Maximilians-Universität München;2021;10.1002/cplu.202100214;1.315,45;TRUE;FALSE
971;Ludwig-Maximilians-Universität München;2021;10.1002/cpp.2672;1.315,45;TRUE;FALSE
972;Ludwig-Maximilians-Universität München;2021;10.1002/cptc.202100232;1.315,45;TRUE;FALSE
974;Ludwig-Maximilians-Universität München;2021;10.1002/eat.23672;1.315,45;TRUE;FALSE
975;Ludwig-Maximilians-Universität München;2021;10.1002/eji.202049116;1.315,45;TRUE;FALSE
976;Ludwig-Maximilians-Universität München;2021;10.1002/ejic.202100212;1.315,45;TRUE;FALSE
977;Ludwig-Maximilians-Universität München;2021;10.1002/ejic.202100807;1.315,45;TRUE;FALSE
978;Ludwig-Maximilians-Universität München;2021;10.1002/ejic.202100965;1.315,45;TRUE;FALSE
979;Ludwig-Maximilians-Universität München;2021;10.1002/ejoc.202100159;1.315,45;TRUE;FALSE
980;Ludwig-Maximilians-Universität München;2021;10.1002/ejoc.202100747;1.315,45;TRUE;FALSE
981;Ludwig-Maximilians-Universität München;2021;10.1002/ejoc.202101351;1.315,45;TRUE;FALSE
982;Ludwig-Maximilians-Universität München;2021;10.1002/ejsp.2832;1.315,45;TRUE;FALSE
983;Ludwig-Maximilians-Universität München;2021;10.1002/hlca.202100139;1.315,45;TRUE;FALSE
984;Ludwig-Maximilians-Universität München;2021;10.1002/hlca.202100147;1.315,45;TRUE;FALSE
985;Ludwig-Maximilians-Universität München;2021;10.1002/hup.2809;1.315,45;TRUE;FALSE
986;Ludwig-Maximilians-Universität München;2021;10.1002/icd.2306;1.315,45;TRUE;FALSE
987;Ludwig-Maximilians-Universität München;2021;10.1002/ijc.33775;1.315,45;TRUE;FALSE
988;Ludwig-Maximilians-Universität München;2021;10.1002/ijch.202100021;1.315,45;TRUE;FALSE
989;Ludwig-Maximilians-Universität München;2021;10.1002/ijch.202100032;1.315,45;TRUE;FALSE
990;Ludwig-Maximilians-Universität München;2021;10.1002/jbio.202000461;1.315,45;TRUE;FALSE
992;Ludwig-Maximilians-Universität München;2021;10.1002/jbio.202100094;1.315,45;TRUE;FALSE
993;Ludwig-Maximilians-Universität München;2021;10.1002/jca.21913;1.315,45;TRUE;FALSE
994;Ludwig-Maximilians-Universität München;2021;10.1002/jdd.12653;1.315,45;TRUE;FALSE
995;Ludwig-Maximilians-Universität München;2021;10.1002/jdd.12836;1.315,45;TRUE;FALSE
3328;Ludwig-Maximilians-Universität München;2021;10.1002/jgm.3311;1.315,45;TRUE;FALSE
3329;Ludwig-Maximilians-Universität München;2021;10.1002/jimd.12464;1.315,45;TRUE;FALSE
3330;Ludwig-Maximilians-Universität München;2021;10.1002/JLB.3A0420-242RRR;1.315,45;TRUE;FALSE
3331;Ludwig-Maximilians-Universität München;2021;10.1002/jmor.21380;1.315,45;TRUE;FALSE
3332;Ludwig-Maximilians-Universität München;2021;10.1002/jmri.27774;1.315,45;TRUE;FALSE
3333;Ludwig-Maximilians-Universität München;2021;10.1002/jnr.24840;1.315,45;TRUE;FALSE
3334;Ludwig-Maximilians-Universität München;2021;10.1002/jpen.2271;1.315,45;TRUE;FALSE
3335;Ludwig-Maximilians-Universität München;2021;10.1002/jso.26443;1.315,45;TRUE;FALSE
227;Ludwig-Maximilians-Universität München;2021;10.1002/lary.29820;1.315,45;TRUE;FALSE
230;Ludwig-Maximilians-Universität München;2021;10.1002/lsm.23479;1.315,45;TRUE;FALSE
236;Ludwig-Maximilians-Universität München;2021;10.1002/lt.26410;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1002/marc.202100602;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1002/mp.14879;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1002/mp.14995;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1002/mp.15097;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1002/oa.2962;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1002/pchj.522;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1002/poc.4270;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1002/poi3.250;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1002/ppul.25338;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1002/ppul.25513;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1002/ppul.25626;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1002/ppul.25684;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1002/ppul.25728;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1002/prep.202100205;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1002/prop.202100057;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1002/prop.202100168;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1002/prop.202100171;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1002/prop.202100172;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1002/pros.24114;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1002/pros.24124;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1002/pros.24248;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1002/qj.4011;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1002/qj.4012;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1002/qj.4110;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1002/qj.4133;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1002/qj.4235;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1002/slct.202102199;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1002/slct.202102271;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1002/spp2.1417;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1002/tcr.202100011;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1002/tht3.489;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1002/vetr.1317;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1002/vrc2.211;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1002/widm.1441;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1002/widm.1444;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1002/yea.3689;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1002/zaac.202000445;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1002/zaac.202000449;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1002/zaac.202000460;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1002/zaac.202000468;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1002/zaac.202100029;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1002/zaac.202100053;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1002/zaac.202100121;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1002/zaac.202100244;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1029/2020GC009556;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1029/2020JB019945;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1029/2020JB021112;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1029/2020JB021536;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1029/2021GB007019;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1029/2021GC009745;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1029/2021GL092762;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1029/2021GL094659;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1029/2021GL094755;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1029/2021GL094962;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1029/2021GL095079;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1029/2021JA029273;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1107/S2053229621006057;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1107/S2053229621009177;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1111/1348-0421.12882;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1111/1467-8365.12629;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1111/1467-9752.12560;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1111/1475-5890.12259;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1111/1475-6765.12503;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1111/1749-4877.12591;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1111/1755-0998.13443;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1111/1756-2171.12394;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1111/2041-210X.13727;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1111/adb.13020;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1111/adb.13105;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1111/aji.13437;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1111/aji.13506;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1111/ajt.16718;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1111/ajt.16858;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1111/amet.13039;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1111/aor.14034;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1111/apa.16174;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1111/apps.12365;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1111/apt.16565;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1111/bioe.12965;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1111/bjd.20091;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1111/bjd.20643;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1111/bjd.20810;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1111/bjd.20975;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1111/bjep.12462;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1111/bjh.17419;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1111/caje.12508;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1111/cea.13858;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1111/ced.14762;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1111/cen.14617;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1111/cge.13943;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1111/cge.14016;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1111/cid.13033;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1111/clr.13804;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1111/cmi.13321;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1111/cmi.13345;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1111/ctr.14294;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1111/ddg.14545;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1111/ddg.14653;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1111/ddg.14656;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1111/ddg.14683;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1111/ddg.14690_g;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1111/desc.13100;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1111/desc.13224;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1111/desc.13232;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1111/dmcn.15152;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1111/ecca.12371;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1111/echo.15076;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1111/ecin.13018;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1111/ejn.15206;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1111/ejn.15563;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1111/ejn.15582;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1111/ene.14800;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1111/ene.14897;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1111/ene.14980;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1111/ene.15089;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1111/ene.15217;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1111/epi.16976;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1111/eve.13522;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1111/evj.13528;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1111/evo.14198;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1111/evo.14386;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1111/febs.15812;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1111/fwb.13822;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1111/gcb.15649;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1111/gove.12595;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1111/japp.12556;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1111/jce.14932;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1111/jcms.13307;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1111/jcpt.13371;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1111/jcpt.13597;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1111/jdv.17903;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1111/jeb.13906;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1111/jeb.13908;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1111/jerd.12738;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1111/jmg.12610;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1111/jocd.14130;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1111/jocd.14555;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1111/jocd.14661;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1111/jopp.12269;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1111/jopr.13461;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1111/jora.12648;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1111/jori.12353;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1111/josl.12541;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1111/josp.12398;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1111/jpi.12723;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1111/jpn.13601;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1111/jsr.13371;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1111/let.12422;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1111/luts.12404;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1111/mec.15985;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1111/mec.16184;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1111/mec.16266;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1111/mec.16281;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1111/medu.14615;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1111/meta.12498;1.315,45;TRUE;FALSE
;Ludwig-Maximilians-Universität München;2021;10.1111/micc.12681;1.315,45;TRUE;FALSE
