pos;institution_name;journal_title;eissn;doi;url;published;accepted;par_fee;article_type;article_group;initial_opt-out
3;Ludwig-Maximilians-Universität München;Journal of Computational Social Science;2432-2725;10.1007/s42001-022-00191-7;https://doi.org/10.1007/s42001-022-00191-7;19.12.2022;06.11.2022;2750;originalpaper;Research Article;optout
47;Ludwig-Maximilians-Universität München;Zeitschrift für Außen- und Sicherheitspolitik;1866-2196;10.1007/s12399-022-00904-w;https://doi.org/10.1007/s12399-022-00904-w;19.07.2022;22.04.2022;2750;originalpaper;Research Article;optout
89;Ludwig-Maximilians-Universität München;Annales Henri Poincaré;1424-0661;10.1007/s00023-022-01178-w;https://doi.org/10.1007/s00023-022-01178-w;09.04.2022;12.03.2022;2750;originalpaper;Research Article;optout
113;Ludwig-Maximilians-Universität München;Applied Intelligence;1573-7497;10.1007/s10489-022-03280-2;https://doi.org/10.1007/s10489-022-03280-2;28.04.2022;19.01.2022;2750;originalpaper;Research Article;optout
118;Ludwig-Maximilians-Universität München;International Ophthalmology;1573-2630;10.1007/s10792-022-02508-x;https://doi.org/10.1007/s10792-022-02508-x;06.09.2022;28.08.2022;2750;originalpaper;Research Article;optout
127;Ludwig-Maximilians-Universität München;Knee Surgery, Sports Traumatology, Arthroscopy;1433-7347;10.1007/s00167-022-06904-9;https://doi.org/10.1007/s00167-022-06904-9;24.02.2022;23.01.2022;2750;originalpaper;Research Article;optout
130;Ludwig-Maximilians-Universität München;European Journal of Nuclear Medicine and Molecular Imaging;1619-7089;10.1007/s00259-022-06075-2;https://doi.org/10.1007/s00259-022-06075-2;14.12.2022;04.12.2022;2750;originalpaper;Research Article;optout
143;Ludwig-Maximilians-Universität München;Acta Neurochirurgica;0942-0940;10.1007/s00701-022-05132-x;https://doi.org/10.1007/s00701-022-05132-x;26.01.2022;14.01.2022;2750;originalpaper;Research Article;optout
144;Ludwig-Maximilians-Universität München;African Archaeological Review;1572-9842;10.1007/s10437-022-09480-y;https://doi.org/10.1007/s10437-022-09480-y;11.05.2022;;917;bookreview;Non Research Article;optout
301;Klinikum der Universität München;Monatsschrift Kinderheilkunde;1433-0474;10.1007/s00112-022-01546-0;https://doi.org/10.1007/s00112-022-01546-0;15.07.2022;31.05.2022;2750;reviewpaper;Research Article;optout
