"institution","period","euro","doi","is_hybrid","opt_out","publisher","journal_full_title","issn","issn_print","issn_electronic","issn_l","license_ref","indexed_in_crossref","pmid","pmcid","ut","url","doaj","agreement","group_id"
"TU Muenchen",2024,NA,"10.1002/jpln.202400235",TRUE,FALSE,"Wiley-Blackwell","Journal of Plant Nutrition and Soil Science","1436-8730","1436-8730","1522-2624","1436-8730","http://creativecommons.org/licenses/by-nc-nd/4.0/",TRUE,NA,NA,NA,NA,FALSE,wiley2024deal,02kkvpp62_wiley2024deal_2024
"TU Muenchen",2024,NA,"10.1111/ddg.15394",TRUE,TRUE,"Wiley-Blackwell","JDDG: Journal der Deutschen Dermatologischen Gesellschaft","1610-0379","1610-0379","1610-0387","1610-0379","http://onlinelibrary.wiley.com/termsAndConditions#vor",TRUE,"38593346",NA,NA,NA,FALSE,wiley2024deal,02kkvpp62_wiley2024deal_2024
"TU Muenchen",2024,NA,"10.1002/bit.28788",TRUE,FALSE,"Wiley-Blackwell","Biotechnology and Bioengineering","0006-3592","0006-3592","1097-0290","0006-3592","http://creativecommons.org/licenses/by-nc/4.0/",TRUE,"38943490",NA,NA,NA,FALSE,wiley2024deal,02kkvpp62_wiley2024deal_2024
"TU Muenchen",2024,NA,"10.1002/cphc.202400513",TRUE,FALSE,"Wiley-Blackwell","ChemPhysChem","1439-4235","1439-4235","1439-7641","1439-4235","http://creativecommons.org/licenses/by/4.0/",TRUE,"39611594",NA,NA,NA,FALSE,wiley2024deal,02kkvpp62_wiley2024deal_2024
"TU Muenchen",2024,NA,"10.1002/anie.202406094",TRUE,FALSE,"Wiley-Blackwell","Angewandte Chemie International Edition","1433-7851","1433-7851","1521-3773","1433-7851","http://creativecommons.org/licenses/by/4.0/",TRUE,"38743852",NA,NA,NA,FALSE,wiley2024deal,02kkvpp62_wiley2024deal_2024
"TU Muenchen",2024,NA,"10.1002/cnm.3869",TRUE,FALSE,"Wiley-Blackwell","International Journal for Numerical Methods in Biomedical Engineering","2040-7939","2040-7939","2040-7947","2040-7939","http://creativecommons.org/licenses/by/4.0/",TRUE,"39300801",NA,NA,NA,FALSE,wiley2024deal,02kkvpp62_wiley2024deal_2024
"TU Muenchen",2024,NA,"10.1111/ibi.13372",TRUE,FALSE,"Wiley-Blackwell","Ibis","0019-1019","0019-1019","1474-919X","0019-1019","http://creativecommons.org/licenses/by/4.0/",TRUE,NA,NA,NA,NA,FALSE,wiley2024deal,02kkvpp62_wiley2024deal_2024
"TU Muenchen",2024,NA,"10.1002/cssc.202401469",TRUE,FALSE,"Wiley-Blackwell","ChemSusChem","1864-5631","1864-5631","1864-564X","1864-5631","http://creativecommons.org/licenses/by/4.0/",TRUE,"39441544","PMC11912106",NA,NA,FALSE,wiley2024deal,02kkvpp62_wiley2024deal_2024
"TU Muenchen",2024,NA,"10.1002/net.22253",TRUE,FALSE,"Wiley-Blackwell","Networks","0028-3045","0028-3045","1097-0037","0028-3045","http://creativecommons.org/licenses/by-nc-nd/4.0/",TRUE,NA,NA,NA,NA,FALSE,wiley2024deal,02kkvpp62_wiley2024deal_2024
"TU Muenchen",2024,NA,"10.1002/chem.202400277",TRUE,FALSE,"Wiley-Blackwell","Chemistry - A European Journal","0947-6539","0947-6539","1521-3765","0947-6539","http://creativecommons.org/licenses/by-nc/4.0/",TRUE,"38888453",NA,NA,NA,FALSE,wiley2024deal,02kkvpp62_wiley2024deal_2024
