"doi","colour charge","cover charge","page charge","permission","reprint","submission fee","payment fee","other"
"10.3390/pathogens13010042",NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0294323",NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0294741",NA,NA,NA,NA,NA,NA,NA,NA
"10.1128/spectrum.02981-23",NA,NA,NA,NA,NA,NA,NA,NA
"10.1044/2024_jslhr-23-00092",NA,NA,NA,NA,NA,NA,NA,NA
"10.1364/oe.510800",NA,NA,NA,NA,NA,NA,NA,NA
"10.1128/aem.01489-23",NA,NA,NA,NA,NA,NA,NA,NA
"10.14336/ad.2024.0110",NA,NA,NA,NA,NA,NA,NA,NA
"10.1044/2023_jslhr-22-00637",NA,NA,NA,NA,NA,NA,NA,NA
"10.34067/kid.0000000000000358",NA,NA,NA,NA,NA,NA,NA,NA
"10.3390/microorganisms12010200",NA,NA,NA,NA,NA,NA,NA,NA
"10.3390/nano14020224",NA,NA,NA,NA,NA,NA,NA,NA
"10.1109/jxcdc.2024.3355949",NA,NA,NA,NA,NA,NA,NA,NA
"10.1103/physrevresearch.5.043182",NA,NA,NA,NA,NA,NA,NA,NA
"10.1103/physrevresearch.5.043017",NA,NA,NA,NA,NA,NA,NA,NA
"10.1103/physrevresearch.5.013205",NA,NA,NA,NA,NA,NA,NA,NA
"10.3960/jslrt.23037",NA,NA,NA,NA,NA,NA,NA,NA
"10.1136/bmjopen-2022-069694",NA,NA,NA,NA,NA,NA,NA,NA
"10.1364/boe.506492",NA,NA,NA,NA,NA,NA,NA,NA
"10.3390/buildings14020405",NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pcbi.1011480",NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0295796",NA,NA,NA,NA,NA,NA,NA,NA
"10.1371/journal.pone.0296016",NA,NA,NA,NA,NA,NA,NA,NA
"10.1136/bmjopen-2023-076131",NA,NA,NA,NA,NA,NA,NA,NA
"10.3390/cells13040331",NA,NA,NA,NA,NA,NA,NA,NA
"10.1161/hypertensionaha.123.22081",NA,NA,NA,NA,NA,NA,NA,NA
"10.1038/s41467-024-45570-y",NA,NA,NA,NA,NA,NA,NA,NA
"10.3324/haematol.2023.284095",NA,NA,NA,NA,NA,NA,NA,NA
