institution,period,euro,doi,is_hybrid,publisher,journal_full_title,issn
University of Rhode Island,2014-09,76.68,10.1177/2158244014553585,FALSE,Sage,SAGE Open,2158-2440
University of Rhode Island,2014-11-14,636.29,10.1186/1687-1847-2014-301,FALSE,Springer,Advances in Difference Equations,1687-1839
University of Rhode Island,2014-11-18,634.30,10.1186/1687-1847-2014-307,FALSE,Springer,Advances in Difference Equations,1687-1839
University of Rhode Island,2014-11-13,481.00,10.1155/2015/847360,FALSE,Hindawi,Discrete Dynamics in Nature and Society,1026-0226
University of Rhode Island,2015-09-09,1209.25,10.1371/journal.pone.0138016,FALSE,Public Library of Science,PLOS One,1932-6203
University of Rhode Island,2016-04-07,346.89,10.1177/2158244016647994,FALSE,Sage,SAGE Open,2158-2440
University of Rhode Island,2016-05-17,172.00,10.1177/2158244016655585,FALSE,Sage,SAGE Open,2158-2440
University of Rhode Island,2016-07-15,745.09,10.1093/jisesa/iew066,FALSE,Oxford University Press,Journal of Insect Science,1536-2442
University of Rhode Island,2016-12-08,2018.79,10.1186/s13756-016-0158-8,FALSE,BioMed Central,Antimicrobial Resistance & Infection Control,2047-2994
University of Rhode Island,2017-03-28,1976.87,10.1186/s13756-017-0190-3,FALSE,BioMed Central,Antimicrobial Resistance & Infection Control,2047-2994
University of Rhode Island,2017-07-24,992.00,10.1016/j.ssmph.2017.07.003,FALSE,Elsevier,SSM - Population Health,2352-8273
University of Rhode Island,2017-09-04,305.71,10.3390/jmse5030044,FALSE,MDPI,Journal of Marine Science and Engineering,2077-1312
University of Rhode Island,2017-09-17,837.18,10.1155/2017/2746595,FALSE,Hindawi,Journal of Obesity,2090-0716
University of Rhode Island,2018-02-16,1207.38,10.1371/journal.pone.0192819,FALSE,Public Library of Science,PLOS One,1932-6203
