"doi","colour charge","cover charge","page charge","permission","reprint","submission fee","payment fee","other"
"10.17892/app.2023.00016.354",NA,NA,NA,NA,NA,NA,NA,NA
"10.1016/j.invent.2023.100649",NA,NA,NA,NA,NA,NA,NA,NA
"10.1016/j.iswa.2023.200285",NA,NA,NA,NA,NA,NA,NA,NA
"10.3389/fspor.2023.1139065",NA,NA,NA,NA,NA,NA,NA,NA
"10.3389/fpos.2023.1117550",NA,NA,NA,NA,NA,NA,33.38,NA
"10.1109/access.2023.3239591",NA,NA,NA,NA,NA,NA,NA,NA
"10.5751/es-14133-280224",NA,NA,451.7,NA,NA,NA,57.36,NA
"10.5751/es-14209-280234",NA,NA,216.79,NA,NA,NA,56.9,NA
"10.5751/es-14185-280301",NA,NA,216.79,NA,NA,NA,56.9,NA
"10.1177/16094069231179433",NA,NA,NA,NA,NA,NA,44.03,NA
"10.1038/s41598-023-37913-4",NA,NA,NA,NA,NA,NA,NA,NA
"10.1080/26395916.2023.2224448",NA,NA,NA,NA,NA,NA,NA,NA
"10.22495/cocv20i2art14",NA,NA,NA,NA,NA,NA,NA,NA
"10.1002/pan3.10555",NA,NA,NA,NA,NA,NA,NA,NA
"10.1016/j.actpsy.2022.103820",NA,NA,NA,NA,NA,NA,NA,NA
"10.3389/fspor.2023.1105201",NA,NA,NA,NA,NA,NA,NA,NA
"10.1038/s42003-023-04736-y",NA,NA,NA,NA,NA,NA,NA,NA
"10.1038/s41598-023-49354-0",NA,NA,NA,NA,NA,NA,NA,NA
"10.1186/s42854-023-00056-w",NA,NA,NA,NA,NA,NA,NA,NA
"10.1002/pan3.10441",NA,NA,NA,NA,NA,NA,NA,NA
"10.1111/bor.12619",NA,NA,NA,NA,NA,NA,NA,NA
"10.1111/csp2.12974",NA,NA,NA,NA,NA,NA,NA,NA
"10.3390/su151914313",NA,NA,NA,NA,NA,NA,NA,NA
"10.3390/su16010134",NA,NA,NA,NA,NA,NA,NA,NA
