institution;period;euro;doi;is_hybrid;publisher;journal_full_title;issn;url;opt_out
Eberhard Karls Universität Tübingen;2019;2.591,81;10.1111/1467-9752.12379;TRUE;;;;;FALSE
Eberhard Karls Universität Tübingen;2019;2.591,81;10.1002/elps.201900198;TRUE;;;;;FALSE
Eberhard Karls Universität Tübingen;2019;2.591,81;10.1111/jdv.15845;TRUE;;;;;FALSE
Eberhard Karls Universität Tübingen;2019;2.591,81;10.1111/ene.14050;TRUE;;;;;FALSE
Eberhard Karls Universität Tübingen;2019;2.591,81;10.1111/1471-0528.15888;TRUE;;;;;FALSE
Eberhard Karls Universität Tübingen;2019;2.591,81;10.1002/ana.25562;TRUE;;;;;FALSE
Eberhard Karls Universität Tübingen;2019;2.591,81;10.1111/roie.12440;TRUE;;;;;FALSE
Eberhard Karls Universität Tübingen;2019;2.591,81;10.1002/cplu.201900381;TRUE;;;;;FALSE
Eberhard Karls Universität Tübingen;2019;2.591,81;10.1002/nsg.12058;TRUE;;;;;FALSE
Eberhard Karls Universität Tübingen;2019;2.591,81;10.1002/ejoc.201900965;TRUE;;;;;FALSE
Eberhard Karls Universität Tübingen;2019;2.591,81;10.1111/mmi.14347;TRUE;;;;;FALSE
Eberhard Karls Universität Tübingen;2019;2.591,81;10.1002/jbio.201900102;TRUE;;;;;FALSE
Eberhard Karls Universität Tübingen;2019;2.591,81;10.1002/hbm.24885;TRUE;;;;;FALSE
Eberhard Karls Universität Tübingen;2019;2.591,81;10.1002/hbm.24876;TRUE;;;;;FALSE
Eberhard Karls Universität Tübingen;2019;2.591,81;10.1111/let.12356;TRUE;;;;;FALSE
Eberhard Karls Universität Tübingen;2019;2.591,81;10.1111/cmi.13111;TRUE;;;;;FALSE
Eberhard Karls Universität Tübingen;2019;2.591,81;10.1002/pmic.201900113;TRUE;;;;;FALSE
Eberhard Karls Universität Tübingen;2019;2.591,81;10.1002/ase.1917;TRUE;;;;;FALSE
Eberhard Karls Universität Tübingen;2019;2.591,81;10.1002/ejic.201900788;TRUE;;;;;FALSE
Eberhard Karls Universität Tübingen;2019;2.591,81;10.1002/ajpa.23926;TRUE;;;;;FALSE
Eberhard Karls Universität Tübingen;2019;2.591,81;10.1111/aos.14255;TRUE;;;;;FALSE
Eberhard Karls Universität Tübingen;2019;2.591,81;10.1002/hbm.24806;TRUE;;;;;FALSE
Eberhard Karls Universität Tübingen;2019;2.591,81;10.1002/mp.13829;TRUE;;;;;FALSE
Eberhard Karls Universität Tübingen;2019;2.591,81;10.1002/cbic.201900339;TRUE;;;;;FALSE
Eberhard Karls Universität Tübingen;2019;2.591,81;10.1002/eji.201948240;TRUE;;;;;FALSE
Eberhard Karls Universität Tübingen;2019;2.591,81;10.1002/ajpa.23937;TRUE;;;;;FALSE
Eberhard Karls Universität Tübingen;2019;2.591,81;10.1002/oby.22664;TRUE;;;;;FALSE
Eberhard Karls Universität Tübingen;2019;2.591,81;10.1002/ejoc.201901224;TRUE;;;;;FALSE
Eberhard Karls Universität Tübingen;2019;2.591,81;10.1002/lno.11352;TRUE;;;;;FALSE
Eberhard Karls Universität Tübingen;2019;2.591,81;10.1002/elps.201900316;TRUE;;;;;FALSE
Eberhard Karls Universität Tübingen;2019;2.591,81;10.1111/mbe.12225;TRUE;;;;;FALSE
Eberhard Karls Universität Tübingen;2019;2.591,81;10.1002/mame.201900481;TRUE;;;;;FALSE
Eberhard Karls Universität Tübingen;2019;2.591,81;10.1111/brv.12566;TRUE;;;;;FALSE
Eberhard Karls Universität Tübingen;2019;2.591,81;10.1111/ijlh.13119;TRUE;;;;;FALSE
Eberhard Karls Universität Tübingen;2019;2.591,81;10.1002/cmdc.201900415;TRUE;;;;;FALSE
Eberhard Karls Universität Tübingen;2019;2.591,81;10.1002/jnr.24559;TRUE;;;;;FALSE
Eberhard Karls Universität Tübingen;2019;2.591,81;10.1111/cdev.13343;TRUE;;;;;FALSE
Eberhard Karls Universität Tübingen;2019;2.591,81;10.1002/chem.201903652;TRUE;;;;;FALSE
Eberhard Karls Universität Tübingen;2019;2.591,81;10.1111/papt.12258;TRUE;;;;;FALSE
Eberhard Karls Universität Tübingen;2019;2.591,81;10.1107/S1600576719013311;TRUE;;;;;FALSE
Eberhard Karls Universität Tübingen;2019;2.591,81;10.1002/cne.24807;TRUE;;;;;FALSE
Eberhard Karls Universität Tübingen;2019;2.591,81;10.1111/ddg.13991;TRUE;;;;;FALSE
Eberhard Karls Universität Tübingen;2019;2.591,81;10.1002/tsm2.125;TRUE;;;;;FALSE
Eberhard Karls Universität Tübingen;2019;2.591,81;10.1002/anie.201914608;TRUE;;;;;FALSE
Eberhard Karls Universität Tübingen;2019;2.591,81;10.1002/zaac.201900296;TRUE;;;;;FALSE
Eberhard Karls Universität Tübingen;2019;2.591,81;10.1002/nau.24261;TRUE;;;;;FALSE
Eberhard Karls Universität Tübingen;2019;2.591,81;10.1111/obr.12996;TRUE;;;;;FALSE
Eberhard Karls Universität Tübingen;2019;2.591,81;10.1002/cmdc.201900689;TRUE;;;;;FALSE
Eberhard Karls Universität Tübingen;2019;2.591,81;10.1002/adom.201901734;TRUE;;;;;FALSE
Eberhard Karls Universität Tübingen;2019;2.591,81;10.1096/fj.201901784RR;TRUE;;;;;FALSE
Eberhard Karls Universität Tübingen;2019;2.591,81;10.1111/jth.14721;TRUE;;;;;FALSE
Eberhard Karls Universität Tübingen;2019;2.591,81;10.1111/cup.13644;TRUE;;;;;FALSE
Eberhard Karls Universität Tübingen;2019;2.591,81;10.1111/oik.06536;TRUE;;;;;FALSE
Eberhard Karls Universität Tübingen;2019;2.591,81;10.1002/mnfr.201900390;TRUE;;;;;FALSE
Eberhard Karls Universität Tübingen;2019;2.591,81;10.1002/anie.201916483;TRUE;;;;;FALSE
Eberhard Karls Universität Tübingen;2019;2.591,81;10.1111/ddg.14072;TRUE;;;;;FALSE
Eberhard Karls Universität Tübingen;2019;2.591,81;10.1002/smll.201904954;TRUE;;;;;FALSE
Eberhard Karls Universität Tübingen;2019;2.591,81;10.1002/eat.23209;TRUE;;;;;FALSE
Eberhard Karls Universität Tübingen;2019;2.591,81;10.1002/chem.201903606;TRUE;;;;;FALSE
