"Institution";"DOI";"is_hybrid";"period"
"Maastricht University";"10.1007/s10746-015-9372-2";TRUE;2016
"University of Groningen";"10.1007/s11218-015-9326-6";TRUE;2016
"University of Groningen";"10.1007/s10583-015-9270-2";TRUE;2016
"Academic Medical Center (AMC)";"10.1007/s40266-016-0344-7";TRUE;2016
"Leiden University Medical Center (LUMC)";"10.1007/s11657-016-0258-3";TRUE;2016
"Leiden University Medical Center (LUMC)";"10.1007/s00264-016-3113-7";TRUE;2016
"Delft University of Technology";"10.1007/s11242-016-0632-z";TRUE;2016
"Academic Medical Center (AMC)";"10.1007/s10822-016-9900-9";TRUE;2016
"Academic Medical Center (AMC)";"10.1007/s11938-016-0080-4";TRUE;2016
"Radboud University Medical Center";"10.1007/s11307-016-0936-y";TRUE;2016
"Radboud University";"10.1007/s11192-016-1863-z";TRUE;2016
"University of Amsterdam";"10.1007/s00127-016-1186-7";TRUE;2016
"Erasmus MC";"10.1007/s10654-016-0130-1";TRUE;2016
"VU University Amsterdam";"10.1007/s10980-016-0345-2";TRUE;2016
"Leiden University Medical Center (LUMC)";"10.1007/s10689-016-9877-5";TRUE;2016
"Radboud University Medical Center";"10.1007/s12308-016-0269-4";TRUE;2016
"University of Amsterdam";"10.1007/s10680-016-9375-3";TRUE;2016
"Academic Medical Center (AMC)";"10.1007/s00068-016-0635-z";TRUE;2016
"Academic Medical Center (AMC)";"10.1007/s00464-016-4800-6";TRUE;2016
"University Medical Center Groningen (UMCG)";"10.1007/s00405-016-3943-3";TRUE;2016
"VU University Medical Center (VUmc)";"10.1007/s12350-015-0329-7";TRUE;2016
"Delft University of Technology";"10.1007/s00542-015-2771-5";TRUE;2016
"Maastricht University";"10.1007/s00125-015-3861-8";TRUE;2016
"Leiden University Medical Center (LUMC)";"10.1007/s12350-016-0393-7";TRUE;2016
"Leiden University";"10.1007/s11367-015-1015-3";TRUE;2016
"Maastricht University Medical Center (UMC+)";"10.1007/s00198-016-3488-8";TRUE;2016
"VU University Medical Center (VUmc)";"10.1007/s40279-016-0470-8";TRUE;2016
"University of Amsterdam";"10.1007/s11406-015-9685-4";TRUE;2016
"University Medical Center Groningen (UMCG)";"10.1007/s10877-016-9846-4";TRUE;2016
"University Medical Center Utrecht";"10.1007/s10689-016-9871-y";TRUE;2016
"Tilburg University";"10.1007/s11634-016-0234-1";TRUE;2016
"Maastricht University";"10.1007/s00125-016-3885-8";TRUE;2016
"Radboud University Medical Center";"10.1007/s00167-016-4045-x";TRUE;2016
"Leiden University";"10.1007/s12529-016-9544-0";TRUE;2016
"VU University Amsterdam";"10.1007/s10901-016-9501-x";TRUE;2016
"VU University Amsterdam";"10.1007/s10198-016-0762-9";TRUE;2016
"University Medical Center Utrecht";"10.1007/s00330-016-4222-9";TRUE;2016
"Radboud University";"10.1007/s00221-016-4600-1";TRUE;2016
"Wageningen University";"10.1007/s00520-016-3128-z";TRUE;2016
"VU University Medical Center (VUmc)";"10.1007/s00259-016-3312-x";TRUE;2016
"Academic Medical Center (AMC)";"10.1007/s10545-016-9916-2";TRUE;2016
"University of Groningen";"10.1007/s00253-016-7343-9";TRUE;2016
"Maastricht University";"10.1007/s00429-016-1188-y";TRUE;2016
"Eindhoven University of Technology";"10.1007/s10479-016-2128-1";TRUE;2016
"Fungal Biodiversity Center (CBS)";"10.1007/s10529-016-2060-0";TRUE;2016
"Academic Medical Center (AMC)";"10.1007/s00167-016-3992-6";TRUE;2016
"Erasmus University";"10.1007/s00191-016-0447-7";TRUE;2016
"VU University Amsterdam";"10.1007/s11098-016-0644-0";TRUE;2016
"Utrecht University";"10.1007/s10616-016-9953-6";TRUE;2016
"VU University Amsterdam";"10.1007/s00221-016-4566-z";TRUE;2016
"Wageningen University";"10.1007/s00382-016-2992-z";TRUE;2016
"Delft University of Technology";"10.1007/s00028-015-0309-z";TRUE;2016
"Maastricht University Medical Center (UMC+)";"10.1007/s00125-016-3865-z";TRUE;2016
"Maastricht University Medical Center (UMC+)";"10.1007/s00053-015-0069-9";TRUE;2016
"VU University Amsterdam";"10.1007/s40279-016-0478-0";TRUE;2016
"University of Amsterdam";"10.1007/s10603-015-9300-x";TRUE;2016
"International Institute of Social History (IISH)";"10.1007/s11205-015-1204-2";TRUE;2016
"VU University Medical Center (VUmc)";"10.1007/s10585-016-9779-9";TRUE;2016
"Delft University of Technology";"10.1007/s13239-016-0255-0";TRUE;2016
"VU University Medical Center (VUmc)";"10.1007/s11605-016-3084-4";TRUE;2016
"University Medical Center Utrecht";"10.1007/s00330-016-4217-6";TRUE;2016
"Academic Medical Center (AMC)";"10.1007/s00420-016-1117-7";TRUE;2016
"Delft University of Technology";"10.1007/s10955-016-1473-4";TRUE;2016
"Radboud University Medical Center";"10.1007/s00134-015-4205-3";TRUE;2016
"Delft University of Technology";"10.1007/s10955-016-1478-z";TRUE;2016
"University Medical Center Utrecht";"10.1007/s00330-016-4220-y";TRUE;2016
"University Medical Center Groningen (UMCG)";"10.1007/s00394-016-1156-6";TRUE;2016
"University of Groningen";"10.1007/s11187-016-9707-z";TRUE;2016
"University of Amsterdam";"10.1007/s10602-016-9205-y";TRUE;2016
"Academic Medical Center (AMC)";"10.1007/s12529-016-9543-1";TRUE;2016
"VU University Amsterdam";"10.1007/s00787-016-0820-y";TRUE;2016
"Erasmus University";"10.1007/s10198-016-0764-7";TRUE;2016
"Delft University of Technology";"10.1007/s11081-016-9313-6";TRUE;2016
"Fungal Biodiversity Center (CBS)";"10.1007/s10482-016-0668-7";TRUE;2016
"VU University Amsterdam";"10.1007/s11065-015-9315-8";TRUE;2016
"Leiden University Medical Center (LUMC)";"10.1007/s10719-015-9648-9";TRUE;2016
"University of Groningen";"10.1007/s00268-015-3388-7";TRUE;2016
"University of Twente";"10.1007/s11249-016-0642-6";TRUE;2016
"Radboud University Medical Center";"10.1007/s12020-016-0883-z";TRUE;2016
"University Medical Center Groningen (UMCG)";"10.1007/s10741-016-9536-9";TRUE;2016
"Erasmus MC";"10.1007/s00586-016-4393-8";TRUE;2016
"Utrecht University";"10.1007/s13361-016-1348-6";TRUE;2016
"Erasmus MC";"10.1007/s00223-016-0112-z";TRUE;2016
"Leiden University Medical Center (LUMC)";"10.1007/s11192-016-1885-6";TRUE;2016
"University Medical Center Groningen (UMCG)";"10.1007/s00068-016-0647-8";TRUE;2016
"Utrecht University";"10.1007/s11103-016-0442-2";TRUE;2016
"VU University Amsterdam";"10.1007/s10544-016-0039-1";TRUE;2016
"Radboud University Medical Center";"10.1007/s12253-016-0047-8";TRUE;2016
"Erasmus University";"10.1007/s40610-016-0034-6";TRUE;2016
"Wageningen University";"10.1007/s10479-016-2126-3";TRUE;2016
"Utrecht University";"10.1007/s12529-016-9546-y";TRUE;2016
"Maastricht University";"10.1007/s10552-016-0725-6";TRUE;2016
"Erasmus MC";"10.1007/s00068-016-0637-x";TRUE;2016
"Delft University of Technology";"10.1007/s11225-016-9659-y";TRUE;2016
"University of Amsterdam";"10.1007/s10683-015-9474-8";TRUE;2016
"Utrecht University";"10.1007/s10668-016-9760-4";TRUE;2016
"Academisch Centrum Tandheelkunde Amsterdam (ACTA)";"10.1007/s40368-015-0219-3";TRUE;2016
