"Institution";"DOI";"is_hybrid";"period"
"University of Groningen";"10.1007/s10676-015-9366-9";TRUE;2015
"Delft University of Technology";"10.1007/s11157-015-9374-6";TRUE;2015
"University of Twente";"10.1007/s12350-015-0246-9";TRUE;2015
"Erasmus MC";"10.1007/s10654-015-0085-7";TRUE;2015
"Tilburg University";"10.1007/s10603-015-9301-9";TRUE;2015
"Utrecht University";"10.1007/s00784-015-1589-y";TRUE;2015
"Academic Medical Center (AMC)";"10.1245/s10434-015-4858-8";TRUE;2015
"Maastricht University Medical Center (UMC+)";"10.1007/s10067-015-3067-y";TRUE;2015
"Leiden University";"10.1007/s11244-015-0489-3";TRUE;2015
"Delft University of Technology";"10.1007/s00190-015-0852-y";TRUE;2015
"University of Groningen";"10.1007/s10670-015-9762-x";TRUE;2015
"Radboud University";"10.1007/s10802-015-0080-1";TRUE;2015
"University of Amsterdam";"10.1007/s10503-015-9372-4";TRUE;2015
"University of Amsterdam";"10.1007/s10503-015-9376-0";TRUE;2015
"Tilburg University";"10.1007/s10609-015-9262-3";TRUE;2015
"University Medical Center Groningen (UMCG)";"10.1007/s10456-015-9485-2";TRUE;2015
"Leiden University Medical Center (LUMC)";"10.1007/s00520-015-2930-3";TRUE;2015
"Utrecht University";"10.1007/s10584-015-1485-0";TRUE;2015
"Radboud University Medical Center";"10.1007/s10803-015-2562-y";TRUE;2015
"University of Amsterdam";"10.1007/s00784-015-1593-2";TRUE;2015
"University of Twente";"10.1007/s10853-015-9437-7";TRUE;2015
"Utrecht University";"10.1007/s11858-015-0732-1";TRUE;2015
"Maastricht University";"10.1007/s10926-015-9606-1";TRUE;2015
"University of Groningen";"10.1007/s00253-015-6950-1";TRUE;2015
"Utrecht University";"10.1007/s00441-015-2272-y";TRUE;2015
"Utrecht University";"10.1007/s00251-015-0869-7";TRUE;2015
"University of Groningen";"10.1007/s10107-015-0945-7";TRUE;2015
"Fungal Biodiversity Center (CBS)";"10.1007/s10529-015-1951-9";TRUE;2015
"University of Groningen";"10.1007/s10308-015-0434-x";TRUE;2015
"University of Twente";"10.1007/s11664-015-4008-x";TRUE;2015
"VU University Amsterdam";"10.1007/s13280-015-0699-8";TRUE;2015
"University of Groningen";"10.1007/s10645-015-9259-7";TRUE;2015
"Netherlands Institute of Ecology";"10.1007/s10452-015-9544-1";TRUE;2015
"Academic Medical Center (AMC)";"10.1007/s00431-015-2621-6";TRUE;2015
"Radboud University Medical Center";"10.1007/s00784-015-1581-6";TRUE;2015
